date,n_bars,close_mid,rv_5m,r3_5m,dr_5m,rs_plus_5m,rs_minus_5m,avg_spread_5m,max_spread_5m
2019-07-01,276,1388.61000000,0.00007458525052560432,1.505996500815261e-8,0.00003689969711375810,0.00003768555341184625,0.00003689969711375810,0.305264492754,0.914000000000
2019-07-02,276,1424.20150000,0.0001718650651850411,2.207231979046910e-7,0.00005847974750647589,0.0001133853176785653,0.00005847974750647589,0.318452898551,0.908000000000
2019-07-03,276,1419.19650000,0.00008525205190731918,1.766670078064027e-8,0.00004123247310039421,0.00004401957880692505,0.00004123247310039421,0.318010869565,0.620000000000
2019-07-04,276,1418.32000000,0.00004772473440712600,1.583559723247975e-9,0.00002330224828326568,0.00002442248612386031,0.00002330224828326568,0.443365942029,1.49000000000
2019-07-05,276,1398.83000000,0.0001751700692269977,-9.643693873604935e-7,0.0001430641458095264,0.00003210592341747144,0.0001430641458095264,0.392072463768,0.610000000000
2019-07-08,276,1394.43500000,0.00004966721325452175,-6.764336896864228e-9,0.00002725132134534776,0.00002241589190917406,0.00002725132134534776,0.304757246377,0.885000000000
2019-07-09,276,1393.02000000,0.00004590620368637260,7.826306889647289e-9,0.00002228443157510950,0.00002362177211126311,0.00002228443157510950,0.307525362319,0.800000000000
2019-07-10,276,1424.12650000,0.0001786724539001486,0.000001136971912180412,0.00003030527323880996,0.0001483671806613387,0.00003030527323880996,0.307471014493,0.930000000000
2019-07-11,276,1407.91500000,0.00007792568222923386,-8.244872349749665e-8,0.00005271796600828456,0.00002520771622094931,0.00005271796600828456,0.316978260870,1.07000000000
2019-07-12,276,1415.45000000,0.00003879545436048876,8.223135078020779e-9,0.00001576010006592405,0.00002303535429456472,0.00001576010006592405,0.386467391304,0.610000000000
2019-07-15,276,1413.32650000,0.00003862669341662201,-4.482660383642534e-9,0.00002040256312996574,0.00001822413028665626,0.00002040256312996574,0.301869565217,1.30500000000
2019-07-16,276,1404.91150000,0.00005919442757330735,-7.026386023616485e-8,0.00003992990359102962,0.00001926452398227777,0.00003992990359102962,0.306278985507,0.644000000000
2019-07-17,276,1422.78650000,0.00006675100107041700,4.608052805392763e-8,0.00002253215988986903,0.00004421884118054798,0.00002253215988986903,0.309333333333,0.684000000000
2019-07-18,276,1443.12000000,0.0001272794723042464,-8.141859825719281e-8,0.00006299957368832529,0.00006427989861592113,0.00006299957368832529,0.305663043478,1.49500000000
2019-07-19,276,1425.63500000,0.0001027518946706462,-1.074705324730404e-7,0.00006792968013394315,0.00003482221453670307,0.00006792968013394315,0.469163043478,0.934000000000
2019-07-22,276,1417.80850000,0.00003498401628462081,-4.759011215761185e-9,0.00002032327835770636,0.00001466073792691443,0.00002032327835770636,0.304235507246,0.954000000000
2019-07-23,276,1420.68500000,0.00005354333844733409,1.340874530498475e-8,0.00002395903386259012,0.00002958430458474394,0.00002395903386259012,0.301351449275,0.634000000000
2019-07-24,276,1422.34000000,0.00002777386546044142,-1.122300239450201e-9,0.00001406214187944533,0.00001371172358099609,0.00001406214187944533,0.295927536232,1.71700000000
2019-07-25,276,1416.48150000,0.00008449104439139274,-7.855911638763312e-8,0.00005397763633471472,0.00003051340805667804,0.00005397763633471472,0.306500000000,0.644000000000
