forecast_origin,target_month,realized_target,model,forecast,signed_error,absolute_error,squared_error,origin_cutoff,source_vintage_lineage,evidence_class,pit_status,model_version
2025-12,2026-01,4753,VW,4410.50615027,-342.493849728,342.493849728,117302.037102,2025-12-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2026-01,2026-02,5020,DMA,4814.22503696,-205.774963041,205.774963041,42343.3354147,2026-01-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2026-01,2026-02,5020,DMS,4796.97866546,-223.02133454,223.02133454,49738.5156602,2026-01-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2026-01,2026-02,5020,IDMA,4819.60357008,-200.396429918,200.396429918,40158.7291237,2026-01-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2026-01,2026-02,5020,MOMENTUM,5013.50115938,-6.4988406246,6.4988406246,42.2349294639,2026-01-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2026-01,2026-02,5020,PATCH,4896.61388073,-123.386119269,123.386119269,15224.1344282,2026-01-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2026-01,2026-02,5020,RW,4753,-267,267,71289,2026-01-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2026-01,2026-02,5020,VW,5079.48824905,59.4882490481,59.4882490481,3538.85177481,2026-01-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2026-02,2026-03,4856,DMA,5067.53975582,211.539755821,211.539755821,44749.0682929,2026-02-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2026-02,2026-03,4856,DMS,5036.2877735,180.287773497,180.287773497,32503.6812724,2026-02-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2026-02,2026-03,4856,IDMA,5073.0257629,217.025762899,217.025762899,47100.1817621,2026-02-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2026-02,2026-03,4856,MOMENTUM,5377.31317002,521.313170019,521.313170019,271767.421236,2026-02-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2026-02,2026-03,4856,PATCH,5215.90320233,359.903202334,359.903202334,129530.31505,2026-02-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2026-02,2026-03,4856,RW,5020,164,164,26896,2026-02-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2026-02,2026-03,4856,VW,5218.31178046,362.311780457,362.311780457,131269.826258,2026-02-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2026-03,2026-04,4721,DMA,4911.56852304,190.568523037,190.568523037,36316.3619724,2026-03-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2026-03,2026-04,4721,DMS,4925.67820353,204.67820353,204.67820353,41893.1670004,2026-03-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2026-03,2026-04,4721,IDMA,4911.75553065,190.755530652,190.755530652,36387.6724744,2026-03-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2026-03,2026-04,4721,MOMENTUM,5060.83558668,339.835586681,339.835586681,115488.225975,2026-03-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2026-03,2026-04,4721,PATCH,4948.68079879,227.680798785,227.680798785,51838.5461354,2026-03-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2026-03,2026-04,4721,RW,4856,135,135,18225,2026-03-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2026-03,2026-04,4721,VW,4806.67264211,85.6726421067,85.6726421067,7339.80160554,2026-03-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2026-04,2026-05,4587,DMA,4762.39176792,175.391767924,175.391767924,30762.2722555,2026-04-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2026-04,2026-05,4587,DMS,4741.62621859,154.626218585,154.626218585,23909.2674739,2026-04-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2026-04,2026-05,4587,IDMA,4766.26462566,179.264625657,179.264625657,32135.8060118,2026-04-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2026-04,2026-05,4587,MOMENTUM,4714.24120498,127.241204979,127.241204979,16190.3242445,2026-04-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2026-04,2026-05,4587,PATCH,4779.51051898,192.510518977,192.510518977,37060.2999167,2026-04-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2026-04,2026-05,4587,RW,4721,134,134,17956,2026-04-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2026-04,2026-05,4587,VW,4761.05737721,174.057377209,174.057377209,30295.9705608,2026-04-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2026-05,2026-06,4228,DMA,4620.28961524,392.289615239,392.289615239,153891.142224,2026-05-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2026-05,2026-06,4228,DMS,4607.33083251,379.330832511,379.330832511,143891.880493,2026-05-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2026-05,2026-06,4228,IDMA,4622.54769287,394.547692869,394.547692869,155667.881948,2026-05-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2026-05,2026-06,4228,MOMENTUM,4451.14254182,223.142541825,223.142541825,49792.5939721,2026-05-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2026-05,2026-06,4228,PATCH,4647.37270771,419.372707707,419.372707707,175873.46797,2026-05-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2026-05,2026-06,4228,RW,4587,359,359,128881,2026-05-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2026-05,2026-06,4228,VW,4601.38466621,373.384666207,373.384666207,139416.108958,2026-05-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2026-06,2026-07,4073,DMA,4257.76681801,184.766818007,184.766818007,34138.7770365,2026-06-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2026-06,2026-07,4073,DMS,4249.62191798,176.621917983,176.621917983,31195.3019121,2026-06-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2026-06,2026-07,4073,IDMA,4259.16683292,186.16683292,186.16683292,34658.0896794,2026-06-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2026-06,2026-07,4073,MOMENTUM,4038.51634964,-34.4836503626,34.4836503626,1189.12214233,2026-06-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2026-06,2026-07,4073,PATCH,4230.33789582,157.337895822,157.337895822,24755.2134616,2026-06-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2026-06,2026-07,4073,RW,4228,155,155,24025,2026-06-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2026-06,2026-07,4073,VW,4106.63302927,33.6330292679,33.6330292679,1131.18065773,2026-06-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
