forecast_origin,target_month,realized_target,model,forecast,signed_error,absolute_error,squared_error,origin_cutoff,source_vintage_lineage,evidence_class,pit_status,model_version
2022-12,2023-01,1898,DMA,1825.48425978,-72.5157402172,72.5157402172,5258.53257924,2022-12-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2022-12,2023-01,1898,DMS,1805.03320632,-92.9667936805,92.9667936805,8642.82472724,2022-12-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2022-12,2023-01,1898,IDMA,1831.81227973,-66.1877202744,66.1877202744,4380.81431513,2022-12-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2022-12,2023-01,1898,MOMENTUM,1839.3504246,-58.6495754035,58.6495754035,3439.77269501,2022-12-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2022-12,2023-01,1898,PATCH,1835.087077,-62.9129230014,62.9129230014,3958.03588057,2022-12-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2022-12,2023-01,1898,RW,1798,-100,100,10000,2022-12-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2022-12,2023-01,1898,VW,1812.91016861,-85.0898313894,85.0898313894,7240.27940587,2022-12-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2023-01,2023-02,1855,DMA,1926.64705233,71.647052333,71.647052333,5133.300108,2023-01-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2023-01,2023-02,1855,DMS,1905.7256992,50.7256992039,50.7256992039,2573.09655972,2023-01-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2023-01,2023-02,1855,IDMA,1932.78027556,77.7802755632,77.7802755632,6049.77126669,2023-01-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2023-01,2023-02,1855,MOMENTUM,1983.15367323,128.153673227,128.153673227,16423.3639616,2023-01-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2023-01,2023-02,1855,PATCH,1942.22644856,87.2264485649,87.2264485649,7608.45332924,2023-01-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2023-01,2023-02,1855,RW,1898,43,43,1849,2023-01-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2023-01,2023-02,1855,VW,1919.75470757,64.7547075742,64.7547075742,4193.17215302,2023-01-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2023-02,2023-03,1913,DMA,1858.73887782,-54.2611221834,54.2611221834,2944.2693806,2023-02-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2023-02,2023-03,1913,DMS,1866.40848237,-46.5915176251,46.5915176251,2170.76951461,2023-02-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2023-02,2023-03,1913,IDMA,1856.85608547,-56.1439145317,56.1439145317,3152.13913894,2023-02-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2023-02,2023-03,1913,MOMENTUM,1901.54860724,-11.4513927582,11.4513927582,131.134396104,2023-02-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2023-02,2023-03,1913,PATCH,1830.521675,-82.4783250028,82.4783250028,6802.67409527,2023-02-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2023-02,2023-03,1913,RW,1855,-58,58,3364,2023-02-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2023-02,2023-03,1913,VW,1828.59696339,-84.4030366124,84.4030366124,7123.8725894,2023-02-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2023-03,2023-04,2000,DMA,1914.52540649,-85.4745935098,85.4745935098,7305.90613567,2023-03-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2023-03,2023-04,2000,DMS,1919.36517163,-80.634828371,80.634828371,6501.97554642,2023-03-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2023-03,2023-04,2000,IDMA,1912.68664189,-87.3133581122,87.3133581122,7623.62250483,2023-03-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2023-03,2023-04,2000,MOMENTUM,1953.95654708,-46.0434529206,46.0434529206,2119.99955686,2023-03-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2023-03,2023-04,2000,PATCH,1937.20732556,-62.792674438,62.792674438,3942.91996308,2023-03-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2023-03,2023-04,2000,RW,1913,-87,87,7569,2023-03-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2023-03,2023-04,2000,VW,1948.06722285,-51.9327771548,51.9327771548,2697.01334301,2023-03-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2023-04,2023-05,1992,DMA,2009.29445878,17.2944587774,17.2944587774,299.098304404,2023-04-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2023-04,2023-05,1992,DMS,2009.98122859,17.9812285853,17.9812285853,323.324581439,2023-04-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2023-04,2023-05,1992,IDMA,2009.20073674,17.2007367382,17.2007367382,295.865344337,2023-04-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2023-04,2023-05,1992,MOMENTUM,2036.05981728,44.0598172809,44.0598172809,1941.26749882,2023-04-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2023-04,2023-05,1992,PATCH,2032.20758859,40.2075885934,40.2075885934,1616.65018049,2023-04-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2023-04,2023-05,1992,RW,2000,8,8,64,2023-04-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2023-04,2023-05,1992,VW,1998.90194567,6.901945674,6.901945674,47.6368540868,2023-04-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2023-05,2023-06,1943,DMA,1990.28727295,47.2872729488,47.2872729488,2236.08618293,2023-05-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2023-05,2023-06,1943,DMS,2001.86050598,58.8605059778,58.8605059778,3464.55916397,2023-05-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2023-05,2023-06,1943,IDMA,1986.74141412,43.7414141157,43.7414141157,1913.31130884,2023-05-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2023-05,2023-06,1943,MOMENTUM,2040.30278138,97.3027813837,97.3027813837,9467.83126501,2023-05-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2023-05,2023-06,1943,PATCH,1965.09330328,22.0933032776,22.0933032776,488.114049716,2023-05-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2023-05,2023-06,1943,RW,1992,49,49,2401,2023-05-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2023-05,2023-06,1943,VW,1971.08036702,28.0803670206,28.0803670206,788.507012013,2023-05-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2023-06,2023-07,1951,DMA,1932.49046064,-18.5095393591,18.5095393591,342.603047287,2023-06-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2023-06,2023-07,1951,DMS,1952.6003911,1.60039109679,1.60039109679,2.56125166269,2023-06-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2023-06,2023-07,1951,IDMA,1926.39223271,-24.6077672922,24.6077672922,605.542211108,2023-06-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2023-06,2023-07,1951,MOMENTUM,1953.93255682,2.93255682497,2.93255682497,8.59988953165,2023-06-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2023-06,2023-07,1951,PATCH,1952.64931407,1.64931407224,1.64931407224,2.72023690889,2023-06-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2023-06,2023-07,1951,RW,1943,-8,8,64,2023-06-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2023-06,2023-07,1951,VW,1931.62422671,-19.3757732923,19.3757732923,375.420590674,2023-06-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2023-07,2023-08,1919,DMA,1956.55408869,37.554088691,37.554088691,1410.30957741,2023-07-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2023-07,2023-08,1919,DMS,1959.67414545,40.6741454495,40.6741454495,1654.38610805,2023-07-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2023-07,2023-08,1919,IDMA,1955.55692019,36.5569201851,36.5569201851,1336.40841342,2023-07-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2023-07,2023-08,1919,MOMENTUM,1935.07915763,16.0791576303,16.0791576303,258.539310102,2023-07-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2023-07,2023-08,1919,PATCH,1930.98722614,11.9872261401,11.9872261401,143.693590534,2023-07-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2023-07,2023-08,1919,RW,1951,32,32,1024,2023-07-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2023-07,2023-08,1919,VW,1967.58587364,48.5858736352,48.5858736352,2360.5871169,2023-07-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2023-08,2023-09,1916,DMA,1920.53806489,4.53806489422,4.53806489422,20.5940329842,2023-08-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2023-08,2023-09,1916,DMS,1926.58482653,10.5848265274,10.5848265274,112.038552615,2023-08-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2023-08,2023-09,1916,IDMA,1918.47471065,2.47471064561,2.47471064561,6.1241927795,2023-08-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2023-08,2023-09,1916,MOMENTUM,1895.40724184,-20.592758162,20.592758162,424.061688718,2023-08-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2023-08,2023-09,1916,PATCH,1899.52392304,-16.4760769592,16.4760769592,271.461111964,2023-08-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2023-08,2023-09,1916,RW,1919,3,3,9,2023-08-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2023-08,2023-09,1916,VW,1903.96681124,-12.0331887643,12.0331887643,144.797631836,2023-08-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2023-09,2023-10,1916,DMA,1919.16426874,3.16426874384,3.16426874384,10.0125966832,2023-09-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2023-09,2023-10,1916,DMS,1924.19654514,8.19654514131,8.19654514131,67.1833522536,2023-09-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2023-09,2023-10,1916,IDMA,1917.4917489,1.49174889703,1.49174889703,2.2253147718,2023-09-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2023-09,2023-10,1916,MOMENTUM,1907.15586208,-8.84413792383,8.84413792383,78.2187756158,2023-09-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2023-09,2023-10,1916,PATCH,1934.5731044,18.5731043964,18.5731043964,344.960206921,2023-09-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2023-09,2023-10,1916,RW,1916,0,0,0,2023-09-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2023-09,2023-10,1916,VW,1892.5110054,-23.4889945978,23.4889945978,551.732867214,2023-09-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2023-10,2023-11,1984,DMA,1929.58511471,-54.414885293,54.414885293,2960.97974146,2023-10-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2023-10,2023-11,1984,DMS,1936.01387444,-47.9861255632,47.9861255632,2302.66824656,2023-10-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2023-10,2023-11,1984,IDMA,1929.01409867,-54.9859013324,54.9859013324,3023.44934534,2023-10-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2023-10,2023-11,1984,MOMENTUM,1904.52625151,-79.4737484917,79.4737484917,6316.07669932,2023-10-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2023-10,2023-11,1984,PATCH,1924.88181909,-59.1181809069,59.1181809069,3494.95931374,2023-10-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2023-10,2023-11,1984,RW,1916,-68,68,4624,2023-10-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2023-10,2023-11,1984,VW,1950.77682707,-33.2231729347,33.2231729347,1103.77921985,2023-10-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2023-11,2023-12,2026,DMA,1999.71183352,-26.2881664799,26.2881664799,691.067696876,2023-11-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2023-11,2023-12,2026,DMS,1989.69723681,-36.3027631881,36.3027631881,1317.89061509,2023-11-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2023-11,2023-12,2026,IDMA,2002.45807749,-23.541922511,23.541922511,554.222115514,2023-11-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2023-11,2023-12,2026,MOMENTUM,2006.43724858,-19.5627514185,19.5627514185,382.701243063,2023-11-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2023-11,2023-12,2026,PATCH,2000.81545126,-25.1845487365,25.1845487365,634.26149506,2023-11-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2023-11,2023-12,2026,RW,1984,-42,42,1764,2023-11-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2023-11,2023-12,2026,VW,2000.49649712,-25.5035028835,25.5035028835,650.428659331,2023-11-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
