date,open,high,low,close,month,ret,ret5,sma20,sma50,fast,slow,prior,mom1,gate_pick,gate_forecast,GVZ,gvz_q90_252,gvz_stress,mtd_peak,mtd_trough,mtd_dd,mtd_up,price_emg_down,price_emg_up,macro_score,macro_series,event_down,bocpd_alarm_month,pos,action,reason,evidence,turn,strat_ret,equity,bh_ret,bh_equity
2026-02-05,4981.26,5023.71,4759.22,4776.52,2026-02,-0.038004358316449216,-0.11157817205161058,4846.486,4529.4864,0,1,1,1,patch,4918.79269951,35.53,25.773000000000003,True,4965.22,4658.11,-0.038004358316449216,0.025420181146430743,False,False,0,,False,False,1,TUT,HOLD,MIXED_NEUTRAL,0.0,-0.038004358316449216,1.1013630400361902,-0.038004358316449216,1.106098394062546
2026-02-06,4775.93,4971.4,4654.56,4966.27,2026-02,0.039725574267458263,0.016372406764259884,4869.3445,4545.5328,0,1,1,1,patch,4918.79269951,33.96,25.816,True,4966.27,4658.11,0.0,0.066155586707914,False,False,0,,False,False,1,TUT,HOLD,MIXED_NEUTRAL,0.0,0.039725574267458263,1.1451153192785815,0.039725574267458263,1.1500387879629939
2026-02-09,4988.89,5087.09,4965.22,5060.25,2026-02,0.01892365900363835,0.08633115147559844,4892.521500000001,4563.6089999999995,1,1,1,1,patch,4918.79269951,32.84,26.081,True,5060.25,4658.11,0.0,0.08633115147559844,False,True,0,,False,False,1,TUT,HOLD,PRICE_SHOCK_UP,0.0,0.01892365900363835,1.1667850911004518,0.01892365900363835,1.171801729827363
2026-02-10,5066.3,5078.94,4987.89,5022.86,2026-02,-0.007388962995899528,0.015439230646377533,4914.344,4579.6836,1,1,1,1,patch,4918.79269951,28.86,26.254,True,5060.25,4658.11,-0.007388962995899528,0.0783042907960525,False,False,1,RSAFS,False,False,1,TUT,HOLD,ANCHOR_CONFIRMED,0.0,-0.007388962995899528,1.1581637592381433,-0.007388962995899528,1.1631433302071377
2026-02-11,5027.21,5119.62,5019.8,5082.85,2026-02,0.011943394798979101,0.023690793157201462,4937.189,4596.7047999999995,1,1,1,1,patch,4918.79269951,29.38,26.558000000000003,True,5082.85,4658.11,0.0,0.09118290465446299,False,True,-3,UNRATE;PAYEMS;CES0500000003,False,False,1,TUT,HOLD,PRICE_SHOCK_UP,0.0,0.011943394798979101,1.1719961662565943,0.011943394798979101,1.177035210207601
2026-02-12,5091.87,5100.1,4877.82,4922.2,2026-02,-0.031606283876171926,0.03049919188028083,4952.516,4611.0398,0,1,1,1,patch,4918.79269951,30.23,26.671,True,5082.85,4658.11,-0.031606283876171926,0.05669466800912826,False,True,0,,False,False,1,TUT,HOLD,PRICE_SHOCK_UP,0.0,-0.031606283876171926,1.134953722724103,-0.031606283876171926,1.1398335012215297
2026-02-13,4893.59,5046.16,4887.84,5043.06,2026-02,0.02455406119214998,0.01546230873472454,4974.904,4627.8494,0,1,1,1,patch,4918.79269951,30.84,26.725,True,5082.85,4658.11,-0.007828285312374006,0.082640813548843,False,False,1,CPIAUCNS;CPILFENS,False,False,1,TUT,HOLD,MIXED_NEUTRAL,0.0,0.02455406119214998,1.162821445882129,0.02455406119214998,1.1678210427593858
2026-02-16,5033.73,5036.3,4966.29,4992.99,2026-02,-0.009928495794220282,-0.013291833407440334,4991.022,4643.5406,1,1,1,1,patch,4918.79269951,30.84,27.081000000000003,True,5082.85,4658.11,-0.017679058008794435,0.07189181878487205,False,False,0,,False,False,1,TUT,HOLD,ANCHOR_CONFIRMED,0.0,-0.009928495794220282,1.1512763780472592,-0.009928495794220282,1.1562263364479473
2026-02-17,4992.63,5001.04,4842.37,4878.07,2026-02,-0.02301626880887009,-0.028826206583500213,4996.7645,4657.1320000000005,0,1,1,1,patch,4918.79269951,33.24,27.183000000000003,True,5082.85,4658.11,-0.0402884208662464,0.047220868549690875,False,False,0,,False,False,1,TUT,HOLD,MIXED_NEUTRAL,0.0,-0.02301626880887009,1.1247782914568212,-0.02301626880887009,1.1296143202843663
2026-02-18,4864.31,5010.95,4853.95,4976.31,2026-02,0.020139112394861325,-0.02096068150742203,5004.1410000000005,4672.848,-1,1,1,1,patch,4918.79269951,33.75,28.018000000000004,True,5082.85,4658.11,-0.02096068150742203,0.06831096732365727,False,False,0,,False,False,1,TUT,HOLD,TACTICAL_EARLY_REVERSAL,0.0,0.020139112394861325,1.1474303278877702,0.020139112394861325,1.152363750043418
2026-02-19,4979.45,5022.23,4960.52,4996.21,2026-02,0.003998947010937837,0.015035959530291354,5007.139,4688.603,-1,1,1,1,patch,4918.79269951,33.56,28.137,True,5082.85,4658.11,-0.017045555151145586,0.07258308627318821,False,False,0,,False,False,1,TUT,HOLD,TACTICAL_EARLY_REVERSAL,0.0,0.003998947010937837,1.1520188409677365,0.003998947010937837,1.1569719916171672
2026-02-20,5002.6,5108.08,4980.84,5107.91,2026-02,0.022356946565496694,0.012859256086582338,5013.1795,4706.1918000000005,0,1,1,1,patch,4918.79269951,36.44,28.410000000000004,True,5107.91,4658.11,0.0,0.09656276902005323,False,False,-1,PCEPILFE,False,False,1,TUT,HOLD,MIXED_NEUTRAL,0.0,0.022356946565496694,1.1777744646376977,0.022356946565496694,1.1828383526115285
2026-02-23,5103.02,5238.02,5102.76,5227.78,2026-02,0.023467523899207254,0.04702392754642015,5024.1585,4725.1494,1,1,1,1,patch,4918.79269951,38.46,28.44,True,5227.78,4658.11,0.0,0.12229638200901216,False,True,0,,False,False,1,TUT,HOLD,PRICE_SHOCK_UP,0.0,0.023467523899207254,1.205413915034459,0.023467523899207254,1.2105966399203385
2026-02-24,5226.58,5249.67,5091.4,5145.0,2026-02,-0.015834637264766305,0.054720411966207916,5022.3985,4742.0588,1,1,1,1,patch,4918.79269951,37.55,28.818,True,5227.78,4658.11,-0.015834637264766305,0.10452522589634006,False,True,0,,False,False,1,TUT,HOLD,PRICE_SHOCK_UP,0.0,-0.015834637264766305,1.1863266229359863,-0.015834637264766305,1.1914272812532551
2026-02-25,5141.09,5217.62,5121.21,5168.95,2026-02,0.004655004859086542,0.03871141468276673,5009.986500000001,4759.3261999999995,1,1,1,1,patch,4918.79269951,34.96,29.328000000000003,True,5227.78,4658.11,-0.011253342719089177,0.10966679618987096,False,True,0,,False,False,1,TUT,HOLD,PRICE_SHOCK_UP,0.0,0.004655004859086542,1.1918489791302171,0.004655004859086542,1.1969733810367373
2026-02-26,5165.02,5206.03,5130.13,5184.62,2026-02,0.003031563470337284,0.03771058462314425,5000.397,4776.976,1,1,1,1,patch,4918.79269951,33.07,29.776000000000003,True,5227.78,4658.11,-0.008255894471458247,0.11303082151344657,False,True,0,,False,False,1,TUT,HOLD,PRICE_SHOCK_UP,0.0,0.003031563470337284,1.1954621449575071,0.003031563470337284,1.2006020818136545
2026-02-27,5189.16,5281.55,5166.51,5280.23,2026-02,0.018441081506455514,0.03373591155678146,5020.094999999999,4795.8138,1,1,1,1,patch,4918.79269951,33.23,29.991000000000003,True,5280.23,4658.11,0.0,0.13355631361217313,False,True,-1,PPIACO,False,False,1,TUT,HOLD,PRICE_SHOCK_UP,0.0,0.018441081506455514,1.2175077598105506,0.018441081506455514,1.2227424826612003
2026-03-02,5341.06,5419.38,5259.56,5322.15,2026-03,0.007939048109646851,0.018051639510461293,5053.297,4815.6136,1,1,1,1,patch,5092.11234674,34.83,30.208000000000002,True,5322.15,5322.15,0.0,0.0,False,False,0,,False,True,1,TUT,HOLD,ANCHOR_CONFIRMED,0.0,0.007939048109646851,1.227173612489555,0.007939048109646851,1.2324498940567565
2026-03-03,5332.94,5379.88,4996.03,5090.29,2026-03,-0.0435651005702582,-0.010633624878522818,5060.487,4830.6542,1,1,1,1,patch,5092.11234674,38.77,30.779000000000003,True,5322.15,5090.29,-0.0435651005702582,0.0,False,False,0,,False,True,1,TUT,HOLD,ANCHOR_CONFIRMED,0.0,-0.0435651005702582,1.1737116706442805,-0.0435651005702582,1.17875809047437
2026-03-04,5104.82,5206.33,5084.71,5139.17,2026-03,0.00960259631573046,-0.005761324833863712,5069.1845,4844.5646,1,1,1,1,patch,5092.11234674,36.48,30.84,True,5322.15,5090.29,-0.03438084232875804,0.00960259631573046,False,False,0,,False,True,1,TUT,HOLD,ANCHOR_CONFIRMED,0.0,0.00960259631573046,1.184982350008539,0.00960259631573046,1.1900772285710965
2026-03-05,5149.71,5195.02,5050.68,5082.92,2026-03,-0.010945347205871814,-0.019615709540911408,5084.5045,4856.522,0,1,1,1,patch,5092.11234674,35.31,31.164,True,5322.15,5082.92,-0.04494987927811123,0.0,False,False,0,,False,True,1,TUT,HOLD,MIXED_NEUTRAL,0.0,-0.010945347205871814,1.1720123067548656,-0.010945347205871814,1.1770514201025841
2026-03-06,5083.31,5174.87,5062.87,5174.21,2026-03,0.017960148890795002,-0.020078670815475763,5094.9015,4870.4194,0,1,1,1,patch,5092.11234674,34.26,31.407,True,5322.15,5082.92,-0.027797036911774264,0.017960148890795002,False,False,0,UNRATE;PAYEMS;CES0500000003;RSAFS,False,True,1,TUT,HOLD,MIXED_NEUTRAL,0.0,0.017960148890795002,1.193061822286027,0.017960148890795002,1.1981914388597483
2026-03-09,5196.29,5197.17,5014.93,5137.19,2026-03,-0.0071547154058301254,-0.0347528724293753,5098.7485,4882.5668,1,1,1,1,patch,5092.11234674,33.52,32.57300000000001,True,5322.15,5082.92,-0.0347528724293753,0.010676933731004867,False,False,0,,False,True,1,TUT,HOLD,ANCHOR_CONFIRMED,0.0,-0.0071547154058301254,1.1845258044860094,-0.0071547154058301254,1.1896187201130046
2026-03-10,5148.67,5238.79,5117.04,5192.63,2026-03,0.010791892065506792,0.020104944904907107,5107.236999999999,4899.7912,1,1,1,1,patch,5092.11234674,32.11,32.772,False,5322.15,5082.92,-0.024336029612092802,0.02158405011292719,False,False,0,,False,True,1,TUT,HOLD,ANCHOR_CONFIRMED,0.0,0.010791892065506792,1.19730907911683,0.010791892065506792,1.2024569569395704
2026-03-11,5189.85,5223.39,5149.0,5177.12,2026-03,-0.0029869257004639937,0.007384460914894753,5111.950500000001,4916.5624,1,1,1,1,patch,5092.11234674,30.68,32.772,False,5322.15,5082.92,-0.027250265400261098,0.01853265445846075,False,False,0,CPIAUCNS;CPILFENS,False,True,1,TUT,HOLD,ANCHOR_CONFIRMED,0.0,-0.0029869257004639937,1.193732805857017,-0.0029869257004639937,1.198865307351186
2026-03-12,5181.84,5191.68,5054.66,5079.72,2026-03,-0.018813548845690198,-0.0006295593871239458,5119.8265,4931.7898,0,1,1,1,patch,5092.11234674,31.09,32.772,False,5322.15,5079.72,-0.04555114004678551,0.0,False,False,0,,False,True,1,TUT,HOLD,MIXED_NEUTRAL,0.0,-0.018813548845690198,1.1712744554053232,-0.018813548845690198,1.176310396331931
2026-03-13,5074.94,5128.77,5009.61,5018.81,2026-03,-0.011990818391564906,-0.03003357034213916,5118.614,4945.5144,-1,1,1,1,patch,5092.11234674,32.31,32.772,False,5322.15,5018.81,-0.05699576299052056,0.0,False,False,0,PCEPILFE,False,True,1,TUT,HOLD,TACTICAL_EARLY_REVERSAL,0.0,-0.011990818391564906,1.1572299161238788,-0.011990818391564906,1.162205471997405
2026-03-16,5011.7,5038.64,4967.19,5006.37,2026-03,-0.00247867522380818,-0.025465283549956252,5119.283,4956.6626,-1,0,1,1,patch,5092.11234674,30.56,32.772,False,5322.15,5006.37,-0.05933316422874213,0.0,False,False,0,,False,True,1,TUT,HOLD,TACTICAL_EARLY_REVERSAL,0.0,-0.00247867522380818,1.154361519002533,-0.00247867522380818,1.1593247420889907
2026-03-17,5008.68,5044.79,4973.58,5003.51,2026-03,-0.0005712721992181535,-0.036420850320550424,5125.554999999999,4966.8396,-1,0,1,1,patch,5092.11234674,27.98,32.772,False,5322.15,5003.51,-0.05987054104074474,0.0,False,False,0,,False,True,1,TUT,HOLD,TACTICAL_EARLY_REVERSAL,0.0,-0.0005712721992181535,1.1537020643588796,-0.0005712721992181535,1.1586624520939695
2026-03-18,5005.47,5016.25,4806.83,4818.56,2026-03,-0.0369640512360323,-0.06925858392310769,5117.6675000000005,4974.1034,-1,0,1,1,patch,5092.11234674,29.42,32.772,False,5322.15,4818.56,-0.09462153453021793,0.0,True,False,-1,PPIACO,True,True,0,SAT,MACRO_EVENT_DOWN,MACRO_EVENT_REVERSAL_DOWN,1.0,-0.037964051236032303,1.109902860076443,-0.0369640512360323,1.1158335938495012
2026-03-19,4828.64,4867.17,4503.2,4657.63,2026-03,-0.03339794461415868,-0.08309316261526223,5100.7385,4977.7112,-1,0,1,1,patch,5092.11234674,31.05,32.772,False,5322.15,4657.63,-0.12485931437482967,0.0,True,False,0,,False,True,0,TUT,PRICE_EMERGENCY_DOWN,PRICE_SHOCK_DOWN,0.0,-0.0,1.109902860076443,-0.03339794461415868,1.078567045283498
2026-03-20,4656.12,4735.8,4476.95,4498.07,2026-03,-0.03425776628886379,-0.1037576636692763,5070.2465,4977.4906,-1,0,1,1,patch,5092.11234674,35.25,32.772,True,5322.15,4498.07,-0.1548396794528527,0.0,True,False,0,,False,True,0,TUT,PRICE_EMERGENCY_DOWN,PRICE_SHOCK_DOWN,0.0,-0.0,1.109902860076443,-0.03425776628886379,1.0416177475193054
2026-03-23,4484.73,4536.64,4098.86,4406.84,2026-03,-0.020282032071532785,-0.11975343412492478,5029.199500000001,4973.6932,-1,-1,1,1,patch,5092.11234674,43.36,32.834,True,5322.15,4406.84,-0.1719812481797769,0.0,True,False,0,,False,True,0,TUT,PRICE_EMERGENCY_DOWN,PRICE_SHOCK_DOWN,0.0,-0.0,1.109902860076443,-0.020282032071532785,1.0204916229578411
2026-03-24,4418.11,4484.12,4305.72,4476.79,2026-03,0.015873051892058676,-0.10527010038952656,4995.789,4971.5008,-1,-1,1,1,patch,5092.11234674,41.9,33.047000000000004,True,5322.15,4406.84,-0.1588380635645369,0.015873051892058676,True,False,0,,False,True,0,TUT,PRICE_EMERGENCY_DOWN,PRICE_SHOCK_DOWN,0.0,0.0,1.109902860076443,0.015873051892058676,1.0366899394444622
2026-03-25,4479.14,4602.62,4456.06,4505.75,2026-03,0.006468920811563583,-0.06491773475893226,4962.628999999999,4969.0968,-1,-1,1,1,patch,5092.11234674,38.65,33.124,True,5322.15,4406.84,-0.15339665360803434,0.022444654219349935,True,False,0,,False,True,0,TUT,PRICE_EMERGENCY_DOWN,PRICE_SHOCK_DOWN,0.0,0.0,1.109902860076443,0.006468920811563583,1.0433962045688732
2026-03-26,4517.61,4543.96,4351.04,4380.88,2026-03,-0.027713477223547667,-0.059418631364019925,4922.442,4964.4012,-1,-1,1,1,patch,5092.11234674,45.07,33.22,True,5322.15,4380.88,-0.17685897616564727,0.0,True,False,0,,False,True,0,TUT,PRICE_EMERGENCY_DOWN,PRICE_SHOCK_DOWN,0.0,-0.0,1.109902860076443,-0.027713477223547667,1.0144800676184176
2026-03-27,4381.7,4555.77,4374.93,4495.1,2026-03,0.026072387282920495,-0.0006602831881227234,4883.1855000000005,4962.397199999999,-1,-1,1,1,patch,5092.11234674,45.51,33.239000000000004,True,5322.15,4380.88,-0.15539772460377843,0.026072387282920495,False,False,0,,False,True,0,TUT,HOLD,TACTICAL_REVERSAL_CONFIRMED,0.0,0.0,1.109902860076443,0.026072387282920495,1.0409299848321683
