dd,r5,sma,stress,stress_thr,period,n,needs,triggers,corrected,damaged,precision,recall,false_rate,utility
-0.03,-0.02,20,NONE,0.1,DEV,77,36,42,22,20,0.5238095238095238,0.6111111111111112,0.4878048780487805,2
-0.03,-0.02,20,NONE,0.1,VAL,9,6,6,4,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,2
-0.03,-0.02,20,NONE,0.1,TEST2023,8,3,4,3,1,0.75,1.0,0.2,2
-0.03,-0.02,20,NONE,0.1,LOCK,27,7,15,7,8,0.4666666666666667,1.0,0.4,-1
-0.03,-0.02,20,NONE,0.2,DEV,77,36,42,22,20,0.5238095238095238,0.6111111111111112,0.4878048780487805,2
-0.03,-0.02,20,NONE,0.2,VAL,9,6,6,4,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,2
-0.03,-0.02,20,NONE,0.2,TEST2023,8,3,4,3,1,0.75,1.0,0.2,2
-0.03,-0.02,20,NONE,0.2,LOCK,27,7,15,7,8,0.4666666666666667,1.0,0.4,-1
-0.03,-0.02,20,VIX,0.1,DEV,77,36,20,11,9,0.55,0.3055555555555556,0.21951219512195122,2
-0.03,-0.02,20,VIX,0.1,VAL,9,6,5,3,2,0.6,0.5,0.6666666666666666,1
-0.03,-0.02,20,VIX,0.1,TEST2023,8,3,1,1,0,1.0,0.3333333333333333,0.0,1
-0.03,-0.02,20,VIX,0.1,LOCK,27,7,7,3,4,0.42857142857142855,0.42857142857142855,0.2,-1
-0.03,-0.02,20,VIX,0.2,DEV,77,36,14,7,7,0.5,0.19444444444444445,0.17073170731707318,0
-0.03,-0.02,20,VIX,0.2,VAL,9,6,5,3,2,0.6,0.5,0.6666666666666666,1
-0.03,-0.02,20,VIX,0.2,TEST2023,8,3,0,0,0,,0.0,0.0,0
-0.03,-0.02,20,VIX,0.2,LOCK,27,7,7,3,4,0.42857142857142855,0.42857142857142855,0.2,-1
-0.03,-0.02,20,USD_OR_RY,0.1,DEV,77,36,41,21,20,0.5121951219512195,0.5833333333333334,0.4878048780487805,1
-0.03,-0.02,20,USD_OR_RY,0.1,VAL,9,6,6,4,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,2
-0.03,-0.02,20,USD_OR_RY,0.1,TEST2023,8,3,4,3,1,0.75,1.0,0.2,2
-0.03,-0.02,20,USD_OR_RY,0.1,LOCK,27,7,14,7,7,0.5,1.0,0.35,0
-0.03,-0.02,20,USD_OR_RY,0.2,DEV,77,36,41,21,20,0.5121951219512195,0.5833333333333334,0.4878048780487805,1
-0.03,-0.02,20,USD_OR_RY,0.2,VAL,9,6,6,4,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,2
-0.03,-0.02,20,USD_OR_RY,0.2,TEST2023,8,3,4,3,1,0.75,1.0,0.2,2
-0.03,-0.02,20,USD_OR_RY,0.2,LOCK,27,7,14,7,7,0.5,1.0,0.35,0
-0.03,-0.02,20,VIX_OR_MACRO,0.1,DEV,77,36,41,21,20,0.5121951219512195,0.5833333333333334,0.4878048780487805,1
-0.03,-0.02,20,VIX_OR_MACRO,0.1,VAL,9,6,6,4,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,2
-0.03,-0.02,20,VIX_OR_MACRO,0.1,TEST2023,8,3,4,3,1,0.75,1.0,0.2,2
-0.03,-0.02,20,VIX_OR_MACRO,0.1,LOCK,27,7,14,7,7,0.5,1.0,0.35,0
-0.03,-0.02,20,VIX_OR_MACRO,0.2,DEV,77,36,41,21,20,0.5121951219512195,0.5833333333333334,0.4878048780487805,1
-0.03,-0.02,20,VIX_OR_MACRO,0.2,VAL,9,6,6,4,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,2
-0.03,-0.02,20,VIX_OR_MACRO,0.2,TEST2023,8,3,4,3,1,0.75,1.0,0.2,2
-0.03,-0.02,20,VIX_OR_MACRO,0.2,LOCK,27,7,14,7,7,0.5,1.0,0.35,0
-0.03,-0.02,50,NONE,0.1,DEV,77,36,32,22,10,0.6875,0.6111111111111112,0.24390243902439024,12
-0.03,-0.02,50,NONE,0.1,VAL,9,6,5,4,1,0.8,0.6666666666666666,0.3333333333333333,3
-0.03,-0.02,50,NONE,0.1,TEST2023,8,3,3,3,0,1.0,1.0,0.0,3
-0.03,-0.02,50,NONE,0.1,LOCK,27,7,8,7,1,0.875,1.0,0.05,6
-0.03,-0.02,50,NONE,0.2,DEV,77,36,32,22,10,0.6875,0.6111111111111112,0.24390243902439024,12
-0.03,-0.02,50,NONE,0.2,VAL,9,6,5,4,1,0.8,0.6666666666666666,0.3333333333333333,3
-0.03,-0.02,50,NONE,0.2,TEST2023,8,3,3,3,0,1.0,1.0,0.0,3
-0.03,-0.02,50,NONE,0.2,LOCK,27,7,8,7,1,0.875,1.0,0.05,6
-0.03,-0.02,50,VIX,0.1,DEV,77,36,14,10,4,0.7142857142857143,0.2777777777777778,0.0975609756097561,6
-0.03,-0.02,50,VIX,0.1,VAL,9,6,4,3,1,0.75,0.5,0.3333333333333333,2
-0.03,-0.02,50,VIX,0.1,TEST2023,8,3,0,0,0,,0.0,0.0,0
-0.03,-0.02,50,VIX,0.1,LOCK,27,7,3,3,0,1.0,0.42857142857142855,0.0,3
-0.03,-0.02,50,VIX,0.2,DEV,77,36,9,6,3,0.6666666666666666,0.16666666666666666,0.07317073170731707,3
-0.03,-0.02,50,VIX,0.2,VAL,9,6,4,3,1,0.75,0.5,0.3333333333333333,2
-0.03,-0.02,50,VIX,0.2,TEST2023,8,3,0,0,0,,0.0,0.0,0
-0.03,-0.02,50,VIX,0.2,LOCK,27,7,3,3,0,1.0,0.42857142857142855,0.0,3
-0.03,-0.02,50,USD_OR_RY,0.1,DEV,77,36,30,21,9,0.7,0.5833333333333334,0.21951219512195122,12
-0.03,-0.02,50,USD_OR_RY,0.1,VAL,9,6,5,4,1,0.8,0.6666666666666666,0.3333333333333333,3
-0.03,-0.02,50,USD_OR_RY,0.1,TEST2023,8,3,3,3,0,1.0,1.0,0.0,3
-0.03,-0.02,50,USD_OR_RY,0.1,LOCK,27,7,7,7,0,1.0,1.0,0.0,7
-0.03,-0.02,50,USD_OR_RY,0.2,DEV,77,36,30,21,9,0.7,0.5833333333333334,0.21951219512195122,12
-0.03,-0.02,50,USD_OR_RY,0.2,VAL,9,6,5,4,1,0.8,0.6666666666666666,0.3333333333333333,3
-0.03,-0.02,50,USD_OR_RY,0.2,TEST2023,8,3,3,3,0,1.0,1.0,0.0,3
-0.03,-0.02,50,USD_OR_RY,0.2,LOCK,27,7,7,7,0,1.0,1.0,0.0,7
-0.03,-0.02,50,VIX_OR_MACRO,0.1,DEV,77,36,30,21,9,0.7,0.5833333333333334,0.21951219512195122,12
-0.03,-0.02,50,VIX_OR_MACRO,0.1,VAL,9,6,5,4,1,0.8,0.6666666666666666,0.3333333333333333,3
-0.03,-0.02,50,VIX_OR_MACRO,0.1,TEST2023,8,3,3,3,0,1.0,1.0,0.0,3
-0.03,-0.02,50,VIX_OR_MACRO,0.1,LOCK,27,7,7,7,0,1.0,1.0,0.0,7
-0.03,-0.02,50,VIX_OR_MACRO,0.2,DEV,77,36,30,21,9,0.7,0.5833333333333334,0.21951219512195122,12
-0.03,-0.02,50,VIX_OR_MACRO,0.2,VAL,9,6,5,4,1,0.8,0.6666666666666666,0.3333333333333333,3
-0.03,-0.02,50,VIX_OR_MACRO,0.2,TEST2023,8,3,3,3,0,1.0,1.0,0.0,3
-0.03,-0.02,50,VIX_OR_MACRO,0.2,LOCK,27,7,7,7,0,1.0,1.0,0.0,7
-0.03,-0.04,20,NONE,0.1,DEV,77,36,17,8,9,0.47058823529411764,0.2222222222222222,0.21951219512195122,-1
-0.03,-0.04,20,NONE,0.1,VAL,9,6,4,3,1,0.75,0.5,0.3333333333333333,2
-0.03,-0.04,20,NONE,0.1,TEST2023,8,3,0,0,0,,0.0,0.0,0
-0.03,-0.04,20,NONE,0.1,LOCK,27,7,7,3,4,0.42857142857142855,0.42857142857142855,0.2,-1
-0.03,-0.04,20,NONE,0.2,DEV,77,36,17,8,9,0.47058823529411764,0.2222222222222222,0.21951219512195122,-1
-0.03,-0.04,20,NONE,0.2,VAL,9,6,4,3,1,0.75,0.5,0.3333333333333333,2
-0.03,-0.04,20,NONE,0.2,TEST2023,8,3,0,0,0,,0.0,0.0,0
-0.03,-0.04,20,NONE,0.2,LOCK,27,7,7,3,4,0.42857142857142855,0.42857142857142855,0.2,-1
-0.03,-0.04,20,VIX,0.1,DEV,77,36,6,2,4,0.3333333333333333,0.05555555555555555,0.0975609756097561,-2
-0.03,-0.04,20,VIX,0.1,VAL,9,6,3,2,1,0.6666666666666666,0.3333333333333333,0.3333333333333333,1
