date,open,high,low,close,month,ret,sma20,fast_raw,fast,slow,prior,pos,turn,strat_ret,equity
2023-02-02,1950.32,1959.72,1911.27,1912.63,2023-02,-0.019239545675973635,1913.8055,-1.0,0,1,1,1,0.0,-0.019239545675973635,1.0488727783231242
2023-02-03,1911.74,1918.57,1861.4,1864.97,2023-02,-0.02491856762677569,1913.7620000000002,-1.0,-1,1,1,1,0.0,-0.02491856762677569,1.0227363710645954
2023-02-06,1861.68,1881.24,1859.94,1867.25,2023-02,0.0012225397727576581,1913.5430000000001,-1.0,-1,0,1,1,0.0,0.0012225397727576581,1.0239867069552677
2023-02-07,1867.04,1884.34,1864.9,1873.25,2023-02,0.003213281563797077,1913.3705000000002,-1.0,-1,0,1,1,0.0,0.003213281563797077,1.0272770645623004
2023-02-08,1872.89,1886.28,1869.03,1875.26,2023-02,0.0010730014680369049,1913.3695000000002,-1.0,-1,0,1,1,0.0,0.0010730014680369049,1.0283793343606564
2023-02-09,1875.1,1890.22,1858.92,1861.55,2023-02,-0.007310986209912218,1911.6084999999998,-1.0,-1,0,1,1,0.0,-0.007310986209912218,1.020860867228587
2023-02-10,1861.75,1872.13,1852.69,1865.37,2023-02,0.0020520533963632737,1908.8655000000003,-1.0,-1,0,1,1,0.0,0.0020520533963632737,1.0229557282383979
2023-02-13,1864.7,1866.48,1850.44,1853.47,2023-02,-0.0063794314264730145,1905.7685000000001,-1.0,-1,-1,1,1,0.0,-0.0063794314264730145,1.0164298523177833
2023-02-14,1853.24,1870.53,1843.29,1854.18,2023-02,0.00038306527756049036,1903.0520000000001,-1.0,-1,-1,1,1,0.0,0.00038306527756049036,1.0168192113012822
2023-02-15,1853.85,1860.04,1830.42,1835.76,2023-02,-0.00993431058473293,1899.6324999999997,-1.0,-1,-1,1,1,0.0,-0.00993431058473293,1.006717813447692
2023-02-16,1835.56,1845.27,1827.62,1836.13,2023-02,0.00020155140105471148,1894.8350000000003,-1.0,-1,-1,1,1,0.0,0.00020155140105471148,1.006920718833459
2023-02-17,1836.37,1843.56,1818.88,1842.44,2023-02,0.0034365758415797476,1890.667,-1.0,-1,-1,1,1,0.0,0.0034365758415797476,1.0103810782501883
2023-02-20,1840.59,1847.43,1837.2,1841.13,2023-02,-0.0007110136558042823,1886.1830000000002,-1.0,-1,-1,1,1,0.0,-0.0007110136558042823,1.009662683505986
2023-02-21,1841.22,1843.8,1830.21,1834.8,2023-02,-0.00343810594580507,1881.0614999999998,-1.0,-1,-1,1,1,0.0,-0.00343810594580507,1.0061913562305667
2023-02-22,1834.16,1846.02,1823.53,1825.06,2023-02,-0.005308480488336653,1875.0265000000004,-1.0,-1,-1,1,1,0.0,-0.005308480488336653,1.0008500090484838
2023-02-23,1825.14,1833.72,1817.37,1822.05,2023-02,-0.0016492608462187475,1869.6755,-1.0,-1,-1,1,1,0.0,-0.0016492608462187475,0.9991993463156225
2023-02-24,1821.43,1827.77,1808.91,1810.83,2023-02,-0.006157899069729189,1863.8805,-1.0,-1,-1,1,1,0.0,-0.006157899069729189,0.9930463775904714
2023-02-27,1810.17,1820.11,1806.66,1817.09,2023-02,0.0034569782917226455,1858.5809999999997,-1.0,-1,-1,1,1,0.0,0.0034569782917226455,0.9964793173604755
2023-02-28,1816.51,1831.11,1804.6,1826.65,2023-02,0.005261159326175546,1853.5009999999997,-1.0,-1,-1,1,1,0.0,0.005261159326175546,1.0017219538143476
2023-03-01,1826.63,1844.52,1822.99,1836.24,2023-03,0.00525004790189687,1847.8055,-1.0,-1,-1,1,1,0.0,0.00525004790189687,1.0069810420562546
2023-03-02,1836.5,1838.98,1829.94,1835.59,2023-03,-0.00035398422864119095,1843.9535,-1.0,-1,-1,1,1,0.0,-0.00035398422864119095,1.006624586648826
2023-03-03,1835.59,1856.52,1835.48,1856.26,2023-03,0.011260684575531643,1843.518,1.0,0,-1,1,1,0.0,0.011260684575531643,1.0179598686050533
2023-03-06,1855.08,1858.22,1845.08,1846.57,2023-03,-0.005220173898053071,1842.484,1.0,1,0,1,1,0.0,-0.005220173898053071,1.0126459410696957
2023-03-07,1846.53,1851.59,1812.69,1813.18,2023-03,-0.018082173976616045,1839.4805000000001,-1.0,0,0,1,1,0.0,-0.018082173976616045,0.9943351009865594
2023-03-08,1813.24,1824.2,1809.35,1813.63,2023-03,0.00024818275074722784,1836.399,-1.0,-1,0,1,1,0.0,0.00024818275074722784,0.9945818778070867
2023-03-09,1813.36,1835.57,1811.89,1830.74,2023-03,0.009434118315202022,1834.8584999999998,-1.0,-1,0,1,1,0.0,0.009434118315202022,1.0039648809164745
2023-03-10,1831.05,1870.08,1827.71,1867.04,2023-03,0.019828047674710803,1834.9419999999998,1.0,0,0,1,1,0.0,0.019828047674710803,1.0238715444390216
2023-03-13,1881.43,1914.53,1871.47,1913.59,2023-03,0.024932513497300413,1837.9479999999999,1.0,1,1,1,1,0.0,0.024932513497300413,1.0493992355402493
2023-03-14,1913.53,1914.06,1895.36,1903.73,2023-03,-0.005152618899555206,1840.4254999999998,1.0,1,1,1,1,0.0,-0.005152618899555206,1.0439920812060257
2023-03-15,1903.76,1937.29,1885.64,1918.24,2023-03,0.007621879153031141,1844.5495000000003,1.0,1,1,1,1,0.0,0.007621879153031141,1.0519492626856994
2023-03-16,1917.8,1933.42,1907.46,1919.22,2023-03,0.0005108849778963087,1848.7039999999997,1.0,1,1,1,1,0.0,0.0005108849778963087,1.0524866877615147
2023-03-17,1919.9,1988.88,1918.22,1988.88,2023-03,0.03629599524806948,1856.0260000000003,1.0,1,1,1,1,0.0,0.03629599524806948,1.090687739579163
2023-03-20,1984.4,2009.73,1965.88,1978.38,2023-03,-0.005279353203813231,1862.8884999999998,1.0,1,1,1,1,0.0,-0.005279353203813231,1.0849296137668558
2023-03-21,1978.6,1985.14,1935.35,1940.21,2023-03,-0.01929356342057642,1868.159,1.0,1,1,1,1,0.0,-0.01929356342057642,1.0639974554567835
2023-03-22,1939.2,1978.78,1934.24,1969.99,2023-03,0.015348853990031941,1875.4055,1.0,1,1,1,1,0.0,0.015348853990031941,1.0803285970463552
2023-03-23,1969.99,2003.3,1964.63,1993.44,2023-03,0.011903613723927453,1883.975,1.0,1,1,1,1,0.0,0.011903613723927453,1.0931884113605075
2023-03-24,1993.13,2002.87,1975.17,1978.43,2023-03,-0.007529697407496538,1892.355,1.0,1,1,1,1,0.0,-0.007529697407496538,1.084957033413581
2023-03-27,1978.94,1979.13,1943.99,1956.27,2023-03,-0.011200800634846853,1899.3140000000003,1.0,1,1,1,1,0.0,-0.011200800634846853,1.0728046459849405
2023-03-28,1956.41,1975.23,1949.12,1973.42,2023-03,0.008766683535503805,1906.6525000000001,1.0,1,1,1,1,0.0,0.008766683535503805,1.0822095848117086
2023-03-29,1973.36,1974.31,1958.66,1964.37,2023-03,-0.004585947238803789,1913.059,1.0,1,1,1,1,0.0,-0.004585947238803789,1.0772466287544344
2023-03-30,1963.8,1984.25,1955.34,1980.37,2023-03,0.008145105046401646,1920.298,1.0,1,1,1,1,0.0,0.008145105046401646,1.0860209157065213
2023-03-31,1979.87,1987.51,1966.84,1968.35,2023-03,-0.0060695728575973495,1925.9024999999997,1.0,1,1,1,1,0.0,-0.0060695728575973495,1.079429232633766
2023-04-03,1968.69,1990.44,1949.7,1983.77,2023-04,0.007833972616658746,1932.7625,1.0,1,1,1,1,0.0,0.007833972616658746,1.0878854516838399
2023-04-04,1983.86,2024.94,1976.93,2019.98,2023-04,0.018253124102088458,1943.1024999999997,1.0,1,1,1,1,0.0,0.018253124102088458,1.1077427598422815
2023-04-05,2019.95,2032.04,2009.97,2020.35,2023-04,0.00018317013039736985,1953.4385000000002,1.0,1,1,1,1,0.0,0.00018317013039736985,1.1079456652280486
2023-04-06,2020.09,2021.3,2000.84,2006.78,2023-04,-0.006716658004801146,1962.2405000000003,1.0,1,1,1,1,0.0,-0.006716658004801146,1.1005039731068098
2023-04-10,1992.95,2006.39,1981.62,1990.72,2023-04,-0.008002870269785411,1968.4245000000003,1.0,1,1,1,1,0.0,-0.008002870269785411,1.0916967825786525
2023-04-11,1990.88,2007.45,1988.77,2003.15,2023-04,0.006243972030220313,1972.9024999999997,1.0,1,1,1,1,0.0,0.006243972030220313,1.0985133067545552
