target,origin,actual_dir,dir3,flat,real10,usd,ry1,ry3,usd1,usd3,alarm_frozen,pred_frozen
2021-09-01,2021-08-01,-1.0,-1.0,False,-1.03,113.1076,0.1299999999999999,-0.19000000000000006,0.0038714349870507814,0.021217505615867438,False,-1.0
2021-10-01,2021-09-01,1.0,-1.0,False,-0.85,114.6403,0.18000000000000005,0.020000000000000018,0.013550813561599595,0.01854232616902385,False,-1.0
2021-11-01,2021-10-01,1.0,-1.0,False,-0.96,114.1349,-0.10999999999999999,0.19999999999999996,-0.004408571854749077,0.012989099274527405,False,-1.0
2021-12-01,2021-11-01,-1.0,1.0,False,-1.07,116.2071,-0.1100000000000001,-0.040000000000000036,0.018155708727128905,0.027403109959012406,True,-1.0
2022-01-01,2021-12-01,1.0,1.0,False,-1.04,115.283,0.030000000000000027,-0.19000000000000006,-0.007952181923479684,0.005606230967644121,False,1.0
2022-02-01,2022-01-01,1.0,1.0,False,-0.65,115.566,0.39,0.30999999999999994,0.002454828552345134,0.012538671344172636,True,-1.0
2022-03-01,2022-02-01,1.0,1.0,False,-0.79,115.2224,-0.14,0.28,-0.002973192807573244,-0.008473664690023308,False,1.0
2022-04-01,2022-03-01,-1.0,1.0,False,-0.52,115.2218,0.27,0.52,-5.207320798672477e-06,-0.000530867517326894,True,-1.0
2022-05-01,2022-04-01,-1.0,1.0,False,0.01,119.4933,0.53,0.66,0.03707197769866477,0.03398317844348675,True,-1.0
2022-06-01,2022-05-01,-1.0,-1.0,False,0.21,118.0704,0.19999999999999998,1.0,-0.01190778060359865,0.024717416057988828,False,-1.0
2022-07-01,2022-06-01,-1.0,-1.0,False,0.65,120.9652,0.44000000000000006,1.17,0.024517575954684512,0.04984647002563736,False,-1.0
2022-08-01,2022-07-01,1.0,-1.0,False,0.14,121.7678,-0.51,0.13,0.006634966089420713,0.019034540011866774,False,-1.0
2022-09-01,2022-08-01,-1.0,-1.0,False,0.67,123.535,0.53,0.4600000000000001,0.014512867933887286,0.04628255684744009,False,-1.0
2022-10-01,2022-09-01,-1.0,-1.0,False,1.68,127.5148,1.0099999999999998,1.0299999999999998,0.032215971182256053,0.05414449775637942,False,-1.0
2022-11-01,2022-10-01,1.0,-1.0,False,1.58,127.6219,-0.09999999999999987,1.44,0.0008399025054346421,0.048075928118928024,False,-1.0
2022-12-01,2022-11-01,1.0,-1.0,False,1.34,123.5175,-0.24,0.67,-0.032160624469624755,-0.00014166025822637263,False,-1.0
2023-01-01,2022-12-01,1.0,1.0,False,1.58,121.4256,0.24,-0.09999999999999987,-0.016936061691663062,-0.047752888292182494,True,-1.0
2023-02-01,2023-01-01,-1.0,1.0,False,1.28,118.9802,-0.30000000000000004,-0.30000000000000004,-0.020139081050454033,-0.06771329999004871,False,1.0
2023-03-01,2023-02-01,1.0,1.0,False,1.49,121.3341,0.20999999999999996,0.1499999999999999,0.01978396405452343,-0.017676847410285967,True,-1.0
2023-04-01,2023-03-01,1.0,1.0,False,1.16,119.3602,-0.33000000000000007,-0.42000000000000015,-0.016268303799179318,-0.017009592705327314,False,1.0
2023-05-01,2023-04-01,-1.0,1.0,False,1.26,119.2248,0.10000000000000009,-0.020000000000000018,-0.001134381477242874,0.0020558042430589563,True,-1.0
2023-06-01,2023-05-01,-1.0,1.0,False,1.46,120.9662,0.19999999999999996,-0.030000000000000027,0.014606021565982896,-0.00303212369811956,True,-1.0
2023-07-01,2023-06-01,1.0,1.0,False,1.59,119.3606,0.13000000000000012,0.43000000000000016,-0.013273129188153376,3.3512008190683673e-06,True,-1.0
2023-08-01,2023-07-01,-1.0,-1.0,False,1.6,117.8241,0.010000000000000009,0.3400000000000001,-0.01287275700691859,-0.011748394629305325,False,-1.0
2023-09-01,2023-08-01,-1.0,-1.0,False,1.85,120.225,0.25,0.3900000000000001,0.020376985693079774,-0.006127331436384775,False,-1.0
2023-10-01,2023-09-01,0.0,-1.0,True,2.24,122.3077,0.3900000000000001,0.6500000000000001,0.01732335204824298,0.024690727090848963,False,-1.0
2023-11-01,2023-10-01,1.0,-1.0,False,2.46,123.8364,0.21999999999999975,0.8599999999999999,0.012498804245358208,0.05102776087404859,False,-1.0
2023-12-01,2023-11-01,1.0,1.0,False,2.14,120.2434,-0.31999999999999984,0.29000000000000004,-0.029014086326798916,0.00015304637138702226,False,1.0
2024-02-01,2024-01-01,-1.0,1.0,False,1.73,120.4331,0.010000000000000009,-0.73,0.016992791806844654,-0.027482226550513467,True,-1.0
2024-03-01,2024-02-01,1.0,1.0,False,1.92,121.1824,0.18999999999999995,-0.2200000000000002,0.006221711473008762,0.007809160419615546,True,-1.0
2024-04-01,2024-03-01,1.0,1.0,False,1.88,121.0191,-0.040000000000000036,0.15999999999999992,-0.0013475554205891749,0.021941246807993142,False,1.0
2024-05-01,2024-04-01,1.0,1.0,False,2.28,122.9853,0.3999999999999999,0.5499999999999998,0.016247022164269875,0.021191848420409443,True,-1.0
2024-06-01,2024-05-01,-1.0,1.0,False,2.16,122.098,-0.11999999999999966,0.2400000000000002,-0.007214683380859288,0.007555552621502759,False,1.0
2024-07-01,2024-06-01,1.0,1.0,False,2.08,124.2103,-0.08000000000000007,0.20000000000000018,0.017300037674654822,0.026369391277905718,True,-1.0
2024-08-01,2024-07-01,1.0,1.0,False,1.85,123.6373,-0.22999999999999998,-0.4299999999999997,-0.004613143998525193,0.005301446595650017,False,1.0
2024-09-01,2024-08-01,1.0,1.0,False,1.76,122.3262,-0.09000000000000008,-0.40000000000000013,-0.010604404981344628,0.0018689904830546666,False,1.0
2024-10-01,2024-09-01,1.0,1.0,False,1.63,121.2864,-0.13000000000000012,-0.4500000000000002,-0.0085002231737763,-0.023539915771880415,False,1.0
2024-11-01,2024-10-01,-1.0,1.0,False,1.95,124.7988,0.32000000000000006,0.09999999999999987,0.02895955358556268,0.009394414145245777,True,-1.0
2024-12-01,2024-11-01,-1.0,1.0,False,1.92,126.5798,-0.030000000000000027,0.15999999999999992,0.014270970554204121,0.034772599819172134,True,-1.0
