target,origin,actual_dir,dir3,flat,real10,usd,ry1,ry3,usd1,usd3,alarm_frozen,pred_frozen
2025-01-01,2024-12-01,1.0,1.0,False,2.24,129.2775,0.3200000000000003,0.6100000000000003,0.0213122472938021,0.06588619993667888,True,-1.0
2025-02-01,2025-01-01,1.0,1.0,False,2.16,128.4828,-0.08000000000000007,0.2100000000000002,-0.0061472413993154396,0.029519514610717446,False,1.0
2025-03-01,2025-02-01,1.0,1.0,False,1.86,128.2805,-0.30000000000000004,-0.05999999999999983,-0.0015745298203340141,0.013435793072828162,False,1.0
2025-04-01,2025-03-01,1.0,1.0,False,1.85,126.7075,-0.010000000000000009,-0.3900000000000001,-0.01226219105787707,-0.019879716114559853,False,1.0
2025-05-01,2025-04-01,1.0,1.0,False,1.94,122.5921,0.08999999999999986,-0.2200000000000002,-0.03247952962531808,-0.04584816022066762,False,1.0
2025-06-01,2025-05-01,1.0,1.0,False,2.07,121.7674,0.1299999999999999,0.20999999999999974,-0.006727187151537528,-0.05077233094663647,True,-1.0
2025-07-01,2025-06-01,-1.0,1.0,False,1.95,119.4088,-0.11999999999999988,0.09999999999999987,-0.01936971636086504,-0.057602746483041645,False,1.0
2025-08-01,2025-07-01,1.0,1.0,False,1.98,121.721,0.030000000000000027,0.040000000000000036,0.019363731986252297,-0.007105678098344059,True,-1.0
2025-09-01,2025-08-01,1.0,1.0,False,1.82,120.2082,-0.15999999999999992,-0.24999999999999978,-0.012428422375760917,-0.012804740841965812,False,1.0
2025-10-01,2025-09-01,1.0,1.0,False,1.8,120.1368,-0.020000000000000018,-0.1499999999999999,-0.000593969462981847,0.00609670309055943,False,1.0
2025-11-01,2025-10-01,1.0,1.0,False,1.81,121.3859,0.010000000000000009,-0.16999999999999993,0.010397313729015645,-0.002753017145767811,True,-1.0
2025-12-01,2025-11-01,1.0,1.0,False,1.79,121.0527,-0.020000000000000018,-0.030000000000000027,-0.002744964612858669,0.007025311085266939,False,1.0
2026-01-01,2025-12-01,1.0,1.0,False,1.93,119.7456,0.1399999999999999,0.1299999999999999,-0.01079777650560465,-0.003256287831871596,True,-1.0
2026-02-01,2026-01-01,1.0,1.0,False,1.9,117.8996,-0.030000000000000027,0.08999999999999986,-0.015416015285738993,-0.028720798708910977,False,1.0
2026-03-01,2026-02-01,-1.0,1.0,False,1.72,117.8223,-0.17999999999999994,-0.07000000000000006,-0.0006556425976000924,-0.026685897960144644,False,1.0
2026-04-01,2026-03-01,-1.0,1.0,False,2.0,121.035,0.28,0.07000000000000006,0.027267333942725624,0.010767827794925244,True,-1.0
2026-05-01,2026-04-01,-1.0,-1.0,False,1.94,118.671,-0.06000000000000005,0.040000000000000036,-0.01953154046350225,0.006542855107226853,False,-1.0
2026-06-01,2026-05-01,-1.0,-1.0,False,2.07,118.8783,0.1299999999999999,0.34999999999999987,0.0017468463230274622,0.008962649685161361,False,-1.0
2026-07-01,2026-06-01,-1.0,-1.0,False,2.2,120.9248,0.13000000000000034,0.20000000000000018,0.01721508467062538,-0.0009104804395422272,False,-1.0
