report_date_as_yyyy_mm_dd,market_and_exchange_names,cftc_contract_market_code,open_interest_all,m_money_positions_long_all,m_money_positions_short_all,date,mm_net,mm_net_oi,chg4,crowd_pct,unwind4_pct
2016-09-06T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,590656,291692,22157,2016-09-06,269535,0.4563316041824683,0.03010215296687707,1.0,0.40384615384615385
2016-09-13T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,575002,271631,28654,2016-09-13,242977,0.42256722585312745,-0.0014130290307494686,0.9487179487179487,0.5705128205128205
2016-09-20T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,558791,246119,32972,2016-09-20,213147,0.38144315137502216,-0.0613072050990176,0.9038461538461539,0.7628205128205128
2016-09-27T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,583161,282151,26974,2016-09-27,255177,0.43757555803628845,0.022828370546361887,0.9807692307692307,0.4358974358974359
2016-10-04T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,544824,244765,44649,2016-10-04,200116,0.3673039366841402,-0.08902766749832813,0.8910256410256411,0.8717948717948718
2016-10-11T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,500328,203033,54240,2016-10-11,148793,0.2973909115620153,-0.12517631429111215,0.7692307692307693,0.9102564102564102
2016-10-18T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,497061,190008,59054,2016-10-18,130954,0.2634565978823525,-0.11798655349266968,0.7243589743589743,0.8846153846153846
2016-10-25T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,507617,199094,55184,2016-10-25,143910,0.28350114357872175,-0.1540744144575667,0.7371794871794872,0.9294871794871795
2016-11-01T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,521506,203670,37403,2016-11-01,166267,0.31882087646163226,-0.04848306022250792,0.8141025641025641,0.6987179487179487
2016-11-08T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,528203,211670,38033,2016-11-08,173637,0.3287315672194213,0.031340655657406014,0.8333333333333334,0.391025641025641
2016-11-15T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,479237,178132,43452,2016-11-15,134680,0.28103005402337466,0.01757345614102218,0.7115384615384616,0.46153846153846156
2016-11-22T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,461062,171864,47475,2016-11-22,124389,0.2697880111568509,-0.013713132421870833,0.7051282051282052,0.6217948717948718
2016-11-29T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,405661,162086,55145,2016-11-29,106941,0.26362159537150476,-0.055199281090127506,0.6923076923076923,0.7307692307692307
2016-12-06T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,393524,150856,68538,2016-12-06,82318,0.20918165092853294,-0.11954991629088838,0.532051282051282,0.8974358974358975
2016-12-13T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,397034,146150,77432,2016-12-13,68718,0.17307837615922061,-0.10795167786415405,0.4551282051282051,0.8782051282051282
2016-12-20T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,398661,137588,83783,2016-12-20,53805,0.1349642929707195,-0.13482371818613142,0.36538461538461536,0.9230769230769231
2016-12-27T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,401513,130595,87229,2016-12-27,43366,0.10800646554407951,-0.15561512982742526,0.32051282051282054,0.9423076923076923
2017-01-03T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,424673,127786,91229,2017-01-03,36557,0.08608270363314832,-0.12309894729538462,0.23076923076923078,0.8910256410256411
2017-01-10T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,444001,135563,79884,2017-01-10,55679,0.12540287071425515,-0.04767550544496546,0.358974358974359,0.6858974358974359
2017-01-17T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,467937,141566,82931,2017-01-17,58635,0.1253053295635951,-0.009658963407124382,0.34615384615384615,0.5833333333333334
2017-01-24T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,482374,135159,75405,2017-01-24,59754,0.12387483570839225,0.015868370164312737,0.33974358974358976,0.4551282051282051
2017-01-31T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,398433,140663,70826,2017-01-31,69837,0.17527915609399825,0.08919645246084992,0.4551282051282051,0.1987179487179487
2017-02-07T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,415543,142542,72393,2017-02-07,70149,0.16881285450603187,0.04340998379177671,0.4358974358974359,0.34615384615384615
2017-02-14T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,415128,135739,72114,2017-02-14,63625,0.15326598061320845,0.027960651049613344,0.41025641025641024,0.38461538461538464
2017-02-21T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,427168,142639,64597,2017-02-21,78042,0.1826962693834744,0.05882143367508216,0.47435897435897434,0.2948717948717949
2017-02-28T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,446081,166437,52191,2017-02-28,114246,0.25611043734209704,0.0808312812480988,0.6666666666666666,0.1987179487179487
2017-03-07T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,434401,150277,60030,2017-03-07,90247,0.20775044256343794,0.038937588057406075,0.532051282051282,0.34615384615384615
2017-03-14T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,426170,121179,74805,2017-03-14,46374,0.10881573081164793,-0.044450249801560524,0.3076923076923077,0.6666666666666666
2017-03-21T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,446880,130259,74064,2017-03-21,56195,0.12574964196204796,-0.05694662742142645,0.358974358974359,0.7115384615384616
2017-03-28T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,449418,150879,59836,2017-03-28,91043,0.2025797809611542,-0.05353065638094284,0.5192307692307693,0.6923076923076923
2017-04-04T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,427808,163428,54302,2017-04-04,109126,0.2550817189019373,0.04733127633849937,0.6730769230769231,0.3076923076923077
2017-04-11T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,456131,179841,46830,2017-04-11,133011,0.2916070164053748,0.18279128559372687,0.75,0.03205128205128205
2017-04-18T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,472263,199001,47765,2017-04-18,151236,0.3202368171971973,0.19448717523514936,0.8076923076923077,0.02564102564102564
2017-04-25T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,475985,207394,47014,2017-04-25,160380,0.3369433910732481,0.1343636101120939,0.8333333333333334,0.09615384615384616
2017-05-02T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,461905,195331,51720,2017-05-02,143611,0.31091025210811746,0.05582853320618014,0.7756410256410257,0.30128205128205127
2017-05-09T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,433033,151419,55457,2017-05-09,95962,0.22160435809741982,-0.07000265830795496,0.5512820512820513,0.7692307692307693
2017-05-16T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,435021,132094,66226,2017-05-16,65868,0.15141338004372204,-0.16882343715347528,0.4166666666666667,0.9487179487179487
2017-05-23T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,462572,161893,50845,2017-05-23,111048,0.24006641128300027,-0.09687697979024784,0.5833333333333334,0.8333333333333334
2017-05-30T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,434246,175304,51171,2017-05-30,124133,0.28585870681595227,-0.02505154529216519,0.7115384615384616,0.6153846153846154
2017-06-06T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,494041,229476,63427,2017-06-06,166049,0.33610368370236476,0.11449932560494494,0.8269230769230769,0.1346153846153846
2017-06-13T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,471134,214955,67459,2017-06-13,147496,0.3130659217971957,0.16165254175347368,0.7692307692307693,0.05128205128205128
2017-06-20T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,445841,165035,65659,2017-06-20,99376,0.222895606281163,-0.017170805001837264,0.5256410256410257,0.6153846153846154
2017-06-27T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,453144,144515,71860,2017-06-27,72655,0.16033534593859788,-0.12552336087735438,0.4230769230769231,0.8974358974358975
2017-07-03T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,457201,129780,96091,2017-07-03,33689,0.07368531564891591,-0.26241836805344887,0.1794871794871795,0.9871794871794872
2017-07-11T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,475669,123619,100397,2017-07-11,23222,0.048819662412307716,-0.264246259384888,0.14743589743589744,0.9871794871794872
2017-07-18T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,484204,127028,98115,2017-07-18,28913,0.05971243525456213,-0.16318317102660088,0.16666666666666666,0.9294871794871795
2017-07-25T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,463827,136359,62735,2017-07-25,73624,0.15873159604766432,-0.0016037498909335646,0.4423076923076923,0.5256410256410257
2017-08-01T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,448709,158082,39624,2017-08-01,118458,0.2639973791477327,0.1903120634988168,0.6923076923076923,0.019230769230769232
2017-08-08T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,448727,164828,28843,2017-08-08,135985,0.3030461728400564,0.2542265104277487,0.7628205128205128,0.0
2017-08-15T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,477921,195433,18877,2017-08-15,176556,0.36942507234459254,0.3097126370900304,0.8910256410256411,0.0
2017-08-22T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,500443,209717,15638,2017-08-22,194079,0.38781439644474996,0.22908280039708565,0.9038461538461539,0.01282051282051282
2017-08-29T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,538875,235065,13939,2017-08-29,221126,0.41034748318255626,0.14635010403482357,0.9166666666666666,0.10256410256410256
2017-09-05T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,566817,251489,14301,2017-09-05,237188,0.41845604489632454,0.11540987205626813,0.9294871794871795,0.14743589743589744
2017-09-12T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,580606,270413,16896,2017-09-12,253517,0.43664206019228186,0.06721698784768931,0.967948717948718,0.27564102564102566
2017-09-19T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,570096,251735,18353,2017-09-19,233382,0.4093731582049339,0.021558761760183953,0.8974358974358975,0.46794871794871795
2017-09-26T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,549637,219134,23158,2017-09-26,195976,0.3565553265155002,-0.05379215666705606,0.8269230769230769,0.7243589743589743
2017-10-03T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,525127,204361,24917,2017-10-03,179444,0.3417154326477214,-0.07674061224860312,0.7948717948717948,0.782051282051282
2017-10-10T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,520005,193154,21824,2017-10-10,171330,0.32947760117691177,-0.10716445901537008,0.7692307692307693,0.8461538461538461
2017-10-17T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,528800,196555,27040,2017-10-17,169515,0.32056543116490166,-0.08880772704003226,0.7435897435897436,0.8205128205128205
2017-10-24T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,526674,192701,24333,2017-10-24,168368,0.31968162468623856,-0.03687370182926164,0.7307692307692307,0.6538461538461539
2017-10-31T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,531918,182652,16687,2017-10-31,165965,0.31201237784771335,-0.029703054800008066,0.7115384615384616,0.6410256410256411
2017-11-07T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,536843,187782,17070,2017-11-07,170712,0.3179924111891186,-0.011485189987793187,0.717948717948718,0.5961538461538461
2017-11-14T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,533054,190657,14559,2017-11-14,176098,0.33035677436057137,0.00979134319566971,0.7692307692307693,0.5064102564102564
2017-11-21T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,531612,187292,14137,2017-11-21,173155,0.32571687621799356,0.006035251531754993,0.75,0.5192307692307693
2017-11-28T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,503810,208518,9978,2017-11-28,198540,0.39407713225223795,0.0820647544045246,0.8782051282051282,0.21794871794871795
2017-12-05T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,472795,167174,32664,2017-12-05,134510,0.2844996245730179,-0.03349278661610067,0.6217948717948718,0.6602564102564102
2017-12-12T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,446618,123139,46913,2017-12-12,76226,0.17067381968483133,-0.15968295467574004,0.391025641025641,0.9294871794871795
2017-12-19T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,453595,116642,35397,2017-12-19,81245,0.17911352638366826,-0.1466033498343253,0.4166666666666667,0.9102564102564102
2017-12-26T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,456470,127715,19957,2017-12-26,107758,0.2360680877166079,-0.15800904453563006,0.5,0.9230769230769231
2018-01-02T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,500731,168423,20249,2018-01-02,148174,0.2959153717265358,0.011415747153517897,0.6410256410256411,0.47435897435897434
2018-01-09T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,555455,216115,20065,2018-01-09,196050,0.3529538846531222,0.18228006496829088,0.8076923076923077,0.057692307692307696
2018-01-16T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,582333,227373,25841,2018-01-16,201532,0.34607690101711563,0.16696337463344738,0.7948717948717948,0.0641025641025641
2018-01-23T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,582421,236003,26467,2018-01-23,209536,0.3597672474035105,0.12369915968690262,0.8333333333333334,0.14102564102564102
2018-01-30T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,559332,230597,23035,2018-01-30,207562,0.3710890848369126,0.0751737131103768,0.8525641025641025,0.23717948717948717
2018-02-06T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,535321,206377,23448,2018-02-06,182929,0.34171833348588976,-0.01123555116723246,0.7756410256410257,0.5769230769230769
2018-02-13T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,511745,186183,16426,2018-02-13,169757,0.3317218536575834,-0.014355047359532247,0.7435897435897436,0.5897435897435898
2018-02-20T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,528154,190398,14943,2018-02-20,175455,0.33220424345929406,-0.027563003944216458,0.7435897435897436,0.6217948717948718
2018-02-27T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,532860,177475,27456,2018-02-27,150019,0.281535487745374,-0.0895535970915386,0.5769230769230769,0.8141025641025641
2018-03-06T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,508100,172492,21786,2018-03-06,150706,0.29660696713245427,-0.04511136635343549,0.6217948717948718,0.6794871794871795
2018-03-13T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,526762,162337,26472,2018-03-13,135865,0.25792483132800015,-0.07379702232958324,0.5256410256410257,0.7628205128205128
2018-03-20T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,545499,148152,36345,2018-03-20,111807,0.20496279553216412,-0.12724144792712994,0.4358974358974359,0.9038461538461539
2018-03-27T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,529690,183080,20917,2018-03-27,162163,0.3061469916366176,0.024611503891243613,0.6410256410256411,0.40384615384615385
2018-04-03T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,493141,155590,28948,2018-04-03,126642,0.2568068767350514,-0.03980009039740284,0.5128205128205128,0.6730769230769231
2018-04-10T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,499588,154044,28482,2018-04-10,125562,0.2513310968237828,-0.006593734504217352,0.48717948717948717,0.5384615384615384
2018-04-17T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,510229,157925,25287,2018-04-17,132638,0.25995778366184596,0.05499498812968184,0.5192307692307693,0.3076923076923077
2018-04-24T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,506410,143258,43597,2018-04-24,99661,0.19679903635394247,-0.10934795528267516,0.3974358974358974,0.8589743589743589
2018-05-01T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,507756,119064,79747,2018-05-01,39317,0.07743286145313891,-0.17937401528191252,0.1858974358974359,0.967948717948718
2018-05-08T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,491398,109508,67869,2018-05-08,41639,0.08473579461047867,-0.16659530221330413,0.19230769230769232,0.9551282051282052
2018-05-15T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,519958,103256,84258,2018-05-15,18998,0.03653756649575542,-0.22342021716609053,0.12179487179487179,0.9743589743589743
2018-05-22T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,502942,91411,74880,2018-05-22,16531,0.03286860115082853,-0.16393043520311396,0.11538461538461539,0.9423076923076923
2018-05-29T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,469382,107882,53881,2018-05-29,54001,0.11504701927214933,0.037614157819010424,0.26282051282051283,0.3525641025641026
2018-06-05T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,450641,100027,49147,2018-06-05,50880,0.1129058385721672,0.028170043961688526,0.26282051282051283,0.36538461538461536
2018-06-12T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,448695,104313,48809,2018-06-12,55504,0.12370095499169814,0.08716338849594271,0.2692307692307692,0.19230769230769232
2018-06-19T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,468345,94297,83769,2018-06-19,10528,0.022479155323532864,-0.010389445827295663,0.11538461538461539,0.5512820512820513
2018-06-26T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,468573,94845,94869,2018-06-26,-24,-5.1219340422943705e-05,-0.11509823861257228,0.08333333333333333,0.8333333333333334
2018-07-03T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,494164,104275,105529,2018-07-03,-1254,-0.0025376190900186983,-0.11544345766218589,0.07692307692307693,0.8397435897435898
2018-07-10T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,503593,107402,109929,2018-07-10,-2527,-0.005017941075431946,-0.12871889606713008,0.07692307692307693,0.8846153846153846
2018-07-17T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,528278,107775,134224,2018-07-17,-26449,-0.05006644228985496,-0.07254559761338783,0.019230769230769232,0.75
2018-07-24T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,496620,110249,146671,2018-07-24,-36422,-0.07333977689178849,-0.07328855755136554,0.0,0.7564102564102564
2018-07-31T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,452655,110580,153108,2018-07-31,-42528,-0.09395234781456076,-0.09141472872454207,0.0,0.8012820512820513
2018-08-07T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,459474,105849,171965,2018-08-07,-66116,-0.1438949755590088,-0.13887703448357686,0.0,0.8974358974358975
2018-08-14T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,476739,104803,188127,2018-08-14,-83324,-0.1747790719869782,-0.12471262969712324,0.0,0.8525641025641025
2018-08-21T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,483730,107143,197171,2018-08-21,-90028,-0.18611208732143963,-0.11277231042965115,0.0,0.8141025641025641
2018-08-28T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,479283,105971,181743,2018-08-28,-75772,-0.15809448697324963,-0.06414213915868887,0.01282051282051282,0.7115384615384616
2018-09-04T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,473118,101651,184373,2018-09-04,-82722,-0.1748443305898317,-0.03094935503082291,0.00641025641025641,0.6089743589743589
2018-09-11T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,469450,100593,175812,2018-09-11,-75219,-0.16022792629673022,0.014551145690247985,0.019230769230769232,0.4230769230769231
2018-09-18T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,469436,97904,180367,2018-09-18,-82463,-0.17566398827529206,0.010448099046147574,0.00641025641025641,0.44871794871794873
2018-09-25T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,460279,98513,182190,2018-09-25,-83677,-0.18179625835634475,-0.02370177138309512,0.00641025641025641,0.5833333333333334
2018-10-02T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,459776,100671,180274,2018-10-02,-79603,-0.17313430888084633,0.0017100217089853764,0.03205128205128205,0.4807692307692308
2018-10-09T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,465253,82218,191672,2018-10-09,-109454,-0.23525694622065843,-0.07502901992392821,0.0,0.7371794871794872
2018-10-16T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,474418,95333,144715,2018-10-16,-49382,-0.10408964246719138,0.07157434580810068,0.0641025641025641,0.21153846153846154
2018-10-23T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,477832,99368,137484,2018-10-23,-38116,-0.0797686216075943,0.10202763674875044,0.07692307692307693,0.15384615384615385
2018-10-30T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,474941,80105,135628,2018-10-30,-55523,-0.11690504715322535,0.05622926172762098,0.0641025641025641,0.26282051282051283
2018-11-06T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,494911,82188,129634,2018-11-06,-47446,-0.0958677418768223,0.13938920434383612,0.07692307692307693,0.09615384615384616
2018-11-13T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,539520,79529,158723,2018-11-13,-79194,-0.14678603202846974,-0.04269638956127836,0.057692307692307696,0.6410256410256411
2018-11-20T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,525940,84356,136207,2018-11-20,-51851,-0.09858729132600677,-0.018818669718412465,0.08333333333333333,0.5705128205128205
2018-11-27T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,442801,79992,138382,2018-11-27,-58390,-0.13186510418901493,-0.014960057035789578,0.07051282051282051,0.5576923076923077
2018-12-04T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,399919,99414,109201,2018-12-04,-9787,-0.024472455672273637,0.07139528620454866,0.16025641025641027,0.21794871794871795
2018-12-11T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,402250,89942,90008,2018-12-11,-66,-0.00016407706650093225,0.1466219549619688,0.17307692307692307,0.08974358974358974
2018-12-18T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,412485,100828,89630,2018-12-18,11198,0.027147653854079544,0.12573494518008632,0.1987179487179487,0.11538461538461539
2018-12-24T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,442727,119146,77178,2018-12-24,41968,0.09479430890819851,0.22665941309721344,0.26282051282051283,0.019230769230769232
2018-12-31T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,451360,121205,71021,2018-12-31,50184,0.11118397731300957,0.1356564329852832,0.27564102564102566,0.11538461538461539
2019-01-08T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,455232,112690,80219,2019-01-08,32471,0.07132846548573035,0.07149254255223128,0.21794871794871795,0.24358974358974358
2019-01-15T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,501605,115651,90716,2019-01-15,24935,0.04971042952123683,0.022562775667157288,0.20512820512820512,0.41025641025641024
2019-01-22T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,513509,105295,89085,2019-01-22,16210,0.03156711956362985,-0.06322718934456867,0.17307692307692307,0.7307692307692307
2019-01-29T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,483390,126404,94007,2019-01-29,32397,0.067020418295786,-0.04416355901722356,0.21153846153846154,0.6602564102564102
2019-02-05T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,479736,134954,90079,2019-02-05,44875,0.09354103090032852,0.022212565414598165,0.25,0.3974358974358974
2019-02-12T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,476083,132365,89746,2019-02-12,42619,0.089520104687628,0.03980967516639117,0.25,0.3141025641025641
2019-02-19T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,504639,166411,84034,2019-02-19,82377,0.16323946425068217,0.13167234468705233,0.36538461538461536,0.11538461538461539
2019-02-26T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,501268,154217,75658,2019-02-26,78559,0.1567205566682892,0.08970013837250321,0.3525641025641026,0.16025641025641027
2019-03-05T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,471311,125903,94656,2019-03-05,31247,0.06629804948324991,-0.027242981417078607,0.21153846153846154,0.6025641025641025
2019-03-12T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,530030,123293,105886,2019-03-12,17407,0.0328415372714752,-0.0566785674161528,0.1794871794871795,0.7051282051282052
2019-03-19T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,514163,123909,93434,2019-03-19,30475,0.05927108718441428,-0.10396837706626788,0.21153846153846154,0.8141025641025641
2019-03-26T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,509575,135373,77386,2019-03-26,57987,0.11379482902418682,-0.04292572764410239,0.3141025641025641,0.6410256410256411
2019-04-02T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,440170,110816,86198,2019-04-02,24618,0.05592839130336007,-0.010369658179889843,0.21153846153846154,0.5
2019-04-09T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,447539,117917,80880,2019-04-09,37037,0.0827570334652399,0.049915496193764695,0.26282051282051283,0.2692307692307692
2019-04-16T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,440581,96196,111583,2019-04-16,-15387,-0.03492433854387729,-0.09419542572829157,0.1282051282051282,0.8012820512820513
2019-04-23T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,440048,88989,122818,2019-04-23,-33829,-0.07687570446860342,-0.19067053349279023,0.11538461538461539,0.9807692307692307
2019-04-30T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,430011,95159,95083,2019-04-30,76,0.00017673966479927257,-0.055751651638560794,0.17307692307692307,0.6794871794871795
2019-05-07T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,450039,102975,93428,2019-05-07,9547,0.02121371703341266,-0.061543316431827234,0.1794871794871795,0.7051282051282052
2019-05-14T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,517995,138467,85921,2019-05-14,52546,0.1014411336016757,0.136365472145553,0.3269230769230769,0.08974358974358974
2019-05-21T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,508643,114986,99049,2019-05-21,15937,0.03133238833523709,0.10820809280384051,0.1987179487179487,0.14743589743589744
2019-05-28T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,505126,119314,93040,2019-05-28,26274,0.05201474483594192,0.05183800517114265,0.24358974358974358,0.26282051282051283
2019-06-04T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,481495,159663,63481,2019-06-04,96182,0.19975700682250075,0.1785432897890881,0.5064102564102564,0.05128205128205128
2019-06-11T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,496663,169640,40480,2019-06-11,129160,0.26005561114880715,0.15861447754713145,0.6025641025641025,0.07051282051282051
