report_date_as_yyyy_mm_dd,market_and_exchange_names,cftc_contract_market_code,open_interest_all,m_money_positions_long_all,m_money_positions_short_all,date,mm_net,mm_net_oi,chg4,crowd_pct,unwind4_pct
2011-08-23T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,528520,202430,10108,2011-08-23,192322,0.36388783773556344,-0.03409782366317721,0.5961538461538461,0.7564102564102564
2011-08-30T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,509326,189799,6727,2011-08-30,183072,0.3594397301531828,-0.07279053677012515,0.5448717948717948,0.9487179487179487
2011-09-06T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,523294,195197,7002,2011-09-06,188195,0.35963531016980893,-0.01551437927970628,0.5448717948717948,0.6666666666666666
2011-09-13T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,512068,182461,6192,2011-09-13,176269,0.3442296726216049,-0.04455126208653948,0.4166666666666667,0.8717948717948718
2011-09-20T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,499356,159718,8293,2011-09-20,151425,0.30324057385913056,-0.06064726387643288,0.22435897435897437,0.9551282051282052
2011-09-27T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,465414,136103,13628,2011-09-27,122475,0.26315280588895046,-0.09628692426423235,0.09615384615384616,0.9935897435897436
2011-10-04T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,436920,133320,12631,2011-10-04,120689,0.27622676920260003,-0.0834085409672089,0.14102564102564102,0.9743589743589743
2011-10-11T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,438090,134111,12090,2011-10-11,122021,0.27852952589650526,-0.06570014672509966,0.14743589743589744,0.9423076923076923
2011-10-18T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,437739,132678,14779,2011-10-18,117899,0.2693362940016768,-0.033904279857453756,0.10256410256410256,0.7371794871794872
2011-10-25T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,443723,141961,15391,2011-10-25,126570,0.28524552479812854,0.022092718909178077,0.16666666666666666,0.30128205128205127
2011-11-01T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,442435,144879,11868,2011-11-01,133011,0.30063399143376995,0.024407222231169923,0.19230769230769232,0.28205128205128205
2011-11-08T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,464982,155632,9577,2011-11-08,146055,0.314108933249029,0.03557940735252374,0.24358974358974358,0.24358974358974358
2011-11-15T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,470490,159850,8940,2011-11-15,150910,0.3207507067100257,0.0514144127083489,0.27564102564102566,0.1858974358974359
2011-11-22T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,457070,146180,8498,2011-11-22,137682,0.30122738311418384,0.01598185831605531,0.1858974358974359,0.36538461538461536
2011-11-29T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,423176,141009,7215,2011-11-29,133794,0.3161663232319413,0.015532331798171373,0.2564102564102564,0.3782051282051282
2011-12-06T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,422956,146486,8794,2011-12-06,137692,0.325546865394982,0.011437932145953011,0.28846153846153844,0.3974358974358974
2011-12-13T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,427699,137811,10674,2011-12-13,127137,0.2972581184431107,-0.023492588266915027,0.14102564102564102,0.6987179487179487
2011-12-20T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,423465,124617,13147,2011-12-20,111470,0.2632330889211623,-0.03799429419302153,0.02564102564102564,0.8205128205128205
2011-12-27T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,418945,120594,14551,2011-12-27,106043,0.2531191445177768,-0.06304717871416454,0.01282051282051282,0.9487179487179487
2012-01-03T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,423275,121961,17399,2012-01-03,104562,0.2470308900832792,-0.07851597531170282,0.01282051282051282,0.9743589743589743
2012-01-10T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,417923,118994,15014,2012-01-10,103980,0.24880181277412347,-0.048456305668987204,0.019230769230769232,0.8782051282051282
2012-01-17T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,432838,120582,11927,2012-01-17,108655,0.25102925343893095,-0.012203835482231362,0.02564102564102564,0.6089743589743589
2012-01-24T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,427032,127512,10356,2012-01-24,117156,0.27434946327207327,0.021230318754296484,0.10897435897435898,0.28205128205128205
2012-01-31T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,425133,149921,5973,2012-01-31,143948,0.3385952160853192,0.09156432600203998,0.36538461538461536,0.019230769230769232
2012-02-07T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,436061,161575,5966,2012-02-07,155609,0.35685144968249854,0.10804963690837507,0.5256410256410257,0.0
2012-02-14T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,431164,156994,8005,2012-02-14,148989,0.34555064894100623,0.09452139550207528,0.4230769230769231,0.019230769230769232
2012-02-21T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,456676,169144,8850,2012-02-21,160294,0.3510015853690582,0.07665212209698491,0.4551282051282051,0.04487179487179487
2012-02-28T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,479044,184843,7700,2012-02-28,177143,0.36978440393784284,0.03118918785252367,0.6538461538461539,0.22435897435897437
2012-03-06T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,443249,153286,11445,2012-03-06,141841,0.3200029780101027,-0.036848471672395855,0.26282051282051283,0.7692307692307693
2012-03-13T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,442319,146286,12668,2012-03-13,133618,0.30208514669277153,-0.0434655022482347,0.1987179487179487,0.8333333333333334
2012-03-20T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,431039,129938,16840,2012-03-20,113098,0.262384610209285,-0.08861697515977318,0.04487179487179487,0.9871794871794872
2012-03-27T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,417304,136546,12463,2012-03-27,124083,0.2973443820332419,-0.07244002190460092,0.17307692307692307,0.9487179487179487
2012-04-03T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,407761,126887,13847,2012-04-03,113040,0.27722121536880673,-0.04278176264129596,0.1282051282051282,0.8076923076923077
2012-04-10T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,403989,119710,15480,2012-04-10,104230,0.2580020743139046,-0.04408307237886694,0.038461538461538464,0.8269230769230769
2012-04-17T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,398526,117770,10194,2012-04-17,107576,0.2699347094041543,0.00755009919486932,0.09615384615384616,0.4166666666666667
2012-04-24T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,395389,115706,12356,2012-04-24,103350,0.26138815192127246,-0.03595623011196947,0.05128205128205128,0.717948717948718
2012-05-01T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,411972,119865,9809,2012-05-01,110056,0.2671443690347888,-0.010076846334017953,0.08974358974358974,0.5897435897435898
2012-05-08T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,417798,113307,22935,2012-05-08,90372,0.21630548734077235,-0.04169658697313225,0.0,0.7884615384615384
2012-05-15T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,422091,112920,32822,2012-05-15,80098,0.18976476636554676,-0.08016994303860756,0.0,0.967948717948718
2012-05-22T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,435706,113453,38808,2012-05-22,74645,0.17131965132451699,-0.09006850059675547,0.0,0.9871794871794872
2012-05-29T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,419991,113383,40857,2012-05-29,72526,0.1726846527663688,-0.09445971626841998,0.00641025641025641,0.9871794871794872
2012-06-05T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,423941,124211,35621,2012-06-05,88590,0.20896775730585151,-0.007337730034920831,0.019230769230769232,0.532051282051282
2012-06-12T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,412244,120365,32492,2012-06-12,87873,0.21315774153171424,0.02339297516616748,0.02564102564102564,0.23717948717948717
2012-06-19T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,418492,121411,28260,2012-06-19,93151,0.2225872896017128,0.051267638277195826,0.038461538461538464,0.14102564102564102
2012-06-26T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,413618,110884,33389,2012-06-26,77495,0.1873588673607048,0.014674214594336016,0.01282051282051282,0.32051282051282054
2012-07-03T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,425068,125464,29245,2012-07-03,96219,0.2263614292301467,0.017393671924295195,0.05128205128205128,0.28846153846153844
2012-07-10T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,429854,115071,34784,2012-07-10,80287,0.18677737092128954,-0.026380370610424697,0.01282051282051282,0.6474358974358975
2012-07-17T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,431317,109800,28444,2012-07-17,81356,0.1886222894066313,-0.0339650001950815,0.02564102564102564,0.6858974358974359
2012-07-24T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,420296,92963,33154,2012-07-24,59809,0.14230209185907075,-0.04505677550163406,0.0,0.8269230769230769
2012-07-31T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,403403,105196,24339,2012-07-31,80857,0.20043727984174634,-0.025924149388400375,0.04487179487179487,0.6346153846153846
2012-08-07T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,388254,96887,27177,2012-08-07,69710,0.17954740968541213,-0.007229961235877408,0.019230769230769232,0.5192307692307693
2012-08-14T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,388187,95478,28822,2012-08-14,66656,0.1717110567844879,-0.01691123262214342,0.01282051282051282,0.5961538461538461
2012-08-21T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,398747,111063,19478,2012-08-21,91585,0.22968197879858657,0.08737988693951582,0.10256410256410256,0.038461538461538464
2012-08-28T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,426559,127743,14577,2012-08-28,113166,0.26529975923611976,0.06486247939437342,0.19230769230769232,0.07692307692307693
2012-09-04T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,444489,136347,13420,2012-09-04,122927,0.27655802505798793,0.0970106153725758,0.26282051282051283,0.019230769230769232
2012-09-11T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,460531,147696,10083,2012-09-11,137613,0.2988137606371775,0.12710270385268962,0.3333333333333333,0.0
2012-09-18T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,478609,155972,11670,2012-09-18,144302,0.301502896936748,0.07182091813816141,0.36538461538461536,0.07051282051282051
2012-09-25T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,489516,167404,9176,2012-09-25,158228,0.3232335613136241,0.057933802077504315,0.44871794871794873,0.1346153846153846
2012-10-02T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,480908,171822,8832,2012-10-02,162990,0.3389213737346852,0.062363348676697294,0.5256410256410257,0.10897435897435898
2012-10-09T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,484359,177644,10171,2012-10-09,167473,0.3457621309813589,0.04694837034418137,0.5705128205128205,0.17307692307692307
2012-10-16T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,462826,169829,11245,2012-10-16,158584,0.34264280744815545,0.041139910511407474,0.5448717948717948,0.1987179487179487
2012-10-23T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,455836,159412,12776,2012-10-23,146636,0.32168586947937416,-0.001547691834249909,0.44871794871794873,0.46153846153846156
2012-10-30T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,454742,149389,13961,2012-10-30,135428,0.2978128257341526,-0.04110854800053265,0.3333333333333333,0.7628205128205128
2012-11-06T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,447154,128668,13499,2012-11-06,115169,0.25756003524512805,-0.08820209573623083,0.14102564102564102,0.967948717948718
2012-11-13T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,459761,137972,13042,2012-11-13,124930,0.27172813701031623,-0.07091467043783922,0.23717948717948717,0.9166666666666666
2012-11-20T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,474129,147339,11400,2012-11-20,135939,0.28671310972330316,-0.034972759756071004,0.3141025641025641,0.6987179487179487
2012-11-27T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,479373,159947,7640,2012-11-27,152307,0.31772127341339623,0.019908447679243657,0.4551282051282051,0.30128205128205127
2012-12-04T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,434416,134304,15559,2012-12-04,118745,0.2733439836470112,0.01578394840188313,0.26282051282051283,0.3333333333333333
2012-12-11T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,433586,134234,14579,2012-12-11,119655,0.27596601366280277,0.0042378766524865386,0.27564102564102566,0.4166666666666667
2012-12-18T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,435742,130786,22755,2012-12-18,108031,0.24792423039321435,-0.038788879330088816,0.12179487179487179,0.75
2012-12-24T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,426300,128403,29509,2012-12-24,98894,0.23198217217921652,-0.08573910123417972,0.10897435897435898,0.9615384615384616
2012-12-31T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,427991,124967,27848,2012-12-31,97119,0.22691832304884915,-0.04642566059816203,0.10256410256410256,0.8141025641025641
2013-01-08T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,441304,117603,30254,2013-01-08,87349,0.19793385058825663,-0.07803216307454613,0.057692307692307696,0.9294871794871795
2013-01-15T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,447773,118437,27333,2013-01-15,91104,0.20346023543179245,-0.04446399496142189,0.07051282051282051,0.7884615384615384
2013-01-22T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,461369,121758,23861,2013-01-22,97897,0.21218807505489098,-0.019794097124325533,0.08333333333333333,0.5961538461538461
2013-01-29T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,430718,111076,34575,2013-01-29,76501,0.17761273037114772,-0.04930559267770143,0.02564102564102564,0.8333333333333334
2013-02-05T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,423982,113058,34510,2013-02-05,78548,0.18526258190206188,-0.012671268686194753,0.038461538461538464,0.5512820512820513
2013-02-12T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,435088,113939,47357,2013-02-12,66582,0.15303111094767036,-0.050429124484122095,0.00641025641025641,0.8333333333333334
2013-02-19T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,447290,109507,66697,2013-02-19,42810,0.09570971852713005,-0.11647835652776094,0.0,1.0
2013-02-26T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,433858,112888,62035,2013-02-26,50853,0.117211161255526,-0.06040156911562172,0.00641025641025641,0.8653846153846154
2013-03-05T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,434586,108352,67182,2013-03-05,41170,0.09473383864183384,-0.09052874326022804,0.0,0.9743589743589743
2013-03-12T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,445651,112966,68642,2013-03-12,44324,0.09945899369686144,-0.05357211725080892,0.01282051282051282,0.8461538461538461
2013-03-19T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,440712,121388,56609,2013-03-19,64779,0.14698714806948757,0.05127742954235752,0.03205128205128205,0.16666666666666666
2013-03-26T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,419727,110766,54831,2013-03-26,55935,0.13326519380454438,0.016054032549018382,0.02564102564102564,0.32051282051282054
2013-04-02T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,417176,110504,66308,2013-04-02,44196,0.10594089784647247,0.01120705920463863,0.019230769230769232,0.36538461538461536
2013-04-09T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,416513,113423,63436,2013-04-09,49987,0.12001306081682925,0.02055406711996781,0.03205128205128205,0.30128205128205127
2013-04-16T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,413083,122687,54025,2013-04-16,68662,0.16621841131201234,0.019231263242524776,0.0641025641025641,0.3076923076923077
2013-04-23T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,415074,119662,66743,2013-04-23,52919,0.12749292897170142,-0.0057722648328429604,0.038461538461538464,0.47435897435897434
2013-04-30T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,421087,116815,65224,2013-04-30,51591,0.12251862441728194,0.01657772657080947,0.038461538461538464,0.3076923076923077
2013-05-07T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,437931,115705,67172,2013-05-07,48533,0.11082339455302319,-0.00918966626380606,0.02564102564102564,0.5128205128205128
2013-05-14T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,443806,112533,73149,2013-05-14,39384,0.08874147713189998,-0.07747693418011237,0.0,0.9102564102564102
2013-05-21T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,446087,113088,76730,2013-05-21,36358,0.08150428055513835,-0.04598864841656307,0.0,0.7692307692307693
2013-05-28T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,411001,114281,67244,2013-05-28,47037,0.11444497701952064,-0.0080736473977613,0.04487179487179487,0.5
2013-06-04T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,373061,112259,58671,2013-06-04,53588,0.1436440689324266,0.032820674379403406,0.08974358974358974,0.22435897435897437
2013-06-11T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,373844,116492,61174,2013-06-11,55318,0.1479708113544687,0.059229334222568736,0.10256410256410256,0.1282051282051282
2013-06-18T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,377106,110415,71162,2013-06-18,39253,0.10409009668369106,0.022585816128552705,0.03205128205128205,0.26282051282051283
2013-06-25T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,390647,107441,77152,2013-06-25,30289,0.07753547320214925,-0.03690950381737139,0.0,0.6794871794871795
2013-07-02T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,410399,103011,81627,2013-07-02,21384,0.0521053901203463,-0.0915386788120803,0.0,0.9743589743589743
2013-07-09T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,431574,105942,82060,2013-07-09,23882,0.05533697581411299,-0.09263383554035573,0.00641025641025641,0.9743589743589743
2013-07-16T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,440283,106737,64896,2013-07-16,41841,0.0950320589257364,-0.009058037757954648,0.038461538461538464,0.5
2013-07-23T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,434750,111993,56639,2013-07-23,55354,0.12732374928119608,0.04978827607904683,0.10256410256410256,0.17307692307692307
2013-07-30T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,397035,108850,56821,2013-07-30,52029,0.1310438626317579,0.07893847251141162,0.11538461538461539,0.0641025641025641
2013-08-06T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,396062,105340,70596,2013-08-06,34744,0.08772363922820164,0.032386663414088655,0.02564102564102564,0.25
2013-08-13T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,390547,100561,62573,2013-08-13,37988,0.09726870261453807,0.002236643688801665,0.057692307692307696,0.4423076923076923
2013-08-20T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,385410,104483,56067,2013-08-20,48416,0.12562206481409408,-0.0017016844671020048,0.11538461538461539,0.46153846153846156
2013-08-27T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,384102,105531,35142,2013-08-27,70389,0.18325601012231127,0.05221214749055336,0.21794871794871795,0.14743589743589744
2013-09-03T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,388584,107642,32242,2013-09-03,75400,0.19403783995223683,0.10631420072403519,0.2564102564102564,0.01282051282051282
2013-09-10T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,384164,100358,35578,2013-09-10,64780,0.16862589935548358,0.07135719674094551,0.1858974358974359,0.08333333333333333
2013-09-17T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,384592,96370,41590,2013-09-17,54780,0.14243666014893705,0.016814595334842974,0.15384615384615385,0.3269230769230769
2013-09-24T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,378216,99035,35023,2013-09-24,64012,0.16924720265668294,-0.014008807465628326,0.1987179487179487,0.5705128205128205
2013-10-01T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,374151,97777,36394,2013-10-01,61383,0.16405943055076694,-0.029978409401469897,0.1858974358974359,0.6217948717948718
2013-10-08T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,370406,97919,26363,2013-10-08,71556,0.19318261583235694,0.024556716476873353,0.28205128205128205,0.25
2013-10-15T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,381727,97326,44536,2013-10-15,52790,0.1382925493873894,-0.004144110761547637,0.14743589743589744,0.46794871794871795
2013-10-22T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,390369,105074,38476,2013-10-22,66598,0.17060268617641258,0.0013554835197296389,0.21794871794871795,0.4423076923076923
2013-10-29T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,387166,109627,21224,2013-10-29,88403,0.2283335830109049,0.06427415246013796,0.3782051282051282,0.10897435897435898
2013-11-05T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,386796,105007,26923,2013-11-05,78084,0.2018738559861012,0.008691240153744256,0.32051282051282054,0.40384615384615385
2013-11-12T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,403840,100760,54653,2013-11-12,46107,0.11417145404120443,-0.02412109534618498,0.08974358974358974,0.6217948717948718
2013-11-19T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,397590,97331,62800,2013-11-19,34531,0.0868507759249478,-0.08375191025146478,0.02564102564102564,0.9358974358974359
2013-11-26T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,394432,93619,77658,2013-11-26,15961,0.04046578370923252,-0.18786779930167238,0.0,1.0
2013-12-03T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,386436,93671,83730,2013-12-03,9941,0.025724828949683778,-0.1761490270364174,0.0,0.9935897435897436
2013-12-10T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,377313,94330,78527,2013-12-10,15803,0.041882998995528914,-0.07228845504567552,0.01282051282051282,0.8717948717948718
2013-12-17T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,385432,93399,79637,2013-12-17,13762,0.035705390315282595,-0.05114538560966521,0.00641025641025641,0.8141025641025641
2013-12-24T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,384974,93958,82765,2013-12-24,11193,0.029074690758336928,-0.01139109295089559,0.00641025641025641,0.5448717948717948
2013-12-31T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,379550,96059,78334,2013-12-31,17725,0.046700039520484786,0.020975210570801008,0.03205128205128205,0.3076923076923077
2014-01-07T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,383021,98659,74421,2014-01-07,24238,0.06328112557797091,0.021398126582442,0.05128205128205128,0.2948717948717949
2014-01-14T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,415426,104303,76033,2014-01-14,28270,0.06805062754858868,0.03234523723330608,0.057692307692307696,0.25
2014-01-21T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,410959,104723,74506,2014-01-21,30217,0.07352801617679623,0.044453325418459304,0.0641025641025641,0.1987179487179487
2014-01-28T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,382739,109782,62544,2014-01-28,47238,0.1234209213066868,0.07672088178620201,0.1858974358974359,0.07051282051282051
2014-02-04T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,368279,107407,63755,2014-02-04,43652,0.11852970166639966,0.055248576088428744,0.17307692307692307,0.16025641025641027
2014-02-11T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,376973,116817,64731,2014-02-11,52086,0.13816904658954354,0.07011841904095487,0.23076923076923078,0.09615384615384616
2014-02-18T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,390535,123273,54503,2014-02-18,68770,0.17609177154416378,0.10256375536736755,0.3333333333333333,0.019230769230769232
2014-02-25T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,387503,127279,31023,2014-02-25,96256,0.24840065754329643,0.12497973623660963,0.5064102564102564,0.00641025641025641
2014-03-04T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,393266,128351,27184,2014-03-04,101167,0.25724827470465284,0.1387185730382532,0.532051282051282,0.0
2014-03-11T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,415340,127797,21766,2014-03-11,106031,0.25528723455482255,0.11711818796527901,0.532051282051282,0.019230769230769232
2014-03-18T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,420626,137216,16153,2014-03-18,121063,0.28781625482019657,0.1117244832760328,0.6730769230769231,0.02564102564102564
2014-03-25T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,398264,125231,18218,2014-03-25,107013,0.26869865215033245,0.02029799460703602,0.5961538461538461,0.3525641025641026
2014-04-01T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,363451,117969,26516,2014-04-01,91453,0.2516240153418205,-0.00562425936283234,0.5256410256410257,0.5
2014-04-08T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,365400,109728,28201,2014-04-08,81527,0.22311713191023536,-0.032170102644587195,0.46153846153846156,0.6474358974358975
2014-04-15T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,369577,105454,32464,2014-04-15,72990,0.19749605630220496,-0.09032019851799161,0.40384615384615385,0.9487179487179487
2014-04-22T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,372593,105681,28575,2014-04-22,77106,0.20694430652213006,-0.061754345628202395,0.4358974358974359,0.8397435897435898
2014-04-29T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,378092,106919,29512,2014-04-29,77407,0.20473059467008028,-0.04689342067174021,0.4358974358974359,0.7692307692307693
2014-05-06T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,404700,119385,28746,2014-05-06,90639,0.22396590066716085,0.0008487687569254942,0.48717948717948717,0.46153846153846156
2014-05-13T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,397029,114561,32107,2014-05-13,82454,0.20767752481556762,0.010181468513362657,0.44871794871794873,0.41025641025641024
2014-05-20T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,399371,112385,31232,2014-05-20,81153,0.20320203520035254,-0.0037422713217775128,0.42948717948717946,0.48717948717948717
2014-05-27T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,397695,111146,53577,2014-05-27,57569,0.1447566602547178,-0.05997393441536247,0.26282051282051283,0.8205128205128205
2014-06-03T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,382141,111245,73063,2014-06-03,38182,0.09991599959177372,-0.12404990107538713,0.1346153846153846,0.9871794871794872
