week,best_scheme,sunday_present,sunday_open,sunday_volume,monfri_n,monfri_open_diff,monfri_high_diff,monfri_low_diff,monfri_close_diff,monfri_vol_diff,monfri_exact,sunfri_n,sunfri_open_diff,sunfri_high_diff,sunfri_low_diff,sunfri_close_diff,sunfri_vol_diff,sunfri_exact,sunsat_n,sunsat_open_diff,sunsat_high_diff,sunsat_low_diff,sunsat_close_diff,sunsat_vol_diff,sunsat_exact
2012-08-05,SUN_FRI,True,1604.0,641.0,5,0.35999999999989996,0.0,0.34999999999990905,0.0,-641.0,False,6,0.0,0.0,0.0,0.0,0.0,True,6,0.0,0.0,0.0,0.0,0.0,True
2012-08-12,SUN_FRI,True,1621.0,461.0,5,-0.11999999999989086,0.0,0.0,0.0,-461.0,False,6,0.0,0.0,0.0,0.0,0.0,True,6,0.0,0.0,0.0,0.0,0.0,True
2012-08-19,SUN_FRI,True,1616.0,351.0,5,-0.33999999999991815,0.0,0.0,0.0,-351.0,False,6,0.0,0.0,0.0,0.0,0.0,True,6,0.0,0.0,0.0,0.0,0.0,True
2012-08-26,SUN_FRI,True,1670.7,511.0,5,-1.4500000000000455,0.0,0.0,0.0,-511.0,False,6,0.0,0.0,0.0,0.0,0.0,True,6,0.0,0.0,0.0,0.0,0.0,True
2012-09-02,SUN_FRI,True,1690.7,851.0,5,0.0,0.0,0.0,0.0,-851.0,False,6,0.0,0.0,0.0,0.0,0.0,True,6,0.0,0.0,0.0,0.0,0.0,True
2012-09-09,SUN_FRI,True,1738.2,691.0,5,-3.019999999999982,0.0,0.0,0.0,-691.0,False,6,0.0,0.0,0.0,0.0,0.0,True,6,0.0,0.0,0.0,0.0,0.0,True
2012-09-16,SUN_FRI,False,,0.0,5,0.0,0.0,0.0,0.0,0.0,True,5,0.0,0.0,0.0,0.0,0.0,True,5,0.0,0.0,0.0,0.0,0.0,True
2012-09-23,SUN_FRI,False,,0.0,5,0.0,0.0,0.0,0.0,0.0,True,5,0.0,0.0,0.0,0.0,0.0,True,5,0.0,0.0,0.0,0.0,0.0,True
2012-09-30,SUN_FRI,False,,0.0,5,0.0,0.0,0.0,0.0,0.0,True,5,0.0,0.0,0.0,0.0,0.0,True,5,0.0,0.0,0.0,0.0,0.0,True
2012-10-07,SUN_FRI,False,,0.0,5,0.0,0.0,0.0,0.0,0.0,True,5,0.0,0.0,0.0,0.0,0.0,True,5,0.0,0.0,0.0,0.0,0.0,True
2012-10-14,SUN_FRI,False,,0.0,5,0.0,0.0,0.0,0.0,0.0,True,5,0.0,0.0,0.0,0.0,0.0,True,5,0.0,0.0,0.0,0.0,0.0,True
2012-10-21,SUN_FRI,False,,0.0,5,0.0,0.0,0.0,0.0,0.0,True,5,0.0,0.0,0.0,0.0,0.0,True,5,0.0,0.0,0.0,0.0,0.0,True
2012-10-28,SUN_FRI,False,,0.0,5,0.0,0.0,0.0,0.0,0.0,True,5,0.0,0.0,0.0,0.0,0.0,True,5,0.0,0.0,0.0,0.0,0.0,True
2012-11-04,SUN_FRI,False,,0.0,5,0.0,0.0,0.0,0.0,0.0,True,5,0.0,0.0,0.0,0.0,0.0,True,5,0.0,0.0,0.0,0.0,0.0,True
2012-11-11,SUN_FRI,False,,0.0,5,0.0,0.0,0.0,0.0,0.0,True,5,0.0,0.0,0.0,0.0,0.0,True,5,0.0,0.0,0.0,0.0,0.0,True
2012-11-18,SUN_FRI,False,,0.0,5,0.0,0.0,0.0,0.0,0.0,True,5,0.0,0.0,0.0,0.0,0.0,True,5,0.0,0.0,0.0,0.0,0.0,True
2012-11-25,SUN_FRI,False,,0.0,5,0.0,0.0,0.0,0.0,0.0,True,5,0.0,0.0,0.0,0.0,0.0,True,5,0.0,0.0,0.0,0.0,0.0,True
2012-12-02,SUN_FRI,False,,0.0,5,0.0,0.0,0.0,0.0,0.0,True,5,0.0,0.0,0.0,0.0,0.0,True,5,0.0,0.0,0.0,0.0,0.0,True
2012-12-09,SUN_FRI,False,,0.0,5,0.0,0.0,0.0,0.0,0.0,True,5,0.0,0.0,0.0,0.0,0.0,True,5,0.0,0.0,0.0,0.0,0.0,True
2012-12-16,SUN_FRI,False,,0.0,5,0.0,0.0,0.0,0.0,0.0,True,5,0.0,0.0,0.0,0.0,0.0,True,5,0.0,0.0,0.0,0.0,0.0,True
2012-12-23,SUN_FRI,False,,0.0,4,0.0,0.0,0.0,0.0,0.0,True,4,0.0,0.0,0.0,0.0,0.0,True,4,0.0,0.0,0.0,0.0,0.0,True
2012-12-30,SUN_FRI,False,,0.0,4,0.0,0.0,0.0,0.0,0.0,True,4,0.0,0.0,0.0,0.0,0.0,True,4,0.0,0.0,0.0,0.0,0.0,True
2013-01-06,SUN_FRI,False,,0.0,5,0.0,0.0,0.0,0.0,0.0,True,5,0.0,0.0,0.0,0.0,0.0,True,5,0.0,0.0,0.0,0.0,0.0,True
2013-01-13,SUN_FRI,False,,0.0,5,0.0,0.0,0.0,0.0,0.0,True,5,0.0,0.0,0.0,0.0,0.0,True,5,0.0,0.0,0.0,0.0,0.0,True
