origin_index,origin_date,target_date,y,p_cal,p_raw,p_50,p_frequency,p_fast_only,p_static_logistic,p_equal_candidates,config_id,ridge_lambda,state_discount,dma_alpha,calibration_n,calibration_intercept,calibration_slope,direction,candidate_weights
189,2025-12-15,2025-12-16,0,0.5755815713834429,0.5754103593850561,0.5,0.5763157894736842,0.566860430530797,0.5570313926195797,0.5753259482278935,L4_D0.99_A1,4.0,0.99,1.0,129,0.738257325855727,-1.426489547781101,UNCERTAIN,"[0.44392335340602584,0.2738375531589023,0.28223909343507175]"
190,2025-12-16,2025-12-17,1,0.5833047534783267,0.566780715108645,0.5,0.5732984293193717,0.5630053077355094,0.552307039462492,0.5665749712874426,L4_D0.99_A1,4.0,0.99,1.0,130,0.7182168003177374,-1.4209963473705718,UNCERTAIN,"[0.44346596623707935,0.2738944242481423,0.28263960951477846]"
191,2025-12-17,2025-12-18,0,0.5774535691876976,0.5732551697118128,0.5,0.5755208333333334,0.5659572034679464,0.5560722135168128,0.5731429257762024,L4_D0.99_A1,4.0,0.99,1.0,131,0.7379268865818366,-1.4419984302352202,UNCERTAIN,"[0.44429036835809677,0.2736181126579622,0.28209151898394097]"
192,2025-12-18,2025-12-19,1,0.5850721809590644,0.5647575601862324,0.5,0.572538860103627,0.5621597681232624,0.5514344640505254,0.5645303399100627,L4_D0.99_A1,4.0,0.99,1.0,132,0.7163632392647765,-1.4308718912216938,UNCERTAIN,"[0.44369194874147844,0.27375124048786176,0.2825568107706598]"
193,2025-12-19,2025-12-21,1,0.5792316430587198,0.5711909620854788,0.5,0.5747422680412371,0.5650780294686483,0.555144722319985,0.5710539153846486,L4_D0.99_A1,4.0,0.99,1.0,133,0.7369263343690187,-1.4554900634569599,UNCERTAIN,"[0.4446024289613753,0.27342832032096176,0.281969250717663]"
194,2025-12-21,2025-12-22,1,0.5732558346902066,0.5774849011467997,0.5,0.5769230769230769,0.5679573835725277,0.5587934801116243,0.5774346423217219,L4_D0.99_A1,4.0,0.99,1.0,134,0.7537193431148831,-1.4676315953746564,UNCERTAIN,"[0.4451444242959365,0.27327782527520056,0.28157775042886296]"
195,2025-12-22,2025-12-23,1,0.5673778446332799,0.5836443284200893,0.5,0.5790816326530612,0.5707985955900012,0.5623822073855527,0.5836767749998907,L4_D0.99_A1,4.0,0.99,1.0,135,0.7667071380955922,-1.4671905512394543,UNCERTAIN,"[0.4453452708752222,0.2732871345535196,0.2813675945712583]"
196,2025-12-23,2025-12-24,0,0.5618253817650795,0.5896738834956273,0.5,0.5812182741116751,0.573602411176426,0.5659123307382883,0.5897844192481992,L4_D0.99_A1,4.0,0.99,1.0,136,0.7758440612111472,-1.4540683341195386,UNCERTAIN,"[0.4452304564689369,0.2734444416277092,0.28132510190335386]"
197,2025-12-24,2025-12-25,0,0.5700327399665467,0.5811669053131524,0.5,0.5782828282828283,0.5698795375416514,0.5613836997775246,0.5811664514535434,L4_D0.99_A1,4.0,0.99,1.0,137,0.7691686637933054,-1.4872871164515193,UNCERTAIN,"[0.4458149333854348,0.2730215610125553,0.2811635056020099]"
198,2025-12-25,2025-12-26,1,0.5783142137020836,0.5728280519313228,0.5,0.5753768844221105,0.5662042237335405,0.5569259083938453,0.5727215491458968,L4_D0.99_A1,4.0,0.99,1.0,138,0.7552346083150336,-1.4975435124578094,UNCERTAIN,"[0.4458020040775244,0.2728920874854011,0.28130590843707454]"
199,2025-12-26,2025-12-28,1,0.5722305096874742,0.5789316666422641,0.5,0.5775,0.5689840079035423,0.5604166032962689,0.5789032054456652,L4_D0.99_A1,4.0,0.99,1.0,139,0.7707109708715273,-1.5068142061991774,UNCERTAIN,"[0.4462186083898592,0.27278886564136845,0.28099252596877233]"
200,2025-12-28,2025-12-29,0,0.5662862632879826,0.5849105406313923,0.5,0.5796019900497512,0.571728146828806,0.5638521189013405,0.5849563512761579,L4_D0.99_A1,4.0,0.99,1.0,140,0.782464253257717,-1.5037962587888791,UNCERTAIN,"[0.4463336419733767,0.2728271916701693,0.28083916635645406]"
201,2025-12-29,2025-12-30,1,0.5839274207329332,0.5705852651899319,0.5,0.5767326732673267,0.5730387237940091,0.5601008586143912,0.5704880503621563,L4_D0.99_A1,4.0,0.99,1.0,141,0.772106194804991,-1.524029358043721,UNCERTAIN,"[0.44656548205234053,0.27258814868119324,0.2808463692664663]"
202,2025-12-30,2025-12-31,0,0.5519651996323003,0.5931825537704241,0.5,0.5788177339901478,0.6168167301033898,0.604395478384439,0.5933825125963287,L4_D0.99_A1,4.0,0.99,1.0,142,0.7885920040052443,-1.5378414568310184,UNCERTAIN,"[0.44694555171561184,0.27250540068736345,0.2805490475970248]"
