origin_index,origin_date,target_date,y,return,p,p50,pfreq,config,calibration_n
444,2026-01-29,2026-02-01,0,-0.09962317577737168,0.7009035875298377,0.5,0.6173814898419865,LOGIT_C01,300
445,2026-01-30,2026-02-02,0,-0.04329454170831131,0.7710308802449277,0.5,0.615990990990991,LOGIT_C01,301
446,2026-01-31,2026-02-03,1,0.016495806706163317,0.7034520578456801,0.5,0.6146067415730337,LOGIT_C01,302
447,2026-02-01,2026-02-04,1,0.02031173127966621,0.6907967073102922,0.5,0.6132286995515696,LOGIT_C01,303
448,2026-02-02,2026-02-05,1,0.02518744443316204,0.6460670910838808,0.5,0.6118568232662193,LOGIT_C01,304
449,2026-02-03,2026-02-06,1,0.0032784227640135326,0.6359763553332649,0.5,0.6127232142857143,LOGIT_C01,305
450,2026-02-04,2026-02-07,0,-0.0012517698597100928,0.6735372604279368,0.5,0.6135857461024499,LOGIT_C01,306
451,2026-02-05,2026-02-08,1,0.05003073758193574,0.6750519229619693,0.5,0.6144444444444445,LOGIT_C01,307
452,2026-02-06,2026-02-09,1,0.019121989760663642,0.6458230208248905,0.5,0.61529933481153,LOGIT_C01,308
453,2026-02-07,2026-02-10,1,0.013268858043665385,0.67876523166424,0.5,0.6139380530973452,LOGIT_C01,309
454,2026-02-08,2026-02-11,1,0.011861651744539788,0.6466205628701982,0.5,0.6147902869757175,LOGIT_C01,310
455,2026-02-09,2026-02-12,0,-0.027341185994435153,0.6773249046303782,0.5,0.6156387665198237,LOGIT_C01,311
456,2026-02-10,2026-02-13,1,0.003439879499147357,0.6854509490773872,0.5,0.6164835164835165,LOGIT_C01,312
457,2026-02-11,2026-02-14,0,-0.008070518854827747,0.6308646778287275,0.5,0.6173245614035088,LOGIT_C01,313
458,2026-02-12,2026-02-15,1,0.024325603871344293,0.680852781638888,0.5,0.6159737417943107,LOGIT_C01,314
459,2026-02-13,2026-02-16,0,-0.010070180921821851,0.6524354997666512,0.5,0.6168122270742358,LOGIT_C01,315
460,2026-02-14,2026-02-17,0,-0.0332562582734092,0.6857527009725399,0.5,0.6154684095860566,LOGIT_C01,316
461,2026-02-15,2026-02-18,0,-0.01323524741643577,0.6919520705234283,0.5,0.616304347826087,LOGIT_C01,317
462,2026-02-16,2026-02-19,1,0.0008107935535718204,0.6889419274833564,0.5,0.6149674620390455,LOGIT_C01,318
463,2026-02-17,2026-02-20,1,0.04518941582923208,0.671514698544946,0.5,0.6136363636363636,LOGIT_C01,319
464,2026-02-18,2026-02-21,1,0.02415490986221797,0.6503078529539301,0.5,0.6123110151187905,LOGIT_C01,320
465,2026-02-19,2026-02-22,1,0.02029134500186404,0.6454646998433332,0.5,0.6131465517241379,LOGIT_C01,321
466,2026-02-20,2026-02-23,1,0.02399490239070174,0.6457328944206217,0.5,0.613978494623656,LOGIT_C01,322
467,2026-02-21,2026-02-24,1,0.008789689192073322,0.6559791106902013,0.5,0.6148068669527897,LOGIT_C01,323
468,2026-02-22,2026-02-25,1,0.012909093442169855,0.6571959079442657,0.5,0.6156316916488223,LOGIT_C01,324
469,2026-02-23,2026-02-26,0,-0.008232949620609943,0.6462507780435468,0.5,0.6164529914529915,LOGIT_C01,325
470,2026-02-24,2026-02-27,1,0.02591549029969081,0.6611951743304693,0.5,0.6172707889125799,LOGIT_C01,326
471,2026-02-25,2026-02-28,1,0.02166292642596549,0.6369720700171085,0.5,0.6180851063829788,LOGIT_C01,327
472,2026-02-26,2026-03-01,1,0.017797580149217448,0.6425972795242371,0.5,0.6167728237791932,LOGIT_C01,328
473,2026-02-27,2026-03-02,1,0.008206611890882808,0.6526532936323538,0.5,0.6175847457627118,LOGIT_C01,329
474,2026-02-28,2026-03-03,0,-0.03654676818004969,0.6509511983581948,0.5,0.6183932346723044,LOGIT_C01,330
475,2026-03-01,2026-03-04,0,-0.026318264350917355,0.6475490700662214,0.5,0.619198312236287,LOGIT_C01,331
476,2026-03-02,2026-03-05,0,-0.04610797075415435,0.6466285176690827,0.5,0.62,LOGIT_C01,332
477,2026-03-03,2026-03-06,1,0.016209260077439332,0.653688758703642,0.5,0.6186974789915967,LOGIT_C01,333
478,2026-03-04,2026-03-07,1,0.005880163134173389,0.6174996046585504,0.5,0.6174004192872118,LOGIT_C01,334
479,2026-03-05,2026-03-08,1,0.017322146904920437,0.6284326088011599,0.5,0.6161087866108786,LOGIT_C01,335
480,2026-03-06,2026-03-09,0,-0.0064937560345662395,0.6267354644041104,0.5,0.6169102296450939,LOGIT_C01,336
481,2026-03-07,2026-03-10,1,0.004078779040915475,0.6348162141385248,0.5,0.6177083333333333,LOGIT_C01,337
482,2026-03-08,2026-03-11,1,0.00099363005241562,0.6349757768757675,0.5,0.6185031185031185,LOGIT_C01,338
483,2026-03-09,2026-03-12,0,-0.011553294080915976,0.6256421689923832,0.5,0.6172199170124482,LOGIT_C01,339
484,2026-03-10,2026-03-13,0,-0.033553652228225914,0.6260183874697658,0.5,0.6180124223602484,LOGIT_C01,340
485,2026-03-11,2026-03-14,0,-0.030692084662905867,0.6268918077216776,0.5,0.618801652892562,LOGIT_C01,341
486,2026-03-12,2026-03-15,0,-0.011758420408976417,0.6201091051724266,0.5,0.6175257731958763,LOGIT_C01,342
487,2026-03-13,2026-03-16,0,-0.002890945045815618,0.6214641875595467,0.5,0.6162551440329218,LOGIT_C01,343
488,2026-03-14,2026-03-17,0,-0.0027675677353247163,0.616362793597012,0.5,0.6149897330595483,LOGIT_C01,344
489,2026-03-15,2026-03-18,0,-0.040874789971000476,0.6101498895113763,0.5,0.6137295081967213,LOGIT_C01,345
490,2026-03-16,2026-03-19,0,-0.07374246175745262,0.6080119253104899,0.5,0.6124744376278118,LOGIT_C01,346
491,2026-03-17,2026-03-20,0,-0.10770405989112644,0.6095957991012154,0.5,0.6112244897959184,LOGIT_C01,347
492,2026-03-18,2026-03-21,0,-0.06899119337092517,0.6135303247078716,0.5,0.609979633401222,LOGIT_C01,348
493,2026-03-19,2026-03-22,0,-0.03346846851209218,0.5785157371940397,0.5,0.608739837398374,LOGIT_C01,349
494,2026-03-20,2026-03-23,0,-0.019677777184859985,0.5578593715217909,0.5,0.6075050709939148,LOGIT_C01,350
495,2026-03-21,2026-03-24,0,-0.0051261325128501714,0.5401148446087873,0.5,0.6062753036437247,LOGIT_C01,351
496,2026-03-22,2026-03-25,1,0.0019571604116904815,0.5554269417478935,0.5,0.6050505050505051,LOGIT_C01,352
497,2026-03-23,2026-03-26,0,-0.006755071890980594,0.5699093617672613,0.5,0.6038306451612904,LOGIT_C01,353
498,2026-03-24,2026-03-27,1,0.004385672928890063,0.5636788406152423,0.5,0.60261569416499,LOGIT_C01,354
499,2026-03-25,2026-03-28,1,0.0003120926752508179,0.5924362601355793,0.5,0.6034136546184738,LOGIT_C01,355
500,2026-03-26,2026-03-29,1,0.0292969967484248,0.6163011128066206,0.5,0.6022044088176353,LOGIT_C01,356
501,2026-03-27,2026-03-30,1,0.003711722438343895,0.5694797058620764,0.5,0.603,LOGIT_C01,357
502,2026-03-28,2026-03-31,1,0.034970398040301096,0.6216244199541975,0.5,0.6037924151696606,LOGIT_C01,358
503,2026-03-29,2026-04-01,1,0.05410539947573773,0.6183538554330775,0.5,0.6045816733067729,LOGIT_C01,359
504,2026-03-30,2026-04-02,1,0.0361205637758633,0.6310629313324476,0.5,0.6053677932405567,LOGIT_C01,360
505,2026-03-31,2026-04-03,1,0.0017926510173793722,0.6209468193063004,0.5,0.6061507936507936,LOGIT_C01,361
506,2026-04-01,2026-04-04,0,-0.017336207182407064,0.638592246287738,0.5,0.6069306930693069,LOGIT_C01,362
507,2026-04-02,2026-04-05,0,-6.42745744697137e-05,0.6610392214755981,0.5,0.607707509881423,LOGIT_C01,363
508,2026-04-03,2026-04-06,0,-0.005732896692721294,0.61915824002703,0.5,0.6084812623274162,LOGIT_C01,364
509,2026-04-04,2026-04-07,1,0.006370004038414261,0.6450014791332556,0.5,0.6072834645669292,LOGIT_C01,365
510,2026-04-05,2026-04-08,1,0.00914719473416034,0.6493628001395187,0.5,0.6060903732809431,LOGIT_C01,366
511,2026-04-06,2026-04-09,1,0.024808990030546676,0.6420797126632639,0.5,0.6049019607843137,LOGIT_C01,367
512,2026-04-07,2026-04-10,1,0.009134391430516723,0.6259785224393626,0.5,0.6056751467710372,LOGIT_C01,368
513,2026-04-08,2026-04-11,1,0.006557788854811949,0.6309636451144476,0.5,0.6064453125,LOGIT_C01,369
514,2026-04-09,2026-04-12,0,-0.0033753226507796043,0.6197421038141911,0.5,0.6072124756335283,LOGIT_C01,370
515,2026-04-10,2026-04-13,0,-0.001861276541359402,0.6616341490972361,0.5,0.607976653696498,LOGIT_C01,371
516,2026-04-11,2026-04-14,1,0.01901300108907276,0.6362984981332115,0.5,0.6087378640776699,LOGIT_C01,372
517,2026-04-12,2026-04-15,1,0.008485773260189403,0.6386338701094212,0.5,0.6075581395348837,LOGIT_C01,373
518,2026-04-13,2026-04-16,1,0.010269795276797567,0.6355400741352306,0.5,0.6063829787234043,LOGIT_C01,374
519,2026-04-14,2026-04-17,0,-0.0022970879028360986,0.61999193326017,0.5,0.6071428571428571,LOGIT_C01,375
520,2026-04-15,2026-04-18,1,0.008958868082167755,0.6427342954584131,0.5,0.6078998073217726,LOGIT_C01,376
521,2026-04-16,2026-04-19,1,0.00923052770930652,0.6232919745913309,0.5,0.6086538461538461,LOGIT_C01,377
522,2026-04-17,2026-04-20,0,-0.0020992101059010937,0.6193954290273821,0.5,0.6074856046065259,LOGIT_C01,378
523,2026-04-18,2026-04-21,0,-0.023978209735376937,0.6290669948292809,0.5,0.6082375478927203,LOGIT_C01,379
524,2026-04-19,2026-04-22,0,-0.019704421311465225,0.6167575442414247,0.5,0.6089866156787763,LOGIT_C01,380
525,2026-04-20,2026-04-23,0,-0.02665749105240354,0.606843085497695,0.5,0.607824427480916,LOGIT_C01,381
526,2026-04-21,2026-04-24,0,-0.0021015353217795824,0.6091132674640927,0.5,0.6066666666666667,LOGIT_C01,382
527,2026-04-22,2026-04-25,0,-0.006601266630378321,0.5761570889060775,0.5,0.6055133079847909,LOGIT_C01,383
528,2026-04-23,2026-04-26,1,0.0028960394119905385,0.5890198014438632,0.5,0.6043643263757116,LOGIT_C01,384
529,2026-04-24,2026-04-27,0,-0.005960356591501885,0.5793865463016178,0.5,0.603219696969697,LOGIT_C01,385
530,2026-04-25,2026-04-28,0,-0.024100739734151267,0.589472858634394,0.5,0.6020793950850661,LOGIT_C01,386
531,2026-04-26,2026-04-29,0,-0.03532153498788244,0.5910054655698223,0.5,0.6028301886792453,LOGIT_C01,387
532,2026-04-27,2026-04-30,0,-0.012974311919624946,0.5892019019013462,0.5,0.6016949152542372,LOGIT_C01,388
533,2026-04-28,2026-05-01,1,0.003986800309579838,0.5961594865263158,0.5,0.6005639097744361,LOGIT_C01,389
534,2026-04-29,2026-05-02,1,0.015147960859617208,0.5762376846352752,0.5,0.599437148217636,LOGIT_C01,390
535,2026-04-30,2026-05-03,0,-0.0017405620391090927,0.5580969595182157,0.5,0.598314606741573,LOGIT_C01,391
536,2026-05-01,2026-05-04,0,-0.019967845586910848,0.5943619279319362,0.5,0.5990654205607476,LOGIT_C01,392
537,2026-05-02,2026-05-05,0,-0.012289520458807409,0.592746586006964,0.5,0.5998134328358209,LOGIT_C01,393
538,2026-05-03,2026-05-06,1,0.016687092935165005,0.5959221653833836,0.5,0.5986964618249534,LOGIT_C01,394
539,2026-05-04,2026-05-07,1,0.036004768408081984,0.601448076754887,0.5,0.5975836431226765,LOGIT_C01,395
540,2026-05-05,2026-05-08,1,0.03437021627060809,0.5635639909783079,0.5,0.5964749536178108,LOGIT_C01,396
541,2026-05-06,2026-05-09,1,0.005225181774223961,0.571256344621635,0.5,0.5972222222222222,LOGIT_C01,397
542,2026-05-07,2026-05-10,1,0.0055386750518025855,0.6085567179062031,0.5,0.5979667282809612,LOGIT_C01,398
543,2026-05-08,2026-05-11,1,0.00406070940688388,0.6182103629851357,0.5,0.5987084870848709,LOGIT_C01,399
544,2026-05-09,2026-05-12,0,-3.790347862968147e-05,0.6116878363318319,0.5,0.5994475138121547,LOGIT_C01,400
545,2026-05-10,2026-05-13,0,-0.005715035861463771,0.6102146928831128,0.5,0.6001838235294118,LOGIT_C01,401
546,2026-05-11,2026-05-14,0,-0.01780059564357471,0.5890814573448576,0.5,0.6009174311926605,LOGIT_C01,402
547,2026-05-12,2026-05-15,0,-0.03785510337618268,0.587849777967915,0.5,0.5998168498168498,LOGIT_C01,403
548,2026-05-13,2026-05-16,0,-0.0327103044088589,0.5895375637018282,0.5,0.5987202925045704,LOGIT_C01,404
549,2026-05-14,2026-05-17,0,-0.024854769427735044,0.5998420888539009,0.5,0.5976277372262774,LOGIT_C01,405
550,2026-05-15,2026-05-18,1,0.005716251899430649,0.6014702456067527,0.5,0.5965391621129326,LOGIT_C01,406
551,2026-05-16,2026-05-19,0,-0.012389090841041955,0.5801577412040689,0.5,0.5954545454545455,LOGIT_C01,407
552,2026-05-17,2026-05-20,1,0.0013970179976042095,0.5871639002867092,0.5,0.5943738656987296,LOGIT_C01,408
553,2026-05-18,2026-05-21,0,-0.005064547054488636,0.5834360924601275,0.5,0.595108695652174,LOGIT_C01,409
554,2026-05-19,2026-05-22,1,0.006003473425699913,0.6024790887098723,0.5,0.5940325497287523,LOGIT_C01,410
555,2026-05-20,2026-05-23,0,-0.008486645318222378,0.5699356038877339,0.5,0.5947653429602888,LOGIT_C01,411
556,2026-05-21,2026-05-24,0,-0.00827908175705296,0.5903947013543026,0.5,0.5936936936936937,LOGIT_C01,412
557,2026-05-22,2026-05-25,1,0.013744170341850907,0.5932599075265188,0.5,0.5944244604316546,LOGIT_C01,413
558,2026-05-23,2026-05-26,1,0.00042716041380207214,0.5839549041756523,0.5,0.5933572710951526,LOGIT_C01,414
559,2026-05-24,2026-05-27,0,-0.011013404536269552,0.5861353142141451,0.5,0.5922939068100358,LOGIT_C01,415
560,2026-05-25,2026-05-28,0,-0.01651406375029849,0.5883604006631213,0.5,0.5930232558139535,LOGIT_C01,416
561,2026-05-26,2026-05-29,1,0.007200590770299924,0.6003121411835886,0.5,0.59375,LOGIT_C01,417
562,2026-05-27,2026-05-30,1,0.01916478577988316,0.5870729857361495,0.5,0.5926916221033868,LOGIT_C01,418
563,2026-05-28,2026-05-31,1,0.010224028230091858,0.5731439680863044,0.5,0.5916370106761566,LOGIT_C01,419
564,2026-05-29,2026-06-13,0,-0.07422059030475868,0.5914298517336086,0.5,0.5923623445825933,LOGIT_C01,420
565,2026-05-30,2026-06-14,0,-0.07474610282555132,0.5937104266975055,0.5,0.5930851063829787,LOGIT_C01,421
566,2026-05-31,2026-06-15,0,-0.05269007241026517,0.5955242069835469,0.5,0.5938053097345133,LOGIT_C01,422
567,2026-06-13,2026-06-16,1,0.027142590079529294,0.6240502345961246,0.5,0.592756183745583,LOGIT_C01,423
568,2026-06-14,2026-06-17,1,0.010079464596026055,0.5365959507498633,0.5,0.591710758377425,LOGIT_C01,424
569,2026-06-15,2026-06-18,0,-0.023550042637916258,0.5477125531918369,0.5,0.590669014084507,LOGIT_C01,425
570,2026-06-16,2026-06-19,0,-0.041183637618968205,0.5641790040722773,0.5,0.5913884007029877,LOGIT_C01,426
571,2026-06-17,2026-06-20,0,-0.024140721471622075,0.569318831613216,0.5,0.5921052631578947,LOGIT_C01,427
572,2026-06-18,2026-06-21,0,-0.012577019581357316,0.5641270448824045,0.5,0.5910683012259195,LOGIT_C01,428
573,2026-06-19,2026-06-22,1,0.008426215724680918,0.5622171751825424,0.5,0.590034965034965,LOGIT_C01,429
574,2026-06-20,2026-06-23,0,-0.011144577291700508,0.5384646613315006,0.5,0.5890052356020943,LOGIT_C01,430
575,2026-06-21,2026-06-24,0,-0.03810413923172919,0.5500246185121644,0.5,0.587979094076655,LOGIT_C01,431
576,2026-06-22,2026-06-25,0,-0.040242157179703975,0.5493201230555614,0.5,0.5886956521739131,LOGIT_C01,432
577,2026-06-23,2026-06-26,0,-0.005249175677749581,0.633709656548607,0.5,0.5876736111111112,LOGIT_C01,433
578,2026-06-24,2026-06-27,1,0.01972320148194365,0.6144811711003568,0.5,0.5866551126516465,LOGIT_C01,434
579,2026-06-25,2026-06-28,1,0.013411013709060678,0.5970777644871544,0.5,0.5856401384083045,LOGIT_C01,435
580,2026-06-26,2026-06-29,0,-0.017864654913098656,0.5845001561366905,0.5,0.5846286701208981,HGB_D2,436
581,2026-06-27,2026-06-30,0,-0.018077770087337502,0.6010316236052424,0.5,0.5853448275862069,HGB_D2,437
