year,origin_date,target_date,q80,sqrt_forecast,target_dr,target_return,risk_hit,actual_up,outcome_class,RV_LOGIT_available,RV_LOGIT_up,RV_LOGIT_p_up,TTSM_S2_available,TTSM_S2_up,TTSM_S2_signal
2020,2020-07-30,2020-07-31,2.860861230028183e-05,7.464090701074975e-05,4.674472212902601e-05,0.003467672334872927,1,1,HIT_UP,1,1,0.550499458640612,1,0,0
2020,2020-07-31,2020-08-03,2.860861230028183e-05,7.426395024345292e-05,3.561951077594396e-05,-0.0011449305173277695,1,0,HIT_DOWN,1,1,0.5445750162602272,1,0,0
2020,2020-08-03,2020-08-04,2.860861230028183e-05,6.030621154433899e-05,6.953601156557138e-05,0.019699834961464997,1,1,HIT_UP,1,1,0.5363013714836142,1,0,0
2020,2020-08-04,2020-08-05,2.860861230028183e-05,5.472175948338299e-05,7.676348795685279e-05,0.014720215628041954,1,1,HIT_UP,1,1,0.5547540405538203,1,1,1
2020,2020-08-05,2020-08-06,2.860861230028183e-05,5.155458984203408e-05,8.779588776711034e-05,0.00656357427116602,1,1,HIT_UP,1,1,0.557518896922414,1,1,1
2020,2020-08-06,2020-08-07,2.860861230028183e-05,5.484845807759508e-05,0.0001239169878976226,-0.01058735947855936,1,0,HIT_DOWN,1,1,0.5607398866447726,1,1,1
2020,2020-08-07,2020-08-10,2.860861230028183e-05,6.484399476350647e-05,6.834798617705368e-05,-0.007213334647140538,1,0,HIT_DOWN,1,1,0.5606817620704116,1,0,-1
2020,2020-08-10,2020-08-11,2.860861230028183e-05,6.443345202434735e-05,0.0004673158052909637,-0.06918049351949755,1,0,HIT_DOWN,1,1,0.5474505434104184,1,0,0
2020,2020-08-11,2020-08-12,2.860861230028183e-05,0.00011465970827647206,0.0002563032081202965,0.026166937506618776,1,1,HIT_UP,1,1,0.5765137608586446,1,0,0
2020,2020-08-12,2020-08-13,2.860861230028183e-05,0.00012206641414499666,0.0001275483069864718,0.006983897674477533,1,1,HIT_UP,1,1,0.5817495930105032,1,0,0
2020,2020-08-13,2020-08-14,2.860861230028183e-05,0.00011879549038529363,7.554533145474326e-05,-0.0021933832341803476,1,0,HIT_DOWN,1,1,0.5689986948162435,1,0,0
2020,2020-08-14,2020-08-17,2.860861230028183e-05,0.00011043325652485147,4.645973402848452e-05,0.02357785389583518,1,1,HIT_UP,1,1,0.5518602657612613,1,0,0
2020,2020-08-17,2020-08-18,2.860861230028183e-05,0.00010477531574541216,0.0001385082268711345,0.001502367822612049,1,1,HIT_UP,1,1,0.5532296176207377,1,0,0
2020,2020-08-18,2020-08-19,2.860861230028183e-05,9.784627887370936e-05,0.0002918586707735426,-0.022422581754786116,1,0,HIT_DOWN,1,1,0.5671722011950356,1,0,0
2020,2020-08-19,2020-08-20,2.860861230028183e-05,0.0001136809981280039,0.0001294606290147227,9.1543426072857e-05,1,1,HIT_UP,1,1,0.5752813034846284,1,0,0
2020,2020-08-20,2020-08-21,2.860861230028183e-05,0.00010495656877589681,0.000113949082922239,-0.004919043277476421,1,0,HIT_DOWN,1,1,0.5681252028069534,1,0,0
2020,2020-08-21,2020-08-24,2.860861230028183e-05,0.00010827050640646973,8.564594123437092e-05,-0.0021324865469472304,1,0,HIT_DOWN,1,1,0.5610360597180578,1,0,0
2020,2020-08-24,2020-08-25,2.860861230028183e-05,0.00011080945372645119,6.418156403183547e-05,-0.005492046602351972,1,0,HIT_DOWN,1,1,0.5527968866933493,1,0,0
2020,2020-08-25,2020-08-26,2.860861230028183e-05,0.0001020672699554197,7.508630762118032e-05,0.008825358961032972,1,1,HIT_UP,1,1,0.5440346839249456,1,0,0
2020,2020-08-26,2020-08-27,2.860861230028183e-05,8.625489419899084e-05,0.0002978117833195794,-0.0009406060662854312,1,0,HIT_DOWN,1,1,0.5531105745823731,1,0,-1
2020,2020-08-27,2020-08-28,2.860861230028183e-05,0.00011287116125431304,6.758413871847994e-05,0.012319979683012124,1,1,HIT_UP,1,1,0.56840434466553,1,0,0
2020,2020-08-28,2020-08-31,2.860861230028183e-05,9.090405100311293e-05,5.365403551207688e-05,0.009755666034202958,1,1,HIT_UP,1,1,0.5497096860220964,1,0,0
2020,2020-08-31,2020-09-01,2.860861230028183e-05,8.574193473422172e-05,0.0001086467963041653,-0.009741162174967625,1,0,HIT_DOWN,1,1,0.5472545174570307,1,0,0
2020,2020-09-01,2020-09-02,2.860861230028183e-05,9.629795486466275e-05,7.072698610242472e-05,-0.009800240985337725,1,0,HIT_DOWN,1,1,0.552180604940398,1,0,0
2020,2020-09-02,2020-09-03,2.860861230028183e-05,9.308678507058296e-05,8.063793517818207e-05,-0.00471780691914926,1,0,HIT_DOWN,1,1,0.5459674440187537,1,0,0
2020,2020-09-03,2020-09-04,2.860861230028183e-05,7.981033040816839e-05,9.208388049211649e-05,-0.0013751995825297821,1,0,HIT_DOWN,1,1,0.5462100002116428,1,0,-1
2020,2020-09-04,2020-09-07,2.860861230028183e-05,8.334474909984966e-05,2.141934781212258e-05,-0.005254925143327646,0,0,MISS,1,1,0.5449937883580451,1,0,-1
2020,2020-09-07,2020-09-08,2.860861230028183e-05,7.000105104507688e-05,7.605086033108356e-05,0.0033210752295085824,1,1,HIT_UP,1,1,0.5219989944859857,1,0,-1
2020,2020-09-08,2020-09-09,2.860861230028183e-05,7.280562524732572e-05,3.896338708158658e-05,0.008493639730805708,1,1,HIT_UP,1,1,0.5426121677395281,1,1,1
2020,2020-09-09,2020-09-10,2.860861230028183e-05,6.529101299616298e-05,5.442050931900049e-05,-0.0031538001490363575,1,0,HIT_DOWN,1,1,0.5365854481845458,1,1,1
2020,2020-09-10,2020-09-11,2.860861230028183e-05,6.109157175911172e-05,3.178228696021433e-05,-0.00022856091627959947,1,0,HIT_DOWN,1,1,0.5361242260372632,1,0,-1
2020,2020-09-11,2020-09-14,2.860861230028183e-05,5.092009451470322e-05,1.798297351894954e-05,0.012584258487879087,0,1,MISS,1,1,0.5286072460563739,1,0,-1
2020,2020-09-14,2020-09-15,2.860861230028183e-05,4.71959161111059e-05,4.710382980076403e-05,-0.002677458278134704,1,0,HIT_DOWN,1,1,0.5246683066023381,1,0,-1
2020,2020-09-15,2020-09-16,2.860861230028183e-05,4.761409522867869e-05,7.044525941695673e-05,-0.010164541469876387,1,0,HIT_DOWN,1,1,0.5309377456241932,1,0,-1
2020,2020-09-16,2020-09-17,2.860861230028183e-05,5.271478176201235e-05,3.510047961988829e-05,0.0063716913300908605,1,1,HIT_UP,1,1,0.5368012915386925,1,0,-1
2020,2020-09-17,2020-09-18,2.860861230028183e-05,4.649146380546015e-05,1.784889665887207e-05,-0.0008448412594372516,0,0,MISS,1,1,0.5320001049474243,1,1,1
2020,2020-09-18,2020-09-21,2.860861230028183e-05,4.0226368755060827e-05,0.0001770953590506383,-0.02004388525376693,1,0,HIT_DOWN,1,1,0.5221677893011124,1,1,1
2020,2020-09-21,2020-09-22,2.860861230028183e-05,6.435828574957761e-05,8.737312371517912e-05,-0.009768357323868625,1,0,HIT_DOWN,1,1,0.5476356742141442,1,0,-1
2020,2020-09-22,2020-09-23,2.860861230028183e-05,6.217171406438488e-05,0.0001385835605778598,-0.01970623132999889,1,0,HIT_DOWN,1,1,0.5372717580052446,1,0,-1
2020,2020-09-23,2020-09-24,2.860861230028183e-05,7.145692501330664e-05,8.582148723877189e-05,0.006981819602552356,1,1,HIT_UP,1,1,0.5399420375250934,1,0,-1
2020,2020-09-24,2020-09-25,2.860861230028183e-05,7.33241122962322e-05,5.703526169117638e-05,-0.004111790586464743,1,0,HIT_DOWN,1,1,0.538899205000291,1,0,-1
2020,2020-09-25,2020-09-28,2.860861230028183e-05,7.579931719936439e-05,4.211334084500791e-05,0.011468285412210706,1,1,HIT_UP,1,1,0.5307785049359786,1,0,0
2020,2020-09-28,2020-09-29,2.860861230028183e-05,6.103123224427359e-05,3.671407880066695e-05,0.003357860128155475,1,1,HIT_UP,1,1,0.530753219404424,1,0,-1
2020,2020-09-29,2020-09-30,2.860861230028183e-05,5.526452974838127e-05,5.111485204475823e-05,0.0016640111470145578,1,1,HIT_UP,1,1,0.5289470512351322,1,0,-1
2020,2020-09-30,2020-10-01,2.860861230028183e-05,5.034128679603555e-05,3.326083279061009e-05,0.0011425520233333943,1,1,HIT_UP,1,1,0.534180825426162,1,0,-1
2020,2020-10-01,2020-10-02,2.860861230028183e-05,4.3240157757122814e-05,5.121792885748642e-05,0.0025907876855670283,1,1,HIT_UP,1,1,0.5310973297881487,1,0,-1
