origin_date,target_date,origin_close,target_close,target_log_return,actual_up,momentum_20d_log_return,tsm_signal,rs_plus_5d,rs_minus_5d,q80_plus_250d,q80_minus_250d,region,ttsm_s1_signal,ttsm_s2_signal
2022-12-29,2023-01-03,1815.93005,1846.66003,0.016780857507039514,1,0.03371304725731555,1,0.00012493456202147013,0.0001330325607498303,0.00024511058319009224,0.00025441775302919705,3,1,1
2023-01-03,2023-01-04,1846.66003,1852.060059,0.002919946742020148,1,0.04882644573416181,1,0.0001545098234629926,0.0001652467918439092,0.00024511058319009224,0.00025441775302919705,3,1,1
2023-01-04,2023-01-05,1852.060059,1838.20996,-0.007506314692604031,0,0.054462381075853564,1,0.00017727984167427015,0.00015675352090733176,0.00024511058319009224,0.00025441775302919705,3,1,1
2023-01-05,2023-01-09,1838.20996,1871.38,0.01788387634527822,1,0.046705255427227164,1,0.00017412698637639347,0.00016941483883276868,0.00024511058319009224,0.00025441775302919705,3,1,1
2023-01-09,2023-01-10,1871.38,1877.92004,0.003488676053335052,1,0.050276268249347465,1,0.00017445570901692713,0.00016790824039352654,0.00024511058319009224,0.00025441775302919705,3,1,1
2023-01-10,2023-01-11,1877.92004,1884.48999,0.0034924192873265654,1,0.043756854427559416,1,0.0001742915121348855,0.00016859284489923864,0.00024511058319009224,0.00025441775302919705,3,1,1
2023-01-11,2023-01-12,1884.48999,1896.01001,0.006094461397593419,1,0.06122677927785336,1,0.0001557236551389154,0.00014661598394006292,0.00024511058319009224,0.00025441775302919705,3,1,1
2023-01-12,2023-01-16,1896.01001,1911.41003,0.008089521944008927,1,0.06822428121956436,1,0.0001512581725534285,0.0001577644619149978,0.00024511058319009224,0.00025441775302919705,3,1,1
2023-01-16,2023-01-17,1911.41003,1899.62,-0.006187339129039534,0,0.06919619831393173,1,0.00012721975311521822,0.00013617242430337368,0.00024511058319009224,0.00025441775302919705,3,1,1
2023-01-17,2023-01-18,1899.62,1909.83997,0.005365587038309033,1,0.055780107484420256,1,0.00012807491664154126,0.00013915983242479834,0.00024511058319009224,0.00025441775302919705,3,1,1
2023-01-18,2023-01-19,1909.83997,1923.84998,0.0073089230224548715,1,0.0689352609895709,1,0.00014398157722811926,0.00015668581177923234,0.00024511058319009224,0.00025441775302919705,3,1,1
2023-01-19,2023-01-23,1923.84998,1932.80005,0.004641378397072225,1,0.061493370117856196,1,0.00015070534749550663,0.00015390589365293095,0.00024511058319009224,0.00025441775302919705,3,1,1
2023-01-23,2023-01-24,1932.80005,1928.58997,-0.0021806042106341655,0,0.07612863211845913,1,0.00014352129475623832,0.00014314204586858377,0.00024511058319009224,0.00025441775302919705,3,1,1
2023-01-24,2023-01-25,1928.58997,1946.76001,0.009377306947981145,1,0.08074336850566657,1,0.00016546704992875002,0.00014927563991691322,0.00024511058319009224,0.00025441775302919705,3,1,1
2023-01-25,2023-01-26,1946.76001,1921.68994,-0.01296148137059172,0,0.08372179670498935,1,0.00017451025659380987,0.00014714414080199245,0.00024511058319009224,0.00025441775302919705,3,1,1
2023-01-26,2023-01-30,1921.68994,1920.18994,-0.000780867764256711,0,0.057609992181434644,1,0.00017735817303775545,0.00017562553239087666,0.00024511058319009224,0.00025441775302919705,3,1,1
2023-01-30,2023-01-31,1920.18994,1925.82996,0.0029329146440185048,1,0.05347225115775312,1,0.00016237627251442465,0.00017452909329703328,0.00024511058319009224,0.00025441775302919705,3,1,1
2023-01-31,2023-02-01,1925.82996,1953.39001,0.014209306984155234,1,0.07038546110365172,1,0.00017483889873624886,0.00017363149237311433,0.00024511058319009224,0.00025441775302919705,3,1,1
2023-02-01,2023-02-02,1953.39001,1916.13,-0.019258802924405388,0,0.07520134959599434,1,0.00021720385293377462,0.00017427185416495392,0.000244751017558535,0.00025441775302919705,3,1,1
2023-02-02,2023-02-06,1916.13,1873.17004,-0.022675322755413403,0,0.05751118754283363,1,0.00021437951837419855,0.0002144307863833437,0.000244751017558535,0.00025441775302919705,3,1,1
2023-02-06,2023-02-07,1873.17004,1877.13,0.0021118104842088093,1,0.031034443463647633,1,0.00020637574244299864,0.00018253158047942382,0.000244751017558535,0.00025441775302919705,3,1,1
2023-02-07,2023-02-08,1877.13,1879.54004,0.0012830726707274219,1,0.01636539644081715,1,0.00023023516278085669,0.00020609067285050288,0.000244751017558535,0.00025441775302919705,3,1,1
2023-02-08,2023-02-09,1879.54004,1854.089966,-0.01363309601641355,0,0.014728522369524426,1,0.0002269809505213391,0.00021578188362425692,0.000244751017558535,0.00025441775302919705,3,1,1
2023-02-09,2023-02-13,1854.089966,1858.26001,0.002246580080462435,1,0.00860174104571503,1,0.00017971929061098382,0.00024413958119413214,0.000244751017558535,0.00025441775302919705,3,1,1
2023-02-13,2023-02-14,1858.26001,1847.88,-0.005601535351217553,0,-0.007035555219100947,-1,0.0001714365359486982,0.0001999998878385634,0.000244751017558535,0.00025441775302919705,3,-1,-1
2023-02-14,2023-02-15,1847.88,1839.41003,-0.00459415170952675,0,-0.016125766623653587,-1,0.00020353857976553003,0.00025471754542684367,0.000244751017558535,0.00025471754542684367,3,-1,-1
2023-02-15,2023-02-16,1839.41003,1826.82996,-0.006862681879679447,0,-0.024212337620506796,-1,0.00019559164377194721,0.00024995216885184766,0.000244751017558535,0.00025471754542684367,3,-1,-1
2023-02-16,2023-02-20,1826.82996,1839.19995,0.006748464824122836,1,-0.037169480897779786,-1,0.00019115798779223165,0.0002513576766926081,0.000244751017558535,0.00025471754542684367,3,-1,-1
2023-02-20,2023-02-21,1839.19995,1836.60999,-0.0014091916997209413,0,-0.03851053801766579,-1,0.00017055874263182628,0.00020676000898863084,0.000244751017558535,0.00025441775302919705,3,-1,-1
2023-02-21,2023-02-22,1836.60999,1829.95996,-0.003627388748837674,0,-0.033732390588347115,-1,0.00017096003787159017,0.0002184205294182294,0.000244751017558535,0.00025441775302919705,3,-1,-1
2023-02-22,2023-02-23,1829.95996,1825.60999,-0.0023799145483090985,0,-0.042725366375493824,-1,0.00013320068873855234,0.00016004677070493304,0.000244751017558535,0.00025441775302919705,3,-1,-1
2023-02-23,2023-02-27,1825.60999,1814.55005,-0.006076641637363079,0,-0.052414203946257634,-1,0.0001287643170198984,0.00014544773300693696,0.000244751017558535,0.00025441775302919705,3,-1,-1
2023-02-27,2023-02-28,1814.55005,1830.12,0.008544007827084865,1,-0.06313222398069304,-1,0.00010782989174053412,0.00011626862387274267,0.000244751017558535,0.00025441775302919705,3,-1,-1
2023-02-28,2023-03-01,1830.12,1834.48999,0.002384969796692948,1,-0.052407611942974025,-1,0.00012824984707360515,0.00012360895564733477,0.000244751017558535,0.00025441775302919705,3,-1,-1
2023-03-01,2023-03-02,1834.48999,1838.54004,0.0022052918752684552,1,-0.059399949094262265,-1,0.00013430473569528894,0.00012193345042450019,0.000244751017558535,0.00025441775302919705,3,-1,-1
2023-03-02,2023-03-06,1838.54004,1847.37,0.004791205859952062,1,-0.04423317584840192,-1,0.00013230782739318271,0.00011556159399738475,0.000244751017558535,0.00025441775302919705,3,-1,-1
2023-03-06,2023-03-07,1847.37,1811.68994,-0.019502927817174505,0,-0.038661102224193285,-1,0.00011357219850951443,0.00010286537572629697,0.000244751017558535,0.00025441775302919705,3,-1,-1
2023-03-07,2023-03-08,1811.68994,1814.40002,0.0014947673855290706,1,-0.06109694468538623,-1,0.00011227786402826623,0.00013020373362058785,0.000244751017558535,0.00025441775302919705,3,-1,-1
2023-03-08,2023-03-09,1814.40002,1829.84998,0.008479139776637865,1,-0.07381148428401248,-1,0.00010090433678637094,0.00012589955255584581,0.000244751017558535,0.00025441775302919705,3,-1,-1
2023-03-09,2023-03-13,1829.84998,1903.050049,0.03922390266985912,1,-0.04607354158296907,-1,0.00010134943266869819,0.00010874576788345435,0.000244751017558535,0.00025441775302919705,3,-1,-1
2023-03-13,2023-03-14,1903.050049,1902.92004,-6.831845601004185e-05,0,0.015825683842303626,1,0.00016616070088525678,0.0001594336584385894,0.000244751017558535,0.00025441775302919705,3,1,1
2023-03-14,2023-03-15,1902.92004,1913.28003,0.005429492825571413,1,0.013645554902084535,1,0.00019854765955723742,0.00019424556656823727,0.000244751017558535,0.00025441775302919705,3,1,1
2023-03-15,2023-03-16,1913.28003,1927.79004,0.007555227453053557,1,0.01779197505692844,1,0.0002937827384158236,0.0002602051679561308,0.00024511058319009224,0.00025471754542684367,1,0,0
2023-03-16,2023-03-20,1927.79004,1983.95996,0.02872053736408438,1,0.03898029852639537,1,0.0003277059116598228,0.0003032928583092307,0.00024608584917863225,0.00025492681420932875,1,0,0
2023-03-20,2023-03-21,1983.95996,1939.73999,-0.022540888887635533,0,0.0654542558100175,1,0.0004008973382854828,0.000394925636732291,0.00024634841126438937,0.000255543893627866,1,0,0
2023-03-21,2023-03-23,1939.73999,1992.88,0.027026890360552586,1,0.04851490227359948,1,0.00035074010023288877,0.00040246403886347857,0.0002493825199899652,0.00025597745693086164,1,0,0
2023-03-23,2023-03-27,1992.88,1959.79004,-0.016743483624910006,0,0.08013594434367896,1,0.0003613757343618349,0.00040631679403011314,0.00024942254693854514,0.00025963169586359214,1,0,0
2023-03-27,2023-03-28,1959.79004,1966.53003,0.0034332385033625634,1,0.07025514259844848,1,0.00028425222330410684,0.000343709962462033,0.0002496152371368276,0.0002599135298603904,1,0,0
2023-03-28,2023-03-29,1966.53003,1959.62,-0.0035200066640662525,0,0.06693991627768828,1,0.0002567307305927128,0.0003098479226648271,0.0002510517184248741,0.0002602051679561308,1,0,0
2023-03-29,2023-03-30,1959.62,1981.19995,0.01095211959999184,1,0.06482910131334287,1,0.00018161495120457808,0.00023613524541592492,0.0002510517184248741,0.0002602051679561308,3,1,1
2023-03-30,2023-04-03,1981.19995,1978.23999,-0.0014951410281539407,0,0.07940860966217234,1,0.00017381674629864748,0.00017719466798167958,0.0002510517184248741,0.0002602051679561308,3,1,1
2023-04-03,2023-04-04,1978.23999,2023.13,0.022438261652914574,1,0.08029338318232752,1,0.00017128713069576517,0.00015488024778822652,0.0002510517184248741,0.0002602051679561308,3,1,1
2023-04-04,2023-04-05,2023.13,2011.42004,-0.005804856931160843,0,0.10880828647260522,1,0.0002205069420413762,0.00013452577224063014,0.0002510517184248741,0.0002602051679561308,3,1,1
2023-04-05,2023-04-10,2011.42004,1997.63,-0.006879482296032201,0,0.09445942171435963,1,0.0002366931802405189,0.00015513558286759928,0.0002510517184248741,0.0002602051679561308,3,1,1
2023-04-10,2023-04-11,1997.63,2017.26001,0.009778682042900317,1,0.08519496962163454,1,0.0002360429014184064,0.00015500534407510098,0.0002510517184248741,0.0002602051679561308,3,1,1
2023-04-11,2023-04-12,2017.26001,2017.55005,0.00014376884967890223,1,0.09276835978926637,1,0.00022800892214738046,0.00014959269706924988,0.0002510517184248741,0.0002602051679561308,3,1,1
2023-04-12,2023-04-13,2017.55005,2045.01001,0.013518755563448559,1,0.08812092277899333,1,0.00027667903008804983,0.0001710229282959366,0.0002522751520040585,0.0002602051679561308,4,1,0
2023-04-13,2023-04-18,2045.01001,2003.48999,-0.02051202952328104,0,0.12114260615961629,1,0.00023522653486459175,0.00017199776265937908,0.0002522751520040585,0.0002602051679561308,3,1,1
2023-04-18,2023-04-19,2003.48999,1992.84998,-0.0053248898846609,0,0.09913580925080626,1,0.0002348408920643896,0.0001490718408161838,0.0002522751520040585,0.0002602051679561308,3,1,1
2023-04-19,2023-04-20,1992.84998,2002.21997,0.004690785041705689,1,0.08533177958950744,1,0.0002399004572081466,0.00016206259066059304,0.0002522751520040585,0.0002602051679561308,3,1,1
2023-04-20,2023-04-24,2002.21997,1992.92004,-0.0046556299777376995,0,0.050798661961353866,1,0.00027396580801729086,0.00017212440970854179,0.0002560998673242398,0.0002602051679561308,4,1,0
2023-04-24,2023-04-25,1992.92004,1994.15002,0.0006169844123671893,1,0.04621135043962635,1,0.00020265298678647347,0.00014776582234675602,0.0002560998673242398,0.0002602051679561308,3,1,1
2023-04-25,2023-04-26,1994.15002,1999.88,0.0028692743431693044,1,0.041398842026422085,1,0.0002029512375151655,0.0001565708321607236,0.0002560998673242398,0.0002602051679561308,3,1,1
