origin_date,target_date,actual_return,actual_up,freq_p_up,lag1_return,log_rv,rsk,AR1_LOGIT_p_up,AR1_LOGIT_pred_up,AR1_LOGIT_beta,RV_LOGIT_p_up,RV_LOGIT_pred_up,RV_LOGIT_beta,RSK_LOGIT_p_up,RSK_LOGIT_pred_up,RSK_LOGIT_beta,RM_LOGIT_p_up,RM_LOGIT_pred_up,RM_LOGIT_beta,AR1_RM_LOGIT_p_up,AR1_RM_LOGIT_pred_up,AR1_RM_LOGIT_beta
2024-01-17,2024-01-18,0.006442754714760577,1,0.5151116951379764,-0.008592661493670196,-9.737886176965382,-1.1632658870533543,0.5026376080182888,1,"[0.06050942144564592,0.05738593026994772]",0.5069482736681028,1,"[0.06082091620771217,0.13531587422041652]",0.4903565935797656,0,"[0.060719765652289294,0.1121485135326612]",0.4790107924146407,0,"[0.06137059608332936,0.1451427069543138,0.12418147865560453]",0.4755877433626359,0,"[0.061394642457396356,0.025664075231951244,0.146607913985654,0.11406692932518271]"
2024-01-18,2024-01-22,0.00322068815122066,1,0.515748031496063,0.006442754714760577,-10.490563442263559,0.03985886620530504,0.5241343136068348,1,"[0.06305590613007254,0.055097271068046974]",0.46564249462948504,0,"[0.06337621610570672,0.13460340471119053]",0.517577716010468,1,"[0.06326303478297235,0.1097013883533367]",0.4641722302132323,0,"[0.06390914396599817,0.14416922738823326,0.12157767081042957]",0.46714183905320067,0,"[0.06393008035173882,0.02387875855263848,0.14552271905416847,0.1121542526934868]"
2024-01-22,2024-01-23,-0.001549772992943199,0,0.5163826998689384,0.00322068815122066,-10.085800875974586,-0.12534042692717043,0.5205138930361128,1,"[0.06560144368865291,0.05660505324850628]",0.4897682898724469,0,"[0.06590414444136909,0.13046867042141777]",0.5146395365654597,1,"[0.06581241115058216,0.10981162882274899]",0.4859525638221542,0,"[0.06644058574826245,0.14000721183479914,0.12134408300842624]",0.4876827743101854,0,"[0.06646472848168071,0.025548573066528735,0.14148499302562695,0.11126510412442076]"
2024-01-23,2024-01-24,-0.0043561653403204744,0,0.5157068062827225,-0.001549772992943199,-10.329799226628436,0.05602481710165426,0.5132336386142436,1,"[0.06289165780958132,0.05576854464082245]",0.4752945605750449,0,"[0.06319887511855483,0.13256472966744853]",0.5178927124991431,1,"[0.06309860811937294,0.10990907879893443]",0.4748603484865963,0,"[0.06373099309828176,0.14211703895274502,0.12160119164157317]",0.47314236715190955,0,"[0.06375337265629555,0.02469784201911577,0.14355233834789993,0.11185888084127187]"
2024-01-24,2024-01-25,0.0027643699307489393,1,0.515032679738562,-0.0043561653403204744,-9.825995398016271,-0.958467575178696,0.5086580290552397,1,"[0.06019113768961966,0.05621028157167104]",0.5020600182359226,1,"[0.060506304918464794,0.1356892536871872]",0.4952484972601344,0,"[0.06039007559712069,0.1096074346044501]",0.4792678795706407,0,"[0.06103231874905695,0.14525246937297856,0.1215651886467963]",0.4780559962577816,0,"[0.06105609704612552,0.025520431283939504,0.1467274756406221,0.11150039858306453]"
2024-01-25,2024-01-29,0.005210734246477836,1,0.5156657963446475,0.0027643699307489393,-10.28835621082428,0.32354989353997143,0.5190759432815997,1,"[0.06272624987611788,0.05501271434513012]",0.47700364433299497,0,"[0.06304656925013997,0.13460763884184854]",0.523508995293196,1,"[0.06292268013874747,0.10761781631414612]",0.48308263174769195,0,"[0.0635597666139842,0.14393817711598977,0.11938625672556533]",0.48350322609078206,0,"[0.06358255569603449,0.024877908862014474,0.14537145985768202,0.10957144630966296]"
2024-01-29,2024-01-30,0.0013525113275076283,1,0.516297262059974,0.005210734246477836,-10.213017448719938,-0.04954659448458481,0.523089707617698,1,"[0.06525749854634075,0.05560658570251251]",0.48269929526102545,0,"[0.06556767244414403,0.1314506025522795]",0.5162094316327265,1,"[0.0654617386503582,0.10830902199074587]",0.48025461049472307,0,"[0.0660922264484137,0.14086210929005882,0.11988915304349958]",0.4829623425092302,0,"[0.06611551909460636,0.025080080901702113,0.1423109104049511,0.10999169582851065]"
2024-01-30,2024-01-31,0.005484678497793681,1,0.5169270833333334,0.0013525113275076283,-10.21515514492175,-1.2661480122207829,0.5184639636647452,1,"[0.06778342700283674,0.056802636120066]",0.483973012220934,0,"[0.06808407004136,0.1286573760845582]",0.4907931749592152,0,"[0.06799072356496003,0.10823750783752725]",0.45288088070629784,0,"[0.06861217441999974,0.1380305309449602,0.1195764382955716]",0.45570581644451824,0,"[0.06863828528667554,0.02647263956013067,0.13957844555189391,0.1091330062091086]"
2024-01-31,2024-02-01,0.004554997326314869,1,0.517555266579974,0.005484678497793681,-9.534262636630592,-2.9549882080854557,0.5249042847358812,1,"[0.07030157219998806,0.05704103969967722]",0.5208897049183752,1,"[0.07059364514070134,0.12587066390461052]",0.456905975960471,0,"[0.07049993353723055,0.10560375917749162]",0.4543149500225809,0,"[0.07109627665909721,0.13481142844479183,0.11644650558086456]",0.46422966882219197,0,"[0.07112567130398527,0.027919414082139316,0.13646418905053895,0.10544986169900776]"
2024-02-01,2024-02-05,-0.014097770237733127,0,0.5181818181818182,0.004554997326314869,-9.48021349405227,0.44133338915229636,0.5243513693944364,1,"[0.07281525028498427,0.058297093567201815]",0.5243436575959929,1,"[0.07311407260000129,0.12606712697164582]",0.5277983458321759,1,"[0.07298256744970212,0.09924875613752702]",0.5354404578697632,1,"[0.07356269917626299,0.1344855073753547,0.1099927423858414]",0.5377579265304377,1,"[0.07360439071656415,0.0326681780337792,0.13643361593579945,0.09724949017710055]"
2024-02-05,2024-02-06,0.004392281156575914,1,0.5175097276264592,-0.014097770237733127,-10.165270150375928,-0.14121586402703676,0.497249384574995,0,"[0.07011909705576733,0.057103819902622165]",0.48796700972694773,0,"[0.07040786299288987,0.12543695017230663]",0.5157450720293872,1,"[0.07027868411537826,0.09809483686431164]",0.4840993696011536,0,"[0.07083647461129894,0.13373697721924171,0.10873653565801972]",0.47266259445128694,0,"[0.07087489631519504,0.03168419878372096,0.1356202554326211,0.09637347154677993]"
2024-02-06,2024-02-07,-0.0014750642663030867,0,0.5181347150259067,0.004392281156575914,-10.668003034168457,1.076618286872182,0.523590913335463,1,"[0.07261794276219623,0.05343100232592194]",0.4636300733346282,0,"[0.07290583202022154,0.12289342087929066]",0.5398412775841028,1,"[0.07278661675851582,0.09785283211491222]",0.4840539719725346,0,"[0.07333593510140327,0.13113745819712633,0.10826819112611322]",0.4837914635115258,0,"[0.07336388063699467,0.02695053253642884,0.1326797113312191,0.09775408483081394]"
2024-02-07,2024-02-08,0.00024599519215269305,1,0.517464424320828,-0.0014750642663030867,-10.253255550631204,0.450693938006403,0.5152320378461199,1,"[0.06992961917125493,0.05228637054233986]",0.4829712280835206,0,"[0.0702372647020562,0.1273873341565172]",0.5268450216023389,1,"[0.07008366361886983,0.09528220369332567]",0.4912468048399754,0,"[0.07064700528245997,0.13567781363375472,0.10629161893246429]",0.4886363300713183,0,"[0.07067510377536317,0.027057992671026758,0.1372274257893774,0.09573799250258115]"
2024-02-08,2024-02-12,-0.00680684676917145,0,0.5180878552971576,0.00024599519215269305,-10.368159575253948,0.9070853709961448,0.5180794481106996,1,"[0.07242744918331571,0.051825257658974624]",0.4785105835219026,0,"[0.0727267003128484,0.12446498079306552]",0.5362017513108884,1,"[0.07259043723005905,0.09622567248987063]",0.49608536261023084,0,"[0.0731484983435275,0.13287059429056453,0.10708667136597932]",0.4937203779919966,0,"[0.07317430339964344,0.02581087494431861,0.1343335463548171,0.0970192762316596]"
2024-02-12,2024-02-13,-0.013257230665397187,0,0.5174193548387097,-0.00680684676917145,-10.557976164419106,-0.3980534754191214,0.5083814593682091,1,"[0.06974822365841211,0.051791560792233876]",0.46686661516117917,0,"[0.07005848420580331,0.12770412254094682]",0.5108889707670636,1,"[0.06989697394439531,0.09405019144102816]",0.45633065399755157,0,"[0.0704603492523296,0.13608685579413962,0.10530694457125132]",0.45180311887920926,0,"[0.0704882708452116,0.026919291875498814,0.13760077158925138,0.09481747445794887]"
2024-02-13,2024-02-14,-0.00016567775802974095,0,0.5167525773195877,-0.013257230665397187,-9.406559794065561,-6.797836442323749,0.49884922579046903,0,"[0.0670790022382706,0.0536109591666757]",0.5274573676907607,1,"[0.06740124639772486,0.1317022281895082]",0.3919420256163947,0,"[0.06722400231401919,0.09473783609818029]",0.38821787135134217,0,"[0.06780697973905515,0.14009644325202694,0.1062412025795102]",0.3934711700393835,0,"[0.06783853821091583,0.02881516754336373,0.1416830101277578,0.0950066971499633]"
2024-02-14,2024-02-15,0.005816091271744602,1,0.5160875160875161,-0.00016567775802974095,-10.466403427325108,-0.2077874126770067,0.5155345750073579,1,"[0.06441926440536606,0.05708115376178903]",0.4693603996776133,0,"[0.06472068996364055,0.1307158003627165]",0.5129207907020695,1,"[0.06459298199350226,0.1072841690789068]",0.4625081216692203,0,"[0.06520857593491414,0.14027901687491567,0.11904784742321095]",0.4620357637884771,0,"[0.06523906527692508,0.027025962228919637,0.14176789795082037,0.10844573189146497]"
2024-02-15,2024-02-19,0.007879154778173011,1,0.5167095115681234,0.005816091271744602,-10.20010857479197,2.029410445991643,0.524574795565772,1,"[0.0669117329725596,0.05694929733175288]",0.48541060175450146,0,"[0.06719905715869309,0.1268407214626018]",0.559814771672819,1,"[0.06708907647501552,0.10691730497384137]",0.5310886066363508,1,"[0.06768503804220616,0.13629216055755655,0.1182918047806922]",0.5301767215888495,1,"[0.067714975291478,0.026768036456425635,0.13776384704607172,0.10778976179900884]"
2024-02-19,2024-02-20,0.005599390533930464,1,0.5173299101412067,0.007879154778173011,-11.285889540348615,0.10696815328724883,0.5283410083061316,1,"[0.06940045869973248,0.0582840278163116]",0.43131828981020964,0,"[0.06967819316380558,0.12419346470563451]",0.5207847661446081,1,"[0.06959882074698485,0.11081519079312566]",0.4282764361875683,0,"[0.07020573941078857,0.1342176006637273,0.12232601274521743]",0.4318716511956962,0,"[0.07023537451264367,0.026360290161400707,0.13566352792717137,0.1119665463235741]"
2024-02-20,2024-02-21,-0.0009951328374785476,0,0.517948717948718,0.005599390533930464,-10.846871179589344,0.162204738941819,0.525909511395536,1,"[0.07188415108645983,0.060111935841755636]",0.45847730139381976,0,"[0.07211904499838177,0.11652317204934984]",0.5226019110298511,1,"[0.07208582865761093,0.11106912858857594]",0.45854791570931175,0,"[0.07264288096332333,0.12649412176940805,0.12190605038313085]",0.4609987092455765,0,"[0.07267681200342266,0.02827647406545377,0.1281102001263949,0.11079866811155115]"
2024-02-21,2024-02-22,-0.0013464595432928104,0,0.5172855313700384,-0.0009951328374785476,-10.693200906523522,-0.05323291547517425,0.515480028722995,1,"[0.0692231315973413,0.058644236652495685]",0.4630760066066984,0,"[0.06948084588231078,0.12162115811819385]",0.5172841255828639,1,"[0.06941909055518035,0.11052855884823744]",0.45869078474101627,0,"[0.0700015728102794,0.1316265513088124,0.12184040528758341]",0.4571593066105296,0,"[0.07003361869737557,0.027281544653902066,0.13321399489592026,0.11112680719481398]"
2024-02-22,2024-02-26,0.0037733826898126563,1,0.5166240409207161,-0.0013464595432928104,-10.592718174664604,-0.31644066544325294,0.5142973252543307,1,"[0.06657233223813926,0.058932175052322976]",0.4657680031482227,0,"[0.0668462699963931,0.12607764786213355]",0.5109635427084003,1,"[0.06676181200569953,0.11045117435709528]",0.4555773865494857,0,"[0.06736613324248612,0.13609948602497912,0.12213255433543584]",0.45440124847600755,0,"[0.06739956030504518,0.02790783132672073,0.13771422853550874,0.1111735702958603]"
2024-02-26,2024-02-27,-0.001727253244350952,0,0.5172413793103449,0.0037733826898126563,-10.830344320218607,-0.2920191879848298,0.522353733282722,1,"[0.06904592974685722,0.0585030241073071]",0.45643383451386615,0,"[0.06930353150977786,0.12173848668669662]",0.5121393275299011,1,"[0.06923866183053634,0.10986083007003629]",0.44603215027074655,0,"[0.06981752608360456,0.1315879087567643,0.12106408994744615]",0.44811830313549367,0,"[0.06984943323369504,0.027312431042089608,0.13315872014378163,0.11033635005088761]"
2024-02-27,2024-02-28,0.0024350594680069555,1,0.5165816326530612,-0.001727253244350952,-11.035212525692618,0.18030938180247513,0.5137604462681702,1,"[0.06640006437050047,0.05753003611413103]",0.44300040668310414,0,"[0.0666782465014223,0.12669538259188776]",0.5216066835492523,1,"[0.06659092416477902,0.11028830932447191]",0.44288028978607186,0,"[0.0671958562921149,0.13654067691002061,0.12183365011761899]",0.4402496952358357,0,"[0.06722633334049327,0.026456287216590314,0.13808684125964513,0.11144595292160166]"
2024-02-28,2024-02-29,0.00506266200137751,1,0.5171974522292994,0.0024350594680069555,-11.128841638855498,0.6532560584766358,0.5202904822712883,1,"[0.06886732299768696,0.05700766590581524]",0.4429923723909245,0,"[0.06911709171524397,0.12035546525638526]",0.5324214453521436,1,"[0.06906622680039226,0.11068648641080152]",0.45362205090364444,0,"[0.06963590657843517,0.13020661840446904,0.12172276347134944]",0.45275186101804904,0,"[0.06966300505645633,0.025050182824834465,0.1316419516021308,0.11188303732510027]"
2024-02-29,2024-03-04,0.03383654158510907,1,0.5178117048346056,0.00506266200137751,-10.294884808919425,2.997633945524855,0.524677623855202,1,"[0.07133019962367253,0.05750860621690716]",0.48641722227473616,0,"[0.07154847578099344,0.11365919488517615]",0.5837086605634546,1,"[0.07153997216415828,0.11200049975099016]",0.5564771760208538,1,"[0.0720782578995725,0.12374761757405862,0.12267162300378633]",0.553325050140651,1,"[0.07210418769354052,0.024558427530520892,0.12514773165121398,0.11301971017270479]"
2024-03-04,2024-03-05,0.004846496960422573,1,0.5184243964421855,0.03383654158510907,-9.648646746245385,1.618670114810197,0.5669931131050625,1,"[0.0737882685838012,0.05864481396351742]",0.517007871386906,1,"[0.07399551447560425,0.11075810872807948]",0.5563431044660683,1,"[0.07403145853540948,0.1175385810175522]",0.5583629804002057,1,"[0.07458388560062679,0.12173399954731211,0.1284672736837686]",0.5744257557143174,1,"[0.07460779901432968,0.02313668793169083,0.12303918581529977,0.1193660925785576]"
2024-03-05,2024-03-06,0.014974806905618972,1,0.5190355329949239,0.004846496960422573,-9.213183363972686,0.13841306308678816,0.5264801404239894,1,"[0.07625497279039005,0.066362156493718]",0.5371786547351866,1,"[0.07644999241281313,0.11056755179463117]",0.5233837019140465,1,"[0.07650485964703291,0.12062911969225368]",0.5438030423374088,1,"[0.0770782965083688,0.12183126553032507,0.13161101483659518]",0.5470713512115609,1,"[0.07711803315443973,0.03061204753104501,0.12355320032944057,0.11949447204741391]"
2024-03-06,2024-03-07,-0.00025487992023542666,0,0.5196451204055766,0.014974806905618972,-9.474023633355825,0.8708866826186892,0.5439937076073851,1,"[0.07870200828954889,0.06741884798865061]",0.5261556988309241,1,"[0.07890744021325859,0.11210168708766077]",0.5411692904928757,1,"[0.07895723504675398,0.12092490512966968]",0.550323489233241,1,"[0.07955236814380504,0.12339569044920679,0.13204983936303683]",0.5596065992895487,1,"[0.07959564228100223,0.03179993877588343,0.12517623034795294,0.11946202926726941]"
2024-03-07,2024-03-11,0.009111207248143382,1,0.5189873417721519,-0.00025487992023542666,-10.003415278736682,0.2628935146299217,0.5180861048251717,1,"[0.07605545960180014,0.06344266690833118]",0.5014239562859542,1,"[0.07626038443611041,0.11139763553133751]",0.5261150178103688,1,"[0.0763005804475809,0.11884435019190445]",0.5075410050231461,1,"[0.07686929427551055,0.12244920263207176,0.12981202702280237]",0.5062497142672973,1,"[0.07690185511070487,0.027767241491775247,0.12398073715643346,0.11879956945779536]"
2024-03-11,2024-03-12,-0.008462654990061883,0,0.5195954487989887,0.009111207248143382,-10.181176234625283,-0.8882239042008624,0.5333029591106824,1,"[0.07849357309409986,0.06326556881983085]",0.4943505686092436,0,"[0.07869534769290455,0.10974926921659622]",0.500004429406504,1,"[0.07874804014812616,0.11937937520674136]",0.4705034557882154,0,"[0.07931639724620317,0.12085994894784692,0.13023716255735987]",0.47782467924328464,0,"[0.07934802475804015,0.02718816304828125,0.12235498061649298,0.11945291127524815]"
2024-03-12,2024-03-13,0.006053385541320251,1,0.5189393939393939,-0.008462654990061883,-9.216918398912053,-0.32823590278925235,0.5057090631212061,1,"[0.07585795876557545,0.06089749684380691]",0.5372082421922308,1,"[0.07607170851361651,0.11206199658358265]",0.5122991059466586,1,"[0.076120607826729,0.12105185967961503]",0.5318727165960634,1,"[0.07670428885416686,0.12323085982337732,0.1320366775618401]",0.5274108749828785,1,"[0.07672977792259689,0.02404148808247459,0.12458154668932327,0.12252135713882564]"
2024-03-13,2024-03-14,-0.00353250573503974,0,0.519546027742749,0.006053385541320251,-10.386105795792638,0.3223005119807716,0.5278483843326897,1,"[0.07828590560125824,0.058709887341184694]",0.4839261284315222,0,"[0.07851744593520464,0.11357784835066481]",0.5281974306276823,1,"[0.07855588889316274,0.12042555274994926]",0.4899575678997189,0,"[0.07915756231410002,0.12473534536760637,0.1315743291905003]",0.4920518859748956,0,"[0.0791795242593833,0.02189519749388879,0.12597589804338563,0.12290877882651849]"
2024-03-14,2024-03-18,-0.0014006432706753474,0,0.5188916876574308,-0.00353250573503974,-10.114787267179429,-0.26382317686204526,0.5134380188567463,1,"[0.07565943065477011,0.05716612521022032]",0.49526055924903917,0,"[0.07590512265703665,0.11671581641632571]",0.5138238112285702,1,"[0.07592026964798991,0.11955112788972505]",0.4875044199843531,0,"[0.07653395642904524,0.1278806735286016,0.1310231682294493]",0.48563727536440293,0,"[0.07655375161006354,0.020741750899535782,0.1290679358861229,0.12281440638236851]"
2024-03-18,2024-03-19,-0.0007822147454616069,0,0.5182389937106918,-0.0014006432706753474,-10.352999901562463,-0.21302975569284363,0.5157611422236315,1,"[0.07304470172905878,0.05812560469279754]",0.4826875484493865,0,"[0.07329320813833101,0.11873358173041423]",0.5143445937947457,1,"[0.07329894832858985,0.11992613876641839]",0.47513689131705605,0,"[0.07392039169206108,0.12992381896916955,0.13155757989724015]",0.47412268689710907,0,"[0.07394195770485923,0.02179749745785072,0.1311654057025613,0.12292947282254042]"
2024-03-19,2024-03-20,0.01967624057311986,1,0.5175879396984925,-0.0007822147454616069,-10.40914157100275,0.13065014132078628,0.5159891757075331,1,"[0.07043567559246404,0.05853298123147906]",0.47841872343729863,0,"[0.07069297081362674,0.1217103780984184]",0.5217449724798943,1,"[0.07068376303149614,0.1201935539957912]",0.47944891292437686,0,"[0.07131955660942806,0.1329182766150195,0.13206280639355591]",0.4781316878133783,0,"[0.07134202026493958,0.02232497714945498,0.13418577954455815,0.12322497711638063]"
2024-03-20,2024-03-21,-0.01324758212565139,0,0.5181932245922208,0.01967624057311986,-8.371676243497337,3.181509174249126,0.5459990440149676,1,"[0.07286143396970148,0.058231584730993526]",0.5778497066165318,1,"[0.07310751456784366,0.11834583226307661]",0.5931250662481475,1,"[0.07311806091610375,0.12047253346288872]",0.6615971027440567,1,"[0.0737400808667119,0.12956354916269558,0.13206212855410077]",0.6665735402324492,1,"[0.07376122719779539,0.021559553638612325,0.13077913417712808,0.12352546355083227]"
2024-03-21,2024-03-25,-0.0015930035144174346,0,0.5175438596491229,-0.01324758212565139,-9.360047454884555,-1.3210420777786804,0.4997091815165211,0,"[0.07024969227643114,0.05306042773870726]",0.5293915531930145,1,"[0.07046793592416134,0.11259389624941678]",0.48936775956069106,0,"[0.07047051238016334,0.11311674509687786]",0.4998249940125032,0,"[0.07100185817107854,0.12214409654051454,0.12306284161875007]",0.49579710778889835,0,"[0.07101641094545744,0.017442828880157128,0.12307345372435764,0.11609642625032779]"
2024-03-25,2024-03-26,0.0034083759716458015,1,0.5168961201501877,-0.0015930035144174346,-10.142554843838635,0.6748001554614644,0.5142162088655319,1,"[0.06765936659259775,0.05646346474507382]",0.49314437923962473,0,"[0.06785976200116452,0.11139509052575587]",0.5330440076786415,1,"[0.06788111552708763,0.11563563244934875]",0.5086899524967134,1,"[0.06840661325882842,0.12120727289688804,0.12558010732819]",0.5063678547956092,1,"[0.06842536253083305,0.020224862008556044,0.12229578271294834,0.11748024636513976]"
2024-03-26,2024-03-27,0.007807508396351846,1,0.5175,0.0034083759716458015,-9.635227714214839,-0.3118717033701306,0.5217614366002642,1,"[0.07007882355136354,0.055967392284000134]",0.5167992486508081,1,"[0.07027503802502891,0.10919207038687752]",0.5113763876731116,1,"[0.07031399540996354,0.11694723885184678]",0.5101525341006362,1,"[0.07083970357302653,0.11917381116489847,0.12681013229466756]",0.5119812342504858,1,"[0.07085651298825135,0.018839168942953805,0.12017786574093522,0.11926578857790734]"
2024-03-27,2024-04-01,0.025535915724155697,1,0.5181023720349563,0.007807508396351846,-9.765864573256664,1.0688947542864142,0.5285694460591387,1,"[0.0724944912547473,0.05667016131283248]",0.5116030362763054,1,"[0.07269413625286986,0.10906755774474695]",0.543244204865515,1,"[0.07273155658390154,0.11635447845702046]",0.5383739344064753,1,"[0.07326245901936054,0.11900123933354849,0.12620549282657464]",0.5402664023346616,1,"[0.07328117592683973,0.019978158628080507,0.12006778825776042,0.11820945226750403]"
2024-04-01,2024-04-02,0.01477276801175607,1,0.5187032418952618,0.025535915724155697,-9.131609083361198,-2.042288635318983,0.5549298823669961,1,"[0.07490640398554739,0.05840668725750002]",0.5402049284557646,1,"[0.07510480664802623,0.10842102504923339]",0.47254807678347016,0,"[0.07515718058001224,0.11839263470378708]",0.49232629347966733,0,"[0.07570104063433646,0.11855825238677781,0.12826479623701809]",0.5089675843236608,1,"[0.07572176258313437,0.021035204547635973,0.11968448816167207,0.11983260089555223]"
2024-04-02,2024-04-03,0.0061339175426509225,1,0.5193026151930261,0.01477276801175607,-9.021523772739789,0.6611564138261719,0.542017784880183,1,"[0.07732155378473876,0.0641460612626277]",0.546056468894255,1,"[0.0775220853426538,0.11025087385627556]",0.534972318758092,1,"[0.07754319266575373,0.11426269037703768]",0.5654179043723081,1,"[0.07809260263894938,0.12024918869438334,0.12441739507765598]",0.574770946364651,1,"[0.07813275560745465,0.030364211375860286,0.12180530124973334,0.11248338626391932]"
