origin_date,target_date,dr_d,dr_w,dr_m,sd_d,sd_w,sd_m,qt_d,qt_w,qt_m,rqminus,m_intraday_returns,me_sd,me_interaction,target_dr,target_sd,target_qt,target_close_return,evaluation_year,high_risk_threshold,extreme_return_threshold,raw_forecast_dr,sqrt_forecast_dr,quartic_forecast_dr,me_forecast_dr
2022-11-29,2022-11-30,2.5267579666280535e-05,1.9734703326238383e-05,3.406238583955038e-05,0.005026686748374175,0.0043823331357153855,0.005692365948234887,0.07089913080126001,0.06594458154364927,0.07498204660544415,4.753994744726617e-09,275,0.0004623876125568673,2.3242776846519772e-06,5.655428653581432e-05,0.007520258408845691,0.0867194234808194,0.014312863523157934,2022,6.32933221220843e-05,-0.01691557255196796,3.0440529747852877e-05,2.6839557007904334e-05,2.5651364410103586e-05,2.6889541803526163e-05
2022-11-30,2022-12-01,5.655428653581432e-05,2.7490034075657212e-05,3.4920181842557685e-05,0.007520258408845691,0.005043114213497401,0.005755167253641762,0.0867194234808194,0.07030177609961867,0.07536250186735188,5.999524573888858e-08,275,0.0010979544373673304,8.256901090141106e-06,2.39070015528154e-05,0.004889478658590852,0.069924807175929,0.01000808987512318,2022,6.32933221220843e-05,-0.01691557255196796,4.063437819384705e-05,3.705659442382313e-05,3.5161592543212716e-05,3.72244151651935e-05
2022-12-01,2022-12-05,2.39070015528154e-05,2.7582546423279143e-05,3.413932978543414e-05,0.004889478658590852,0.005052620771077287,0.0056860609907971125,0.069924807175929,0.07036991911867008,0.07490175086401449,2.9146820985307915e-09,275,0.00037221314443216505,1.8199282261480654e-06,4.978226527536166e-05,0.007055654843837081,0.08399794547390478,-0.013977505562967302,2022,6.32933221220843e-05,-0.01691557255196796,3.289598598476695e-05,2.90457217747063e-05,2.7732582737326114e-05,2.9085313357732977e-05
2022-12-05,2022-12-06,4.978226527536166e-05,3.570104245142303e-05,3.489105655029957e-05,0.007055654843837081,0.005857458571991321,0.00574469143910317,0.08399794547390478,0.07615775841740699,0.0752683499224221,4.10540400201961e-08,275,0.0009680533389458376,6.830250230025859e-06,2.4000484000391947e-05,0.004899028883400459,0.06999306310914288,-0.0009030405441175211,2022,6.32933221220843e-05,-0.01691557255196796,4.1933206418112895e-05,3.9217352564421845e-05,3.7949887571010746e-05,3.9367263967875774e-05
2022-12-06,2022-12-07,2.4000484000391947e-05,3.590232340613277e-05,3.445090882145266e-05,0.004899028883400459,0.005878221508609652,0.005703566890582059,0.06999306310914288,0.0763068740082112,0.07498701318125643,2.448584409952297e-09,275,0.00034049144456518843,1.6680774214756045e-06,2.45060181147518e-05,0.004950355352371363,0.07035876173136764,0.007117604849641564,2022,6.32933221220843e-05,-0.01691557255196796,3.5894583099149076e-05,3.2461344800745186e-05,3.1373812295901196e-05,3.24899730160089e-05
2022-12-07,2022-12-08,2.45060181147518e-05,3.5750011095827024e-05,3.3914426046565514e-05,0.004950355352371363,0.005862955229409089,0.0056546891775533245,0.07035876173136764,0.07619880019423274,0.07465672247559578,3.4478020605689556e-09,275,0.00039984664033862905,1.9793829561280397e-06,1.8325520077611316e-05,0.0042808317039579255,0.06542806510938502,0.0072287517004718475,2022,6.32933221220843e-05,-0.01691557255196796,3.587643802690105e-05,3.2459312993617226e-05,3.136823161101186e-05,3.2475615313205915e-05
2022-12-08,2022-12-12,1.8325520077611316e-05,2.8104257804186423e-05,3.370795589708109e-05,0.0042808317039579255,0.005215069888431537,0.0056319071875702625,0.06542806510938502,0.07194052851994587,0.0744874407514664,2.9183859964068886e-09,275,0.0004254043004558244,1.821084216391336e-06,2.38516515108603e-05,0.004883815261745708,0.06988429910749415,-0.0077895664668416595,2022,6.32933221220843e-05,-0.01691557255196796,3.170499608052411e-05,2.7882529924110877e-05,2.674764140689566e-05,2.7753385316321727e-05
2022-12-12,2022-12-13,2.38516515108603e-05,2.8093187795795404e-05,3.3190410326856605e-05,0.004883815261745708,0.005213937209062507,0.00558407464326766,0.06988429910749415,0.0719324269062589,0.07416189558298229,5.183398601076308e-09,275,0.0004969431857928207,2.426978714995511e-06,4.04013183698335e-05,0.006356203141013784,0.07972579972012689,0.014750813894169603,2022,6.32933221220843e-05,-0.01691557255196796,3.29159610637239e-05,2.948793153163004e-05,2.8425674956308387e-05,2.9469031980738457e-05
2022-12-13,2022-12-14,4.04013183698335e-05,2.6216998414689775e-05,3.118516794926463e-05,0.006356203141013784,0.005074046868497848,0.005455115977484738,0.07972579972012689,0.07107799775550332,0.07342753804535652,1.6548068463263067e-08,275,0.0006822358703359069,4.3364297819413645e-06,5.260036402551714e-05,0.007252610842001461,0.0851622618417422,-0.009993883603530736,2022,6.32933221220843e-05,-0.01691557255196796,3.582339393898247e-05,3.29936036612817e-05,3.186684780722914e-05,3.323048632914752e-05
2022-12-14,2022-12-15,5.260036402551714e-05,3.193697441971481e-05,3.177486732324749e-05,0.007252610842001461,0.005544763260218048,0.005498643913447327,0.0851622618417422,0.07411183750202319,0.07369214029208755,5.974298865658477e-08,275,0.0011360769835470131,8.239524248221383e-06,4.477277397089123e-05,0.006691246070119618,0.08180003710341223,-0.006795340597841535,2022,6.32933221220843e-05,-0.01691557255196796,4.0786575266758016e-05,3.793203081972906e-05,3.652978339401297e-05,3.8019448978417314e-05
2022-12-15,2022-12-19,4.477277397089123e-05,3.5990325590942695e-05,3.270842153892388e-05,0.006691246070119618,0.0058929414037677,0.005579024956968117,0.08180003710341223,0.0764000925764321,0.07422109116522488,1.2936898740407908e-08,275,0.0005730160044003006,3.834191087559157e-06,2.0485679587728327e-05,0.004526110867812269,0.06727637674408654,0.006398878748658432,2022,6.32933221220843e-05,-0.01691557255196796,4.05235195557231e-05,3.7853541345077264e-05,3.667876536727754e-05,3.822716606234519e-05
2022-12-19,2022-12-20,2.0485679587728327e-05,3.6422357492966095e-05,3.2489910276904736e-05,0.004526110867812269,0.005941997236538569,0.005556156931512725,0.06727637674408654,0.0767697549033724,0.07405561260395506,1.9424054030612907e-09,275,0.0003282490023325295,1.4856913768057965e-06,2.5606947833036838e-05,0.005060330802727904,0.07113600215592597,0.013150323152963016,2022,6.32933221220843e-05,-0.01691557255196796,3.495065177228687e-05,3.134632607114272e-05,3.0220581293638362e-05,3.1293370409007374e-05
2022-12-20,2022-12-21,2.5606947833036838e-05,3.677341675740141e-05,3.1744972161673746e-05,0.005060330802727904,0.0059773003447350075,0.005491608323892674,0.07113600215592597,0.07702009551305876,0.0736299339415059,5.135224057225321e-09,275,0.00047737476125644306,2.415674208830858e-06,1.5443088974897563e-05,0.003929769582926913,0.06268787428942628,0.0033568732594248187,2022,6.32933221220843e-05,-0.01691557255196796,3.615903531428209e-05,3.2961787798596227e-05,3.192945336333907e-05,3.2974312021695495e-05
2022-12-21,2022-12-22,1.5443088974897563e-05,3.1781770878414216e-05,3.060002919591127e-05,0.003929769582926913,0.005492013633117633,0.00538049282812109,0.06268787428942628,0.07361251042691865,0.07285032463116746,1.5203172834885311e-09,275,0.00033447117316623046,1.3143946426745327e-06,4.165667491263474e-05,0.0064541982393349785,0.08033802486578183,-0.013980295301880103,2022,6.32933221220843e-05,-0.01691557255196796,3.18432251117323e-05,2.7546250925466996e-05,2.6199733796688388e-05,2.7378378480396564e-05
2022-12-22,2022-12-27,4.165667491263474e-05,2.9593033055837746e-05,3.1153080349433885e-05,0.0064541982393349785,0.005332331112584336,0.0054270278336766105,0.08033802486578183,0.07264766303172657,0.0731524421904992,2.396932484148862e-08,275,0.0008086196001019506,5.218991199269763e-06,3.129702165283653e-05,0.005594374107336452,0.0747955487133857,0.00939341849181255,2022,6.32933221220843e-05,-0.01691557255196796,3.730093021354619e-05,3.433706778317879e-05,3.3077640658594435e-05,3.450825886931426e-05
2022-12-27,2022-12-28,3.129702165283653e-05,2.6897882592226798e-05,2.928260977644372e-05,0.005594374107336452,0.005112956720027703,0.00529442655073599,0.0747955487133857,0.07124676535372128,0.07235867869585486,9.84419152676946e-09,275,0.0005978568176569028,3.344634700594348e-06,2.743713318485671e-05,0.005238046695559015,0.07237435108903578,-0.001568640871244713,2022,6.32933221220843e-05,-0.01691557255196796,3.363534891457044e-05,3.060276052317158e-05,2.9541257791488e-05,3.072105514592848e-05
2022-12-28,2022-12-29,2.743713318485671e-05,2.8288173311652475e-05,2.9229105751546555e-05,0.005238046695559015,0.0052553438855770535,0.005289372933525024,0.07237435108903578,0.07226636022271112,0.07232394897627849,5.719391336625543e-09,275,0.0004867032035222886,2.54937410692791e-06,1.7198642024604765e-05,0.00414712454896218,0.06439817193804635,0.003801421323772567,2022,6.32933221220843e-05,-0.01691557255196796,3.321196413575716e-05,3.0138726470189762e-05,2.9137870139002334e-05,3.0228260854690075e-05
2022-12-29,2023-01-03,1.7198642024604765e-05,2.660651214996606e-05,2.8931835828892543e-05,0.00414712454896218,0.005072702634823908,0.005256413804050935,0.06439817193804635,0.07091879417913519,0.07207835097123906,1.2356450393289113e-09,275,0.00028573171662268806,1.1849650164230547e-06,4.7657320068976464e-05,0.006903428138901459,0.08308687103809759,0.016780857507039514,2023,6.185718147697382e-05,-0.01691557255196796,3.013522669860994e-05,2.678910919579313e-05,2.578645189406418e-05,2.6597256555412206e-05
2023-01-03,2023-01-04,4.7657320068976464e-05,3.304935836878184e-05,3.0290003432540554e-05,0.006903428138901459,0.005667434346018817,0.005378553582185747,0.08308687103809759,0.07499859352886945,0.07290350644110838,1.839103310069828e-08,275,0.0006622118050447453,4.571531608858622e-06,3.316340397605729e-05,0.005758767574408373,0.07588654409319463,0.002919946742020148,2023,6.185718147697382e-05,-0.01691557255196796,4.074253042338696e-05,3.789991135145761e-05,3.6612350525395576e-05,3.8653805443051845e-05
2023-01-04,2023-01-05,3.316340397605729e-05,3.1350704181466355e-05,3.073177453078381e-05,0.005758767574408373,0.005528348213033496,0.005420227295991064,0.07588654409319463,0.07410829737435201,0.0731899815325867,5.131827411191826e-09,275,0.0004193388833452088,2.4148751640970036e-06,4.395833957827347e-05,0.006630108564591794,0.08142547859602542,-0.007506314692604031,2023,6.185718147697382e-05,-0.01691557255196796,3.627667613660701e-05,3.364652161588986e-05,3.269125606279356e-05,3.410948013687622e-05
2023-01-05,2023-01-09,4.395833957827347e-05,3.3882967766553735e-05,3.231216336913069e-05,0.006630108564591794,0.005735495104484564,0.005583801965324013,0.08142547859602542,0.07543428335087995,0.074388469242396,1.669837838345303e-08,275,0.000657014830890673,4.356079657352081e-06,2.5930534745614563e-05,0.005092203329170445,0.07135967579221787,0.01788387634527822,2023,6.185718147697382e-05,-0.01691557255196796,4.0202907401857475e-05,3.753738037166892e-05,3.6398189640236924e-05,3.812127133276776e-05
2023-01-09,2023-01-10,2.5930534745614563e-05,3.358164807870531e-05,3.2445638619983926e-05,0.005092203329170445,0.00570632643120685,0.005597301471181359,0.07135967579221787,0.07523134829151637,0.07448447790771856,3.1522077112225963e-09,275,0.00037167242477148684,1.8926315587822172e-06,1.7883246530316867e-05,0.004228858773985822,0.06502967610242129,0.003488676053335052,2023,6.185718147697382e-05,-0.01691557255196796,3.5293136067773106e-05,3.263113642986797e-05,3.175288967953876e-05,3.2743895514176995e-05
2023-01-10,2023-01-11,1.7883246530316867e-05,3.3718568979847725e-05,3.2109987113803756e-05,0.004228858773985822,0.005722673276211579,0.005561036563254616,0.06502967610242129,0.07535764912439136,0.07421768451231679,1.7292684333176318e-09,275,0.0003314871433260286,1.4018123145177718e-06,2.5680459109800736e-05,0.005067589082571784,0.07118700079770031,0.0034924192873265654,2023,6.185718147697382e-05,-0.01691557255196796,3.3175598382874426e-05,3.014676723618503e-05,2.920456551173576e-05,2.9844465102667772e-05
2023-01-11,2023-01-12,2.5680459109800736e-05,2.9323196788012586e-05,3.0706631321712234e-05,0.005067589082571784,0.005355505464945644,0.00544955159387853,0.07118700079770031,0.0729776750763119,0.07351166529944775,4.424361580931776e-09,275,0.00044246872440091697,2.2422496771535506e-06,4.4311881950992174e-05,0.006656717055049897,0.08158870666366698,0.006094461397593419,2023,6.185718147697382e-05,-0.01691557255196796,3.352638758535257e-05,3.0787705474736485e-05,2.9935761892988376e-05,3.086578284653469e-05
2023-01-12,2023-01-16,4.4311881950992174e-05,3.155289238299956e-05,3.163412588526573e-05,0.006656717055049897,0.005535095361073949,0.005529880611899396,0.08158870666366698,0.07411810759040637,0.07404184254889037,5.337570091432397e-08,275,0.0011699582437678698,7.788080994985804e-06,2.236630196664933e-05,0.004729302482042075,0.06876992425502644,0.008089521944008927,2023,6.185718147697382e-05,-0.01691557255196796,3.938547160087054e-05,3.655322251780496e-05,3.5363532425062284e-05,3.64105929734843e-05
2023-01-16,2023-01-17,2.236630196664933e-05,2.7234484860674736e-05,3.0387945734869716e-05,0.004729302482042075,0.005154934144564005,0.005424137322726895,0.06876992425502644,0.07158699672220657,0.07334965976621409,4.247540796300454e-09,246,0.0004911669598501897,2.3228771223165625e-06,2.8917942867039226e-05,0.005377540596503129,0.0733317161704479,-0.006187339129039534,2023,6.185718147697382e-05,-0.01691557255196796,3.184502827229459e-05,2.8879801565646095e-05,2.800340990424855e-05,2.8767190618107556e-05
2023-01-17,2023-01-18,2.8917942867039226e-05,2.783196648495967e-05,3.061146659244459e-05,0.005377540596503129,0.005212001598030541,0.005445887855140653,0.0733317161704479,0.07198140479785257,0.07350141672354614,7.070740839422767e-09,275,0.0005271174893614098,2.8345956981677877e-06,3.5409225884750885e-05,0.005950565173557121,0.0771399064917577,0.005365587038309033,2023,6.185718147697382e-05,-0.01691557255196796,3.38290677782007e-05,3.101712567483703e-05,3.0104514984956736e-05,3.117722846604869e-05
2023-01-18,2023-01-19,3.5409225884750885e-05,3.133716235584647e-05,3.110706694562637e-05,0.005950565173557121,0.005556342877944801,0.005491351937921823,0.0771399064917577,0.07440345087571987,0.07380965057629113,8.563383889380156e-09,275,0.0005242315497992949,3.119474003115559e-06,2.2900540983499335e-05,0.0047854509697101,0.06917695403608126,0.0073089230224548715,2023,6.185718147697382e-05,-0.01691557255196796,3.689586774430827e-05,3.4424892582933415e-05,3.354718993369469e-05,3.48509294964981e-05
2023-01-19,2023-01-23,2.2900540983499335e-05,3.078117873058619e-05,3.131502244134855e-05,0.0047854509697101,0.005499915255372465,0.005514289177274195,0.06917695403608126,0.07400144152339605,0.07398005461841368,2.4401958055440815e-09,275,0.0003479750702025156,1.6652176371355683e-06,3.3548034166644995e-05,0.005792066484998683,0.07610562715725219,0.004641378397072225,2023,6.185718147697382e-05,-0.01691557255196796,3.3368103259721896e-05,3.06884493176361e-05,2.989805646148876e-05,3.069215937967095e-05
2023-01-23,2023-01-24,3.3548034166644995e-05,2.8628409173716754e-05,3.175576710752058e-05,0.005792066484998683,0.005326985141362222,0.005555573323785693,0.07610562715725219,0.07290482562211312,0.07426284225703907,8.582755682318318e-09,275,0.0005391858676845363,3.123000393400537e-06,2.8499896014978782e-05,0.005338529386917223,0.07306524062040187,-0.0021806042106341655,2023,6.185718147697382e-05,-0.01691557255196796,3.543702339629972e-05,3.2873018443525104e-05,3.202783826053568e-05,3.3209279575639074e-05
2023-01-24,2023-01-25,2.8499896014978782e-05,2.9855127983382645e-05,3.121479336411809e-05,0.005338529386917223,0.005448830522337251,0.005509315425872213,0.07306524062040187,0.07376388889518819,0.07396008957068792,7.391601906675758e-09,275,0.0005428830854684431,2.898197305433578e-06,2.6786443752118453e-05,0.005175562167737767,0.07194138007946307,0.009377306947981145,2023,6.185718147697382e-05,-0.01691557255196796,3.451020480241975e-05,3.2067831185911057e-05,3.133141293815571e-05,3.2159453581499056e-05
2023-01-25,2023-01-26,2.6786443752118453e-05,2.942882816039849e-05,3.0041433351690882e-05,0.005175562167737767,0.005408434836584179,0.005414904122496591,0.07194138007946307,0.07348582167699122,0.07335914039967523,5.3108148683202226e-09,275,0.0004746589952001666,2.4566271381344045e-06,6.389061747363509e-05,0.007993160668573796,0.08940447790001234,-0.01296148137059172,2023,6.185718147697382e-05,-0.01691557255196796,3.381549581511607e-05,3.1325797776454675e-05,3.058635160846786e-05,3.1423476469186555e-05
2023-01-26,2023-01-30,6.389061747363509e-05,3.512510647817533e-05,3.091042623817924e-05,0.007993160668573796,0.005816953935587513,0.005474082058789963,0.08940447790001234,0.07593873595864215,0.07370479679952067,5.61514614899145e-08,275,0.000999356987554616,7.98802096678595e-06,2.1804101889655936e-05,0.004669486255430669,0.06833363926669404,-0.000780867764256711,2023,6.185718147697382e-05,-0.01691557255196796,4.588419731728714e-05,4.2393497199835427e-05,4.063777945134716e-05,4.310590727503323e-05
2023-01-30,2023-01-31,2.1804101889655936e-05,3.4905818659406655e-05,3.097035452463049e-05,0.004669486255430669,0.005793760992731628,0.005480599121863525,0.06833363926669404,0.07577007300476471,0.07375285418691194,2.325992027145468e-09,275,0.00034817186466427197,1.625783736577485e-06,3.265043324272608e-05,0.005714055761254529,0.07559137359020889,0.0029329146440185048,2023,6.185718147697382e-05,-0.01691557255196796,3.458503126102674e-05,3.170466274731272e-05,3.078154029245918e-05,3.161641372104443e-05
2023-01-31,2023-02-01,3.265043324272608e-05,3.4726298474622865e-05,3.129051295234363e-05,0.005714055761254529,0.005778158847982796,0.005510313892705645,0.07559137359020889,0.07566722229135606,0.07395537107028845,6.9675409167864104e-09,275,0.0004924407154802959,2.813833707366487e-06,2.9140257806818396e-05,0.005398171709645627,0.07347225129016824,0.014209306984155234,2023,6.185718147697382e-05,-0.01691557255196796,3.743201429335427e-05,3.480792695910594e-05,3.385193965492668e-05,3.512279697166673e-05
2023-02-01,2023-02-02,2.9140257806818396e-05,3.485437083299078e-05,3.191311153561277e-05,0.005398171709645627,0.005790087312528477,0.005577059443920132,0.07347225129016824,0.07574862442530932,0.07444557002486761,4.302502047700937e-09,275,0.0004096118497257598,2.2111550991252126e-06,6.694537597050819e-05,0.00818201539784106,0.09045449351934408,-0.019258802924405388,2023,6.185718147697382e-05,-0.01691557255196796,3.6585818754181955e-05,3.394747043652058e-05,3.30446531440378e-05,3.417963105458359e-05
2023-02-02,2023-02-06,6.694537597050819e-05,4.2886157276668735e-05,3.306259794733428e-05,0.00818201539784106,0.006391377958549137,0.00565559658748859,0.09045449351934408,0.07945124711328552,0.07490540950912045,5.660003280251128e-08,275,0.0009801819774429375,8.019864032124413e-06,3.199141156971523e-05,0.005656095081389211,0.07520701484163038,-0.022675322755413403,2023,6.185718147697382e-05,-0.01691557255196796,4.972822290754402e-05,4.643095754154733e-05,4.460883348373932e-05,4.72053701179032e-05
2023-02-06,2023-02-07,3.199141156971523e-05,3.6506316095884763e-05,3.309416112537423e-05,0.005656095081389211,0.005923964841112219,0.005658402086309171,0.07520701484163038,0.07661175450160913,0.07492411251494975,4.892225258818269e-09,259,0.0004295479493487283,2.4295640435321642e-06,4.5363194260735006e-05,0.006735220431488119,0.08206838874675267,0.0021118104842088093,2023,6.185718147697382e-05,-0.01691557255196796,3.80398184418257e-05,3.5470204910230904e-05,3.454658421288077e-05,3.580075309298998e-05
2023-02-07,2023-02-08,4.5363194260735006e-05,4.121813457010058e-05,3.39089820833687e-05,0.006735220431488119,0.006337111676323709,0.005726455437942313,0.08206838874675267,0.07935870439762086,0.07536475059030052,1.2213594141444939e-08,275,0.0005531317553804461,3.725464300143269e-06,4.2341644016480105e-05,0.006507045721099561,0.08066626135565948,0.0012830726707274219,2023,6.185718147697382e-05,-0.01691557255196796,4.341116381604804e-05,4.117415847311101e-05,4.017864260339591e-05,4.191350640377638e-05
2023-02-08,2023-02-09,4.2341644016480105e-05,4.3156376724851386e-05,3.5051845810272116e-05,0.006507045721099561,0.006495709668292715,0.005833724582130375,0.08066626135565948,0.08037368195071096,0.07610420920019202,1.5544943297711603e-08,275,0.0006459060861525472,4.202940434131097e-06,5.749795537669362e-05,0.00758274062438467,0.0870789332983855,-0.01363309601641355,2023,6.185718147697382e-05,-0.01691557255196796,4.3403089989467935e-05,4.13534128146821e-05,4.0474375409934786e-05,4.178660416024946e-05
2023-02-09,2023-02-13,5.749795537669362e-05,4.8827916238826426e-05,3.5499147415168356e-05,0.00758274062438467,0.006932623451240525,0.005864602422379611,0.0870789332983855,0.08309501835235442,0.07628566657565966,3.0947121099779013e-08,275,0.0007820645320924017,5.930192498387442e-06,2.2805682614939453e-05,0.004775529563822158,0.06910520648852847,0.002246580080462435,2023,6.185718147697382e-05,-0.01691557255196796,4.958197922816936e-05,4.758706087480064e-05,4.64786264944363e-05,4.8352313267200016e-05
2023-02-13,2023-02-14,2.2805682614939453e-05,3.999997756771268e-05,3.502834189875391e-05,0.004775529563822158,0.006251326284436744,0.005819909785534785,0.06910520648852847,0.0788251609461913,0.07597742395726574,3.0036232096400404e-09,275,0.0003868653662904081,1.8474869939387321e-06,8.670906915799545e-05,0.009311770463128666,0.09649751532101056,-0.005601535351217553,2023,6.185718147697382e-05,-0.01691557255196796,3.7019687632520205e-05,3.44945991905998e-05,3.3675553355900115e-05,3.4329809558961496e-05
2023-02-14,2023-02-15,8.670906915799545e-05,5.094350908536873e-05,3.6971556879650366e-05,0.009311770463128666,0.006982461360784634,0.005941803508195551,0.09649751532101056,0.08308326104206734,0.07666251653567416,6.414323573114624e-08,275,0.0009168574834548178,8.537566433333052e-06,4.059781768573904e-05,0.00637164167901327,0.07982256372112631,-0.00459415170952675,2023,6.185718147697382e-05,-0.01691557255196796,5.825647479118321e-05,5.442730767769199e-05,5.209055315038573e-05,5.590468800370996e-05
2023-02-15,2023-02-16,4.059781768573904e-05,4.999043377036953e-05,3.763825155874693e-05,0.00637164167901327,0.0069097456102896635,0.005999959796824769,0.07982256372112631,0.08263409603694205,0.07704719325971544,1.5160790907090298e-08,274,0.0006526183997811725,4.1582505965366636e-06,4.374715185724051e-05,0.006614162974801914,0.08132750441764407,-0.006862681879679447,2023,6.185718147697382e-05,-0.01691557255196796,4.565259603489331e-05,4.329938907239808e-05,4.221371755538015e-05,4.3580668540325034e-05
2023-02-16,2023-02-20,4.374715185724051e-05,5.027153533852162e-05,3.8813883619061644e-05,0.006614162974801914,0.006931169061030136,0.006108382715043683,0.08132750441764407,0.08276634464933898,0.07778800363768011,1.5288255253764493e-08,275,0.0006301772702603919,4.1680951685180235e-06,1.2900287672716403e-05,0.0035916970463440263,0.05993076877818294,0.006748464824122836,2023,6.185718147697382e-05,-0.01691557255196796,4.667636332634491e-05,4.43545148197738e-05,4.325315646440048e-05,4.479539511418247e-05
2023-02-20,2023-02-21,1.2900287672716403e-05,4.1352001797726166e-05,3.823296673555781e-05,0.0035916970463440263,0.006132960345422007,0.006041296713396967,0.05993076877818294,0.07733671174529846,0.07727635672770206,8.028746328928318e-10,245,0.00028175143675702704,1.0119658032033997e-06,3.4466203044538016e-05,0.005870792369394273,0.0766210961119343,-0.0014091916997209413,2023,6.185718147697382e-05,-0.01691557255196796,3.509790332750562e-05,3.0555925897344866e-05,2.8911542147233758e-05,2.9856860626560265e-05
2023-02-21,2023-02-22,3.4466203044538016e-05,4.368410588364588e-05,3.778543587617353e-05,0.005870792369394273,0.006352012906536431,0.006005572864048985,0.0766210961119343,0.07883988966997964,0.07705055624807784,2.5908870502988197e-08,275,0.0009242430276579778,5.426038914240316e-06,2.8335310444699064e-05,0.005323092188258537,0.07295952431491406,-0.003627388748837674,2023,6.185718147697382e-05,-0.01691557255196796,4.168438479166553e-05,3.86235518129118e-05,3.730437812386825e-05,3.8331343805029974e-05
2023-02-22,2023-02-23,2.8335310444699064e-05,3.200935414098661e-05,3.80567544433576e-05,0.005323092188258537,0.0055542772515624035,0.006032563305240642,0.07295952431491406,0.07413229146876033,0.07724099261443639,4.049329255853965e-09,275,0.00040298253261680984,2.1451131713771817e-06,2.5998779987742974e-05,0.005098899880145028,0.07140658149039925,-0.0023799145483090985,2023,6.185718147697382e-05,-0.01691557255196796,3.572999934222333e-05,3.291931449890204e-05,3.197989557566586e-05,3.309227491376178e-05
2023-02-23,2023-02-27,2.5998779987742974e-05,2.908954660138739e-05,3.792406522157141e-05,0.005098899880145028,0.005299728891788756,0.0060198978181334566,0.07140658149039925,0.07244909502261491,0.07715348649261598,4.295665482549654e-09,275,0.0004333086976303425,2.2093976664131515e-06,1.4568042723046208e-05,0.003816810543247622,0.0617803410742254,-0.006076641637363079,2023,6.185718147697382e-05,-0.01691557255196796,3.401308796621681e-05,3.1034918035974986e-05,3.0103161195577878e-05,3.108424989590061e-05
2023-02-27,2023-02-28,1.4568042723046208e-05,2.3253724774548533e-05,3.6976738714221195e-05,0.003816810543247622,0.004740258405477897,0.0059229089713012046,0.0617803410742254,0.06853966235393119,0.07645532442818269,1.0233565112200821e-09,275,0.0002825345342455875,1.0783807891401147e-06,2.0240619447308517e-05,0.004498957595633517,0.0670742692515805,0.008544007827084865,2023,6.185718147697382e-05,-0.01691557255196796,2.8732671030288737e-05,2.4932530807316698e-05,2.3876961425446596e-05,2.455936314550211e-05
2023-02-28,2023-03-01,2.0240619447308517e-05,2.4721791129466953e-05,3.685583318984889e-05,0.004498957595633517,0.004921710515335795,0.005909886545206816,0.0670742692515805,0.0699683624486107,0.07635974784706902,3.049490418312736e-09,275,0.00041377133510003475,1.8615396909037226e-06,3.279069782170342e-05,0.005726316252330412,0.07567242729244525,0.002384969796692948,2023,6.185718147697382e-05,-0.01691557255196796,3.078248976388211e-05,2.7535930627136784e-05,2.6643536346676645e-05,2.7360406313914997e-05
2023-03-01,2023-03-02,3.279069782170342e-05,2.4386690084900038e-05,3.682140881053336e-05,0.005726316252330412,0.004892815291923024,0.005906897898267347,0.07567242729244525,0.06977862868471289,0.07634005694412326,1.105995230849381e-08,275,0.0006190987990299007,3.54515551468316e-06,2.1963454017583633e-05,0.004686518325749259,0.06845815017767613,0.0022052918752684552,2023,6.185718147697382e-05,-0.01691557255196796,3.4001935206023884e-05,3.0877654281687236e-05,2.9854792969566667e-05,3.1088220585885425e-05
2023-03-02,2023-03-06,2.1963454017583633e-05,2.311231879947695e-05,3.652429781065176e-05,0.004686518325749259,0.004765500519421167,0.005877261031850622,0.06845815017767613,0.0688783538572653,0.07613064374218119,2.8296241440639423e-09,275,0.000382624451975186,1.7931765060614763e-06,1.3302561716655205e-05,0.0036472677056469554,0.06039261300562309,0.004791205859952062,2023,6.185718147697382e-05,-0.01691557255196796,3.0621372538078555e-05,2.734017033728056e-05,2.6430048728885066e-05,2.7303944721323766e-05
2023-03-06,2023-03-07,1.3302561716655205e-05,2.0573075145259394e-05,3.5911394081767065e-05,0.0036472677056469554,0.004475174084521553,0.005807793101755585,0.06039261300562309,0.06667556016031008,0.07560569978427936,6.547876705733062e-10,275,0.00023650551331567428,8.625989209237148e-07,4.1906400617337076e-05,0.006473515321472336,0.08045815882477261,-0.019502927817174505,2023,6.185718147697382e-05,-0.01691557255196796,2.73270603075177e-05,2.332667522302275e-05,2.224825021351595e-05,2.29521333361467e-05
2023-03-07,2023-03-08,4.1906400617337076e-05,2.604074672411757e-05,3.491211149738989e-05,0.006473515321472336,0.005006515040166496,0.005738718313250974,0.08045815882477261,0.07041112371041951,0.07519904891722301,3.5094841343425164e-08,275,0.0009755288674818711,6.315101070182448e-06,1.5936438382566496e-05,0.003992046891328619,0.06318264707440342,0.0014947673855290706,2023,6.185718147697382e-05,-0.01691557255196796,3.6917841595801863e-05,3.351650506994701e-05,3.21624704142008e-05,3.361783432813507e-05
2023-03-08,2023-03-09,1.5936438382566496e-05,2.5179910511169164e-05,3.464539951979491e-05,0.003992046891328619,0.004905132899305516,0.005707925614882698,0.06318264707440342,0.0696327992749841,0.07496491290848252,1.5058920005981203e-09,275,0.00032768755135757365,1.308144070724089e-06,1.563691314931194e-05,0.003954353695524964,0.06288365205301744,0.008479139776637865,2023,6.185718147697382e-05,-0.01691557255196796,2.9655416268309647e-05,2.5952720276587558e-05,2.4866887844969367e-05,2.5629080456162452e-05
