origin_date,target_date,origin_close,target_close,target_log_return,actual_up,momentum_20d_log_return,tsm_signal,rs_plus_5d,rs_minus_5d,q80_plus_250d,q80_minus_250d,region,ttsm_s1_signal,ttsm_s2_signal
2024-12-30,2025-01-02,2606.61011,2662.93994,0.02138018434360125,1,-0.01915463284020762,-1,0.0001173479752323269,0.00018203074393127326,0.00020945059782548074,0.00022758084251000855,3,-1,-1
2025-01-02,2025-01-06,2662.93994,2638.38989,-0.009261912118326178,0,-0.009686599810199769,-1,0.00011122416900441148,0.0001110376919844698,0.00020945059782548074,0.00022758084251000855,3,-1,-1
2025-01-06,2025-01-07,2638.38989,2647.1001,0.00329589797780521,1,0.0045204906989705345,1,0.0001214249074709446,0.00011945157295888573,0.00020945059782548074,0.00022758084251000855,3,1,1
2025-01-07,2025-01-08,2647.1001,2659.12012,0.004530547192439914,1,0.00302675108955601,1,0.00013408028559609096,0.0001406340382817104,0.00020945059782548074,0.00022758084251000855,3,1,1
2025-01-08,2025-01-09,2659.12012,2671.84009,0.004772121208334085,1,0.01049822563801056,1,0.00014671415348470706,0.00016054999037333953,0.00020945059782548074,0.00022758084251000855,3,1,1
2025-01-09,2025-01-13,2671.84009,2673.67993,0.000688367105825586,1,0.004452574070439554,1,0.0001506437480805031,0.00014819797569973097,0.00020945059782548074,0.00022758084251000855,3,1,1
2025-01-13,2025-01-14,2673.67993,2675.67993,0.0007477530566392112,1,0.0127147746597591,1,0.00014353262109018664,0.00015954023712752132,0.00020945059782548074,0.00022758084251000855,3,1,1
2025-01-14,2025-01-15,2675.67993,2697.3501,0.008066319144786747,1,0.010202526519568099,1,0.0001182163191331105,0.000130931909242706,0.00020945059782548074,0.00022758084251000855,3,1,1
2025-01-15,2025-01-16,2697.3501,2714.81006,0.006452144820385519,1,0.01908847676853706,1,0.00011842650630845638,0.00012023430713509488,0.00020945059782548074,0.00022758084251000855,3,1,1
2025-01-16,2025-01-20,2714.81006,2727.3999,0.004626746322366484,1,0.02706464583338749,1,0.00011474020365893037,0.00010893547695567791,0.00020945059782548074,0.00022758084251000855,3,1,1
2025-01-20,2025-01-21,2727.3999,2752.16992,0.00904092457440985,1,0.021120501298780594,1,0.00011871427735731305,0.00011435705911570497,0.00020945059782548074,0.00022758084251000855,3,1,1
2025-01-21,2025-01-22,2752.16992,2751.77002,-0.0001453140859322384,0,0.02483560535492167,1,0.00011625361924375938,0.00010184068244731863,0.00020945059782548074,0.00022758084251000855,3,1,1
