origin_date,target_date,loss,extreme_event,hazard,elapsed_since_last_extreme
2025-04-29,2025-04-30,0.007746347135211058,0,0.07373123836471862,5
2025-04-30,2025-05-01,0.016341794217992183,1,0.0724619849900171,6
2025-05-01,2025-05-02,-0.0050080646255662225,0,0.07765544439491168,1
2025-05-02,2025-05-05,-0.024311126145189536,0,0.0720041680796023,2
2025-05-05,2025-05-06,-0.02945690624815226,0,0.06969186361590984,3
2025-05-06,2025-05-07,0.020026252612894965,1,0.06806565944096366,4
2025-05-07,2025-05-08,0.017136428927237376,1,0.09133342086078045,1
2025-05-08,2025-05-09,-0.004293663803276939,0,0.11886662194512554,1
2025-05-09,2025-05-12,0.026957454115258763,1,0.10992222318247957,2
2025-05-12,2025-05-13,-0.004090237574823582,0,0.1442791470624477,1
2025-05-13,2025-05-14,0.02093486723760557,1,0.13320698194172775,2
2025-05-14,2025-05-15,-0.019702770978243012,0,0.15089925966467455,1
2025-05-15,2025-05-16,0.010783780248552642,0,0.13926096209029581,2
2025-05-16,2025-05-19,-0.006041469877180215,0,0.1339848190813563,3
2025-05-19,2025-05-20,-0.017178148165834496,0,0.130068065397291,4
2025-05-20,2025-05-21,-0.00922944560746779,0,0.12682263373401215,5
2025-05-21,2025-05-22,0.006284105486254698,0,0.1239913814737893,6
2025-05-22,2025-05-23,-0.018377557788416914,0,0.12144788038662924,7
2025-05-23,2025-05-26,0.0027750857048422415,0,0.11911979576679732,8
2025-05-26,2025-05-27,0.01411334982929255,0,0.11696144848228673,9
2025-05-27,2025-05-28,0.0025185490698981317,0,0.11494189695200652,10
2025-05-28,2025-05-29,-0.008034116156697094,0,0.11303904950085653,11
2025-05-29,2025-05-30,0.008909506794855164,0,0.11123647201453446,12
2025-05-30,2025-06-02,-0.02773982357690758,0,0.10952152971935669,13
2025-06-02,2025-06-03,0.007934334278599934,0,0.1078842430993564,14
2025-06-03,2025-06-04,-0.005363760585008341,0,0.10631655061681122,15
2025-06-04,2025-06-05,0.005751397940212041,0,0.10481181523572536,16
2025-06-05,2025-06-06,0.012877067071114976,0,0.10336448337519599,17
2025-06-06,2025-06-09,-0.005272923014619227,0,0.10196984264403486,18
2025-06-09,2025-06-10,0.0012419055973906846,0,0.10062384559326398,19
2025-06-10,2025-06-11,-0.008637259591535091,0,0.09932297878787988,20
2025-06-11,2025-06-12,-0.008791004314718376,0,0.09806416372952365,21
2025-06-12,2025-06-13,-0.014760859662238423,0,0.09684468063564677,22
2025-06-13,2025-06-16,0.014278998189563477,0,0.09566210892866456,23
2025-06-16,2025-06-17,-0.00111360066331607,0,0.09451428014731833,24
2025-06-17,2025-06-18,0.0044974481820602395,0,0.0933992402332483,25
2025-06-18,2025-06-19,-0.0026949803822465925,0,0.0923152189909835,26
2025-06-19,2025-06-20,0.003685951941759716,0,0.09126060510576361,27
2025-06-20,2025-06-23,-0.00010095193288109242,0,0.0902339255173562,28
2025-06-23,2025-06-24,0.013206077596176825,0,0.0892338282440609,29
2025-06-24,2025-06-25,-0.0021751087492387082,0,0.08825906796638583,30
2025-06-25,2025-06-26,0.0012161413542884614,0,0.0873084938381129,31
2025-06-26,2025-06-27,0.015165085540892399,0,0.08638103911027495,32
2025-06-27,2025-06-30,-0.007570390510679712,0,0.0854757122423696,33
2025-06-30,2025-07-01,-0.010088510553002058,0,0.0845915892425615,34
2025-07-01,2025-07-02,-0.004664801234516962,0,0.08372780703045002,35
2025-07-02,2025-07-03,0.00841839031503491,0,0.08288355765616862,36
2025-07-03,2025-07-04,-0.00387347159579684,0,0.08205808324087771,37
2025-07-04,2025-07-07,-5.993748520368058e-06,0,0.0812506715285487,38
2025-07-07,2025-07-08,0.01078371666425526,0,0.08046065195840957,39
2025-07-08,2025-07-09,-0.003347888319058197,0,0.0796873921831881,40
2025-07-09,2025-07-10,-0.0034871647825560656,0,0.07893029497085624,41
2025-07-10,2025-07-11,-0.007860900558686289,0,0.0781887954377708,42
2025-07-11,2025-07-14,0.0022413828249996937,0,0.07746235856944328,43
2025-07-14,2025-07-15,0.005339745700942447,0,0.07675047699194637,44
2025-07-15,2025-07-16,-0.00602763734027652,0,0.07605266896256957,45
2025-07-16,2025-07-17,0.002125017635182148,0,0.07536847655300583,46
2025-07-17,2025-07-18,-0.0030812977785822184,0,0.07469746400214916,47
2025-07-18,2025-07-21,-0.01465654539662266,0,0.07403921621885834,48
2025-07-21,2025-07-22,-0.0087216755848765,0,0.07339333741767584,49
2025-07-22,2025-07-23,0.011167759829881987,0,0.07275944987290295,50
2025-07-23,2025-07-24,0.005455941529965314,0,0.07213719277810815,51
2025-07-24,2025-07-25,0.006972590531408737,0,0.07152622120016061,52
2025-07-25,2025-07-28,0.0075451912717707315,0,0.07092620511783088,53
2025-07-28,2025-07-29,-0.0036747459192717556,0,0.07033682853660228,54
2025-07-29,2025-07-30,0.01275555987841734,0,0.06975778867208238,55
2025-07-30,2025-07-31,-0.0022544571469634484,0,0.06918879519541132,56
2025-07-31,2025-08-01,-0.01875965122210051,0,0.06862956953484078,57
2025-08-01,2025-08-04,-0.005064654008955515,0,0.06807984422821822,58
2025-08-04,2025-08-05,-0.00018347157869561795,0,0.06753936232182944,59
2025-08-05,2025-08-06,0.002384794149463368,0,0.06700787681137266,60
2025-08-06,2025-08-07,-0.00525381265933745,0,0.06648515012153988,61
2025-08-07,2025-08-08,0.0006138862437310161,0,0.0659709536206915,62
2025-08-08,2025-08-11,0.012800003620178543,0,0.06546506716789735,63
2025-08-11,2025-08-12,0.0004965154290980335,0,0.06496727868948571,64
2025-08-12,2025-08-13,-0.0024890686617105107,0,0.06447738378283974,65
2025-08-13,2025-08-14,0.006157752621254273,0,0.06399518534515936,66
2025-08-14,2025-08-15,0.0002612773473889729,0,0.06352049322536513,67
2025-08-15,2025-08-18,-0.0007175981488251466,0,0.06305312389722628,68
2025-08-18,2025-08-19,0.005094367956632056,0,0.06259290015218177,69
2025-08-19,2025-08-20,-0.00753155467839809,0,0.06213965081043282,70
2025-08-20,2025-08-21,0.002320137970827727,0,0.061693210448815816,71
2025-08-21,2025-08-22,-0.009343573223993967,0,0.061253419144415844,72
2025-08-22,2025-08-25,0.004135290476844796,0,0.060820122232685736,73
2025-08-25,2025-08-26,-0.00903789351031633,0,0.06039317007912426,74
2025-08-26,2025-08-27,-0.0026208617155772133,0,0.059972417863509486,75
2025-08-27,2025-08-28,-0.009094443318352057,0,0.05955772537595183,76
2025-08-28,2025-08-29,-0.010416988124917282,0,0.059148956823792065,77
2025-08-29,2025-09-01,-0.01014632064370422,0,0.058745980648825524,78
2025-09-01,2025-09-02,-0.016920742907538536,0,0.058348669354084115,79
2025-09-02,2025-09-03,-0.006437660942097701,0,0.057956899339486,80
2025-09-03,2025-09-04,0.005660585746313043,0,0.05757055074599193,81
2025-09-04,2025-09-05,-0.010317639619651089,0,0.057189507307511156,82
2025-09-05,2025-09-08,-0.014152816927567417,0,0.05681365621028267,83
2025-09-08,2025-09-09,0.0006813299383882787,0,0.05644288795909136,84
2025-09-09,2025-09-10,-0.0007142857446551973,0,0.05607709625006552,85
2025-09-10,2025-09-11,0.00199028017580797,0,0.05571617784953231,86
2025-09-11,2025-09-12,-0.0022044664472867575,0,0.05536003247872856,87
2025-09-12,2025-09-15,-0.011300295662769865,0,0.05500856270381793,88
2025-09-15,2025-09-16,-0.003606927795176648,0,0.054661673831126856,89
2025-09-16,2025-09-17,0.008805746228645606,0,0.054319273807183266,90
2025-09-17,2025-09-18,0.004584265643950341,0,0.0539812731232544,91
2025-09-18,2025-09-19,-0.011261573683307597,0,0.05364758472429221,92
2025-09-19,2025-09-22,-0.019194261724688032,0,0.053318123921846206,93
2025-09-22,2025-09-23,-0.0044099925002437975,0,0.05299280831087316,94
2025-09-23,2025-09-24,0.007905074444305786,0,0.05267155769023313,95
2025-09-24,2025-09-25,-0.002771494835968875,0,0.05235429398651259,96
2025-09-25,2025-09-26,-0.003668393409354064,0,0.0520409411812367,97
2025-09-26,2025-09-29,-0.018569716221719292,0,0.05173142524111607,98
2025-09-29,2025-09-30,-0.007000081752438534,0,0.051425674051245096,99
2025-09-30,2025-10-01,-0.001629508138175993,0,0.0511236173511086,100
2025-10-01,2025-10-02,0.0036163973967006657,0,0.05082518667315761,101
2025-10-02,2025-10-03,-0.006134196620037917,0,0.05053031528405316,102
2025-10-03,2025-10-06,-0.02176256966682019,0,0.0502389381281505,103
2025-10-06,2025-10-07,-0.0060710786724055684,0,0.04995099177329987,104
2025-10-07,2025-10-08,-0.015284652893863916,0,0.049666414358890854,105
2025-10-08,2025-10-09,0.016722510883849885,1,0.04938514554584583,106
2025-10-09,2025-10-10,-0.008800074759748056,0,0.06467608477388465,1
2025-10-10,2025-10-13,-0.024437795398506094,0,0.06002054468140139,2
2025-10-13,2025-10-14,-0.007645287944019943,0,0.05815566414500484,3
2025-10-14,2025-10-15,-0.017957700032144065,0,0.0568609250764478,4
2025-10-15,2025-10-16,-0.023909745431484546,0,0.055836663823773613,5
2025-10-16,2025-10-17,0.022528032241864532,1,0.05497260726625819,6
2025-10-17,2025-10-20,-0.035163264821873895,0,0.07926870578255463,1
2025-10-20,2025-10-21,0.0644371992206654,1,0.0734922613149156,2
2025-10-21,2025-10-22,0.0031864487377088087,0,0.13092300523305211,1
2025-10-22,2025-10-23,-0.0037768586037704457,0,0.12097819524646736,2
2025-10-23,2025-10-24,0.004796522593331474,0,0.11658289879184658,3
2025-10-24,2025-10-27,0.028968514484079194,1,0.11335956507080436,4
2025-10-27,2025-10-28,0.003102556623013761,0,0.13633005159918754,1
2025-10-28,2025-10-29,0.004718801068653309,0,0.12593124939598854,2
2025-10-29,2025-10-30,-0.017848026766774466,0,0.12130280126817916,3
2025-10-30,2025-10-31,0.006180105422761611,0,0.11789672928264594,4
2025-10-31,2025-11-03,-0.0008880717545208006,0,0.11508972596627265,5
2025-11-03,2025-11-04,0.017312431748631056,1,0.11264956333264198,6
2025-11-04,2025-11-05,-0.013662550382249183,0,0.10836499140209932,1
2025-11-05,2025-11-06,0.0008335488824242321,0,0.10027848919932525,2
2025-11-06,2025-11-07,-0.005460648154924786,0,0.09681312381627205,3
2025-11-07,2025-11-10,-0.025324178011289257,0,0.09431173737843657,4
2025-11-10,2025-11-11,-0.004231844833972243,0,0.09227630355813932,5
2025-11-11,2025-11-12,-0.017615282180390417,0,0.09052225862799623,6
2025-11-12,2025-11-13,0.007616174675809254,0,0.08895967455446152,7
2025-11-13,2025-11-14,0.018181866142291232,1,0.08753760282475775,8
2025-11-14,2025-11-17,0.019124492478484873,1,0.09278956882537015,1
2025-11-17,2025-11-18,-0.01702452400108614,0,0.1284170535218926,1
2025-11-18,2025-11-19,0.0017052022455358873,0,0.11868153609864296,2
2025-11-19,2025-11-20,-0.002591929758110242,0,0.11439296013949618,3
2025-11-20,2025-11-21,-0.0006895575501920093,0,0.11125305898354976,4
2025-11-21,2025-11-24,-0.00779487336381834,0,0.10867384338375252,5
2025-11-24,2025-11-25,-0.0033558239123860217,0,0.10643659018651785,6
2025-11-25,2025-11-26,-0.007287022920295123,0,0.1044342999422424,7
2025-11-26,2025-11-27,0.0013266474908708273,0,0.10260608855267672,8
2025-11-27,2025-11-28,-0.013078735669048911,0,0.10091373419162286,9
2025-11-28,2025-12-01,-0.005126565268472433,0,0.09933150805481761,10
2025-12-01,2025-12-02,0.008238913290117826,0,0.09784115969829854,11
2025-12-02,2025-12-03,-0.0021230962960924575,0,0.09642920315931547,12
2025-12-03,2025-12-04,-5.0445853405239016e-05,0,0.0950853403830425,13
2025-12-04,2025-12-05,0.00027235371255126444,0,0.09380149258938175,14
2025-12-05,2025-12-08,0.005042758939250634,0,0.09257117745379051,15
2025-12-08,2025-12-09,-0.006292648001405252,0,0.09138909323162192,16
2025-12-09,2025-12-10,-0.0007020784021615799,0,0.09025083206675799,17
2025-12-10,2025-12-11,-0.013595924822520544,0,0.08915267688159301,18
2025-12-11,2025-12-12,-0.005430891623794384,0,0.08809145403139751,19
2025-12-12,2025-12-15,-0.004116767675767456,0,0.08706442417087412,20
2025-12-15,2025-12-16,0.0010428004532251787,0,0.08606919992626183,21
2025-12-16,2025-12-17,-0.00618960258763906,0,0.08510368276545066,22
2025-12-17,2025-12-18,0.0027145962815309952,0,0.08416601387440215,23
2025-12-18,2025-12-19,-0.004809536716478778,0,0.08325453542329153,24
2025-12-19,2025-12-22,-0.019997755082263632,0,0.08236775965615806,25
2025-12-22,2025-12-23,-0.012974321529461244,0,0.08150434395252926,26
2025-12-23,2025-12-24,0.0026543273269509114,0,0.08066307050460719,27
2025-12-24,2025-12-25,-6.696883137163002e-07,0,0.0798428296026843,28
2025-12-25,2025-12-26,-0.009748724670125105,0,0.07904260577089262,29
2025-12-26,2025-12-29,0.04203702339768604,1,0.07826146617655971,30
2025-12-29,2025-12-30,-0.0021526828646580448,0,0.09868944953993486,1
2025-12-30,2025-12-31,0.008187642248025623,0,0.09138210251222767,2
