evaluation_year,origin_date,target_date,source,actual_up,downside_share,max_drawdown_norm,trough_position,recovery_to_close_ratio,close_location,post_trough_return_norm,last_quarter_return_norm,post_trough_positive_fraction,p_up,tau,up2_morph_call
2022,2022-10-13,2022-10-17,GOVERNED_ROUTER_ABSTAIN,0,0.6467881892602506,1.458132536142186,0.4218181818181818,0.6842753718430877,0.6842753718430877,0.9977641833651988,0.14613707257235334,0.48427672955974843,0.43802215583446175,0.587924232797405,0
2023,2023-03-20,2023-03-21,GOVERNED_ROUTER_ABSTAIN,0,0.5114145147488048,1.4107657047707953,0.45454545454545453,0.41148469049983166,0.41148469049983166,0.5805084893953877,0.16621029302429247,0.5133333333333333,0.4235741694455941,0.587924232797405,0
2023,2023-03-21,2023-03-23,GOVERNED_ROUTER_ABSTAIN,1,0.6744242912763667,2.239424478197777,0.6472727272727272,0.08517008076581045,0.08517008076581045,0.1907319636770376,-0.0302537201011551,0.5360824742268041,0.6349328001016584,0.587924232797405,1
2024,2024-04-10,2024-04-11,GOVERNED_ROUTER_ABSTAIN,1,0.5640318676336378,0.9099339954693615,0.4,0.5733911340442384,0.5733911340442384,0.521748085567582,0.21510993872187786,0.5575757575757576,0.4449776274061851,0.587924232797405,0
2024,2024-04-11,2024-04-15,GOVERNED_ROUTER_ABSTAIN,1,0.3772969573304239,0.6985637058801346,0.21454545454545454,3.1020295951515493,0.8578893030823168,2.1669652897389198,0.28132881397397075,0.5601851851851852,0.073280483922598,0.587924232797405,0
2024,2024-04-15,2024-04-16,GOVERNED_ROUTER_ABSTAIN,0,0.4998701545587439,0.9963719270484226,0.44,1.7535006518396905,0.9665654346660936,1.7471388235541776,0.01630691921471583,0.551948051948052,0.1559429390247097,0.587924232797405,0
2024,2024-04-16,2024-04-17,GOVERNED_ROUTER_ABSTAIN,0,0.5274099768490305,0.7731201141933898,0.16727272727272727,0.7087451220016322,0.5121309845506301,0.5479451096559099,-0.10366827993290162,0.5109170305676856,0.5094003485563077,0.587924232797405,0
2024,2024-04-17,2024-04-18,GOVERNED_ROUTER_ABSTAIN,1,0.5731414408999259,1.2511211533927493,0.7381818181818182,0.41560479457850236,0.41560479457850236,0.5199719499486124,0.347981630657336,0.5833333333333334,0.3363959427446715,0.587924232797405,0
2024,2024-04-18,2024-04-22,GOVERNED_ROUTER_ABSTAIN,0,0.5026058689926028,0.5827184013978511,0.4618181818181818,1.0293781739507069,0.4621048445861349,0.5998376039583951,0.3513761230298593,0.527027027027027,0.31187313555143215,0.587924232797405,0
2024,2024-04-22,2024-04-23,GOVERNED_ROUTER_ABSTAIN,1,0.6839037291202885,2.2159481745619507,0.9127272727272727,0.05253755116539385,0.05253755116539385,0.11642049060090959,-0.8548953527900703,0.5416666666666666,0.6712967757743389,0.587924232797405,1
2024,2024-04-23,2024-04-24,GOVERNED_ROUTER_ABSTAIN,0,0.4061023756516369,0.7918883329537276,0.2545454545454545,1.7576735022638967,0.9157093192341648,1.3918811395846973,0.2621743197624219,0.526829268292683,0.20053761790872268,0.587924232797405,0
2024,2024-04-24,2024-04-25,GOVERNED_ROUTER_ABSTAIN,1,0.5843022509815151,1.1934475568155343,0.9672727272727273,0.2195545684764176,0.2195545684764176,0.2620268633358695,-0.18047686553836004,0.5555555555555556,0.37895793245106896,0.587924232797405,0
2024,2024-04-25,2024-04-29,GOVERNED_ROUTER_ABSTAIN,0,0.4152007138604063,0.06174462796599347,0.01818181818181818,13.795402710391388,0.7336069291493809,0.8517920079941742,0.07283684033170168,0.5259259259259259,0.6512276384781549,0.587924232797405,1
2024,2024-05-23,2024-05-27,GOVERNED_ROUTER_ABSTAIN,1,0.6460853253409944,1.6673231905964616,0.9345454545454546,0.09682136267388806,0.09682136267388806,0.1614325033313242,0.022022557244756706,0.6111111111111112,0.45794467870133654,0.587924232797405,0
2024,2024-08-05,2024-08-06,GOVERNED_ROUTER_ABSTAIN,0,0.5692437491664679,2.190350495325191,0.3709090909090909,0.47371220200668523,0.47371220200668523,1.03759575630693,-0.06386408432858051,0.5260115606936416,0.442234267126274,0.587924232797405,0
2024,2024-11-06,2024-11-07,GOVERNED_ROUTER_ABSTAIN,1,0.5993237728839217,2.1523005241055695,0.850909090909091,0.07500793273652984,0.07500793273652984,0.16143961294090847,-0.20785993174217465,0.4634146341463415,0.5741704494860919,0.587924232797405,0
2025,2025-04-03,2025-04-07,GOVERNED_ROUTER_ABSTAIN,0,0.5174715708518771,1.7329211133728797,0.4,0.4385592753864217,0.4385592753864217,0.7599886277826413,-0.3093983755897911,0.5393939393939394,0.446684151659421,0.587924232797405,0
2025,2025-04-07,2025-04-08,GOVERNED_ROUTER_ABSTAIN,1,0.5185646322927394,1.5055806045799185,0.5854545454545454,0.4264063064866442,0.4264063064866442,0.6419890647168517,0.1933734930510909,0.5175438596491229,0.4026488470120953,0.587924232797405,0
2025,2025-04-08,2025-04-09,GOVERNED_ROUTER_ABSTAIN,1,0.46517419778111885,1.1573232010193768,0.8181818181818182,0.6746066342838171,0.6746066342838171,0.7807379094182552,0.5235871652786832,0.66,0.2497051940807963,0.587924232797405,0
2025,2025-04-09,2025-04-10,GOVERNED_ROUTER_ABSTAIN,1,0.4356389284322509,0.0,0.0,3909379.214074327,0.9774507746234575,1.8403620196484147,0.7525968549347272,0.5745454545454546,1.0,0.587924232797405,1
2025,2025-04-10,2025-04-21,GOVERNED_ROUTER_ABSTAIN,1,0.4023494617345296,0.4819254498135035,0.22181818181818183,4.365171453181457,0.9872100151029913,2.1036872160875384,0.6973515928723485,0.5981308411214953,0.13366613394085272,0.587924232797405,0
2025,2025-04-21,2025-04-22,GOVERNED_ROUTER_ABSTAIN,0,0.44870484254812204,0.12021595692847349,0.01090909090909091,20.807646736622466,0.9801375294621126,2.5014111638726986,1.2017367622499793,0.5845588235294118,0.32641109650142175,0.587924232797405,0
2025,2025-04-22,2025-04-23,GOVERNED_ROUTER_ABSTAIN,0,0.5656439309415373,2.0050733314534495,0.7909407665505227,0.2479634106672577,0.2479634106672577,0.49718482190515817,0.019142970209246896,0.4666666666666667,0.49457872573848405,0.587924232797405,0
2025,2025-04-23,2025-04-24,GOVERNED_ROUTER_ABSTAIN,0,0.5532165609500721,1.4170758520484608,0.4181184668989547,0.5872265772197903,0.5872265772197903,0.8321446022592356,0.5783241514726545,0.5329341317365269,0.37892111297236203,0.587924232797405,0
2025,2025-04-24,2025-04-25,GOVERNED_ROUTER_ABSTAIN,0,0.537766019299547,0.7049343451902998,0.42160278745644597,0.35292057572759905,0.23013179299031716,0.2487858349547187,-0.4989478653597053,0.4819277108433735,0.5254605445021087,0.587924232797405,0
2025,2025-04-25,2025-04-28,GOVERNED_ROUTER_ABSTAIN,1,0.5406649839347136,1.4328040606436392,0.4875444839857651,0.6783440846344786,0.6783440846344786,0.9719341589778734,0.04578332532299621,0.5277777777777778,0.37937903822099667,0.587924232797405,0
2025,2025-04-28,2025-04-29,GOVERNED_ROUTER_ABSTAIN,0,0.46848968534252167,0.5676857111087132,0.2271062271062271,1.7794533309670313,0.5411715578609718,1.0101702295747876,-0.5566083112850417,0.5402843601895735,0.36164567070346243,0.587924232797405,0
2025,2025-04-29,2025-04-30,GOVERNED_ROUTER_ABSTAIN,0,0.5272006295090383,0.5535607377944527,0.43609022556390975,0.03323681684199275,0.026519952215745997,0.018398596852992596,-0.3519960298524799,0.46,0.5378592223546589,0.587924232797405,0
2025,2025-04-30,2025-05-01,GOVERNED_ROUTER_ABSTAIN,1,0.5925884314505523,1.7355500335431548,1.0,0.0,0.0,0.0,-1.0874947695714796,0.5,0.6371668364914344,0.587924232797405,1
2025,2025-05-01,2025-05-02,GOVERNED_ROUTER_ABSTAIN,0,0.48111617317815464,0.8168788821364296,0.33797909407665505,1.3820249899183223,0.9498535031078658,1.1289470288490895,0.21203450989637002,0.5473684210526316,0.2928165173202363,0.587924232797405,0
2025,2025-05-02,2025-05-05,GOVERNED_ROUTER_ABSTAIN,1,0.4601759580796756,1.0462942905383326,0.5519713261648745,0.6765424090390478,0.6765424090390478,0.7078624598846049,0.007257689881774922,0.544,0.33947085147128225,0.587924232797405,0
2025,2025-05-05,2025-05-06,GOVERNED_ROUTER_ABSTAIN,1,0.3288477684415731,0.0,0.0,3224442.271387793,0.814798726669567,2.2562879074975126,0.37434633769966735,0.519163763066202,1.0,0.587924232797405,1
2025,2025-05-06,2025-05-07,GOVERNED_ROUTER_ABSTAIN,1,0.6146773562005704,0.19898616982060915,0.06968641114982578,2.0498166753516824,0.28505176912497865,0.4078851690626464,-1.0099992894512908,0.5655430711610487,0.6170453931949547,0.587924232797405,1
2025,2025-05-07,2025-05-08,GOVERNED_ROUTER_ABSTAIN,0,0.45903630573008053,0.7680686795022125,0.7491289198606271,0.9984736176980459,0.6739526791572942,0.7668963130631351,0.7668963130631352,0.5416666666666666,0.252939896775508,0.587924232797405,0
2025,2025-05-08,2025-05-09,GOVERNED_ROUTER_ABSTAIN,1,0.6484931976632189,2.220495634189708,0.926056338028169,0.2642434688176639,0.2642434688176639,0.5867514688727669,-0.034068776334988456,0.6666666666666666,0.48636257755488854,0.587924232797405,0
2025,2025-05-09,2025-05-12,GOVERNED_ROUTER_ABSTAIN,0,0.4868713372688189,0.03524529524502266,0.0035460992907801418,13.969336819922923,0.4721169241586952,0.4923534005953493,0.040731857503735036,0.5088967971530249,0.6889431076038317,0.587924232797405,1
2025,2025-05-12,2025-05-13,GOVERNED_ROUTER_ABSTAIN,0,0.6108405357465878,1.261957544360142,0.28421052631578947,0.39382564807816145,0.39382564807816145,0.4969912477547581,0.03694465854506216,0.5049019607843137,0.5381755062279826,0.587924232797405,0
2025,2025-05-13,2025-05-14,GOVERNED_ROUTER_ABSTAIN,0,0.4772645477318974,1.0232661920066024,0.4146341463414634,0.01840808155529245,0.01840808155529245,0.018836367515231083,-0.5085504827437469,0.48214285714285715,0.5355109313306822,0.587924232797405,0
2025,2025-05-14,2025-05-15,GOVERNED_ROUTER_ABSTAIN,1,0.6416078684582573,2.2112303462713663,0.972027972027972,0.02558068896273204,0.02558068896273204,0.05656479571292209,-0.6800285882344522,0.5,0.6632035801727714,0.587924232797405,1
2025,2025-05-15,2025-05-16,GOVERNED_ROUTER_ABSTAIN,0,0.4491978248482567,0.608280567559943,0.08362369337979095,3.3185012266518394,0.6973793772404064,2.018579809596148,-0.6785931107358055,0.5703422053231939,0.23083882144802426,0.587924232797405,0
2025,2025-05-21,2025-05-22,GOVERNED_ROUTER_ABSTAIN,0,0.4573966459780928,0.7614084785067011,0.35664335664335667,1.5840451086340084,0.8356390093585702,1.2061053760510025,0.6666439520203327,0.5380434782608695,0.239471470349864,0.587924232797405,0
2025,2025-05-22,2025-05-23,GOVERNED_ROUTER_ABSTAIN,1,0.5692898206740508,1.318517531949109,0.42105263157894735,0.373227527463527,0.373227527463527,0.4921070383666779,0.04298179110480427,0.5333333333333333,0.48462388855980115,0.587924232797405,0
2025,2025-05-23,2025-05-26,GOVERNED_ROUTER_ABSTAIN,0,0.36991961433207815,0.03277237960598949,0.004149377593360996,41.1978571461423,0.8178919947146559,1.350151813346702,-0.029595829881531144,0.5041666666666667,0.898196440684817,0.587924232797405,1
2025,2025-05-27,2025-05-28,GOVERNED_ROUTER_ABSTAIN,0,0.5885121160192923,1.6209037095350405,0.33969465648854963,0.17772213695953296,0.17772213695953296,0.28807047106420147,-0.09718911783956095,0.5028901734104047,0.5809108255246819,0.587924232797405,0
2025,2025-06-12,2025-06-13,GOVERNED_ROUTER_ABSTAIN,1,0.45464507159048534,0.7479870525342779,0.1543859649122807,2.5079326642692057,0.8435344276742728,1.875901161501162,0.9153799994116778,0.5477178423236515,0.1670603306882748,0.587924232797405,0
2025,2025-06-16,2025-06-17,GOVERNED_ROUTER_ABSTAIN,1,0.6479996411293306,1.5511965758964537,0.9753521126760564,0.16030427723615615,0.16030427723615615,0.24866344595028123,-0.0326835814046036,0.5714285714285714,0.5297534695027781,0.587924232797405,0
2025,2025-06-19,2025-06-23,GOVERNED_ROUTER_ABSTAIN,0,0.5332212370555406,0.927788811984018,0.964,0.263724719435694,0.263724719435694,0.24468084413606095,-0.22293052872374963,0.7777777777777778,0.36754126611219634,0.587924232797405,0
2025,2025-06-23,2025-06-24,GOVERNED_ROUTER_ABSTAIN,0,0.6343130749561463,1.177174787770409,0.8391608391608392,0.2784428189632314,0.2784428189632314,0.3277758663192364,-0.5450809052029436,0.6304347826086957,0.5237355218509404,0.587924232797405,0
2025,2025-06-24,2025-06-25,GOVERNED_ROUTER_ABSTAIN,1,0.5326960823661276,1.3719630197915353,0.45907473309608543,0.4970780034124459,0.4970780034124459,0.6819726386336863,0.19349711228923464,0.5460526315789473,0.4068680496385629,0.587924232797405,0
2025,2025-06-26,2025-06-27,GOVERNED_ROUTER_ABSTAIN,0,0.5824512898706561,1.6127594241676868,1.0,0.0,0.0,0.0,-0.8437779766126089,0.5,0.6049959612298391,0.587924232797405,1
2025,2025-07-03,2025-07-07,GOVERNED_ROUTER_ABSTAIN,0,0.6466600832534415,1.1733610456211274,0.36013986013986016,0.46717786092777436,0.46717786092777436,0.5481683033892549,0.21323013193548676,0.5081967213114754,0.5291245215059257,0.587924232797405,0
2025,2025-10-08,2025-10-09,GOVERNED_ROUTER_ABSTAIN,0,0.5847404066135398,0.9553791518446962,0.8257839721254355,0.4134690320155915,0.4134690320155915,0.39501969312110335,-0.22110954248656028,0.58,0.4534380412521805,0.587924232797405,0
2025,2025-10-09,2025-10-10,GOVERNED_ROUTER_ABSTAIN,1,0.6474904094950693,1.943450624533459,0.5818815331010453,0.05209561127380411,0.05209561127380411,0.1012452482655269,-0.4467670477037576,0.5166666666666667,0.6674263353473929,0.587924232797405,1
2025,2025-10-10,2025-10-13,GOVERNED_ROUTER_ABSTAIN,1,0.6103302147183256,1.1187516764425975,0.7247386759581882,0.8137474027167958,0.8137474027167958,0.9103812709902248,0.025923135249248355,0.5949367088607594,0.38450152429731993,0.587924232797405,0
2025,2025-10-13,2025-10-14,GOVERNED_ROUTER_ABSTAIN,1,0.3582281980380624,0.0,0.0,3054481.138760829,0.9876232124248789,2.7992397623217116,1.2434419173031952,0.554006968641115,1.0,0.587924232797405,1
2025,2025-10-14,2025-10-15,GOVERNED_ROUTER_ABSTAIN,1,0.6110965426726829,1.0010563974760847,0.0975609756097561,1.065905328637653,1.0,1.067031348336571,0.5566716108620319,0.5444015444015444,0.4023754627033768,0.587924232797405,0
2025,2025-10-15,2025-10-16,GOVERNED_ROUTER_ABSTAIN,1,0.4812299089725847,0.2604476142692495,0.020905923344947737,5.113226728690538,0.9326133842374681,1.33172770270521,0.4891707616367814,0.5587188612099644,0.3109107414554869,0.587924232797405,0
2025,2025-10-16,2025-10-17,GOVERNED_ROUTER_ABSTAIN,0,0.457757111924029,0.3437198066679942,0.08013937282229965,4.976150184851688,0.7356578370478232,1.7104013794881259,0.26516622919556854,0.5681818181818182,0.2427104550813828,0.587924232797405,0
2025,2025-10-17,2025-10-20,GOVERNED_ROUTER_ABSTAIN,1,0.6329620569353102,1.8897158293550622,0.5435540069686411,0.22511345278795963,0.22511345278795963,0.42540045513418073,-0.15628647744737711,0.5343511450381679,0.5772798475592543,0.587924232797405,0
2025,2025-10-20,2025-10-21,GOVERNED_ROUTER_ABSTAIN,0,0.4397494826838087,0.5846243565881152,0.10104529616724739,3.042693136091476,0.8179900775297668,1.7788325169825536,-0.15751428647351037,0.5426356589147286,0.23024853633300585,0.587924232797405,0
2025,2025-10-21,2025-10-22,GOVERNED_ROUTER_ABSTAIN,0,0.6343136900596901,2.5216129818726873,0.8397212543554007,0.2948346841391078,0.2948346841391078,0.7434589670315075,-0.041655294142583295,0.5434782608695652,0.5093061506461943,0.587924232797405,0
2025,2025-10-22,2025-10-23,GOVERNED_ROUTER_ABSTAIN,1,0.5224205174150756,1.2629863454239285,0.4529616724738676,0.5102754053017,0.5102754053017,0.644470869301708,-0.016278769421938528,0.554140127388535,0.41447605286963735,0.587924232797405,0
2025,2025-10-23,2025-10-24,GOVERNED_ROUTER_ABSTAIN,0,0.49406005935906644,0.6948455355068476,0.15331010452961671,0.919779734797395,0.6021910423869011,0.6391048423736422,0.006954010254332592,0.51440329218107,0.4143367709197986,0.587924232797405,0
2025,2025-10-24,2025-10-27,GOVERNED_ROUTER_ABSTAIN,0,0.4236112399792305,1.0560148547128565,0.2926829268292683,0.8768056197499847,0.7507243445653373,0.9259197591516961,-0.005226674378633265,0.5123152709359606,0.3176263407967658,0.587924232797405,0
2025,2025-10-27,2025-10-28,GOVERNED_ROUTER_ABSTAIN,0,0.5785958344696797,1.832502297348905,0.7038327526132404,0.17375826337492023,0.17375826337492023,0.31841241681789745,0.28590242691940637,0.5294117647058824,0.4995304036785808,0.587924232797405,0
2025,2025-10-28,2025-10-29,GOVERNED_ROUTER_ABSTAIN,0,0.5254091644848873,1.3187237731863168,0.21254355400696864,0.7285070999991057,0.7285070999991057,0.9606996317038421,0.09164138430322258,0.4911504424778761,0.40319098221351657,0.587924232797405,0
2025,2025-10-29,2025-10-30,GOVERNED_ROUTER_ABSTAIN,1,0.5802427141826173,1.3738790022875902,0.9616724738675958,0.14745856842936467,0.14745856842936467,0.2025902308724919,0.09034290502633754,0.8181818181818182,0.39893584737223353,0.587924232797405,0
2025,2025-10-30,2025-10-31,GOVERNED_ROUTER_ABSTAIN,1,0.4612417848650785,0.0,0.0,1373539.5923285966,0.5633090514570909,0.8385184225873551,-0.3965331962024435,0.5261324041811847,1.0,0.587924232797405,1
2025,2025-11-11,2025-11-12,GOVERNED_ROUTER_ABSTAIN,1,0.5731304076280551,1.2295720076117636,0.43902439024390244,0.25703717888027505,0.25703717888027505,0.31604572006668374,-0.4169951415264051,0.5031055900621118,0.5551358903243448,0.587924232797405,0
2025,2025-11-12,2025-11-13,GOVERNED_ROUTER_ABSTAIN,0,0.3665259503949459,0.17452612078976706,0.020905923344947737,11.93005947646104,0.9129456218641377,2.0821070012179446,0.2033457549203755,0.5266903914590747,0.25977430779666644,0.587924232797405,0
2025,2025-11-13,2025-11-14,GOVERNED_ROUTER_ABSTAIN,0,0.64553605014513,1.5058979612527494,0.5853658536585366,0.5750930066848051,0.5750930066848051,0.8660313862973619,0.5113873316070224,0.5546218487394958,0.4260703143727346,0.587924232797405,0
2025,2025-11-14,2025-11-17,GOVERNED_ROUTER_ABSTAIN,0,0.5850365154874709,2.2905899975362036,0.397212543554007,0.26771194361956985,0.26771194361956985,0.6132183002759629,8.580557733019691e-05,0.48554913294797686,0.548313877511313,0.587924232797405,0
2025,2025-11-19,2025-11-20,GOVERNED_ROUTER_ABSTAIN,0,0.5360250478107829,1.2442242597955824,0.89198606271777,0.3230420882278948,0.3230420882278948,0.40193680310817165,-0.013363686070698794,0.5483870967741935,0.41448180569359816,0.587924232797405,0
2025,2025-11-20,2025-11-21,GOVERNED_ROUTER_ABSTAIN,1,0.5160846226301097,0.5451227255938644,0.13937282229965156,0.3000545985872608,0.1626837696922932,0.1635665806088605,-0.4065726642580696,0.5303643724696356,0.5273121476546573,0.587924232797405,0
2025,2025-11-21,2025-11-24,GOVERNED_ROUTER_ABSTAIN,1,0.4135200372617556,0.6159309644692329,0.08362369337979095,1.1874729647748323,0.5502190244285854,0.731401368474902,-0.0009073798541262851,0.5133079847908745,0.34743435578929677,0.587924232797405,0
2025,2025-11-24,2025-11-25,GOVERNED_ROUTER_ABSTAIN,1,0.36190202599532834,0.1435269045860942,0.03484320557491289,16.470914534114492,0.8943646219954458,2.364019378783563,0.10181765097417499,0.5523465703971119,0.289212154961999,0.587924232797405,0
2025,2025-11-25,2025-11-26,GOVERNED_ROUTER_ABSTAIN,0,0.4972977702196681,0.7694225242833215,0.4076655052264808,1.3038906712996305,0.9113975589333951,1.0032428517008363,0.6636680502210203,0.5117647058823529,0.2922257534851059,0.587924232797405,0
2025,2025-11-26,2025-11-27,GOVERNED_ROUTER_ABSTAIN,1,0.532361855622176,0.8273579220303742,0.4181184668989547,0.2682009298457041,0.2682009298457041,0.22189816400375592,-0.3613280466849555,0.5269461077844312,0.5096260303691014,0.587924232797405,0
2025,2025-11-28,2025-12-01,GOVERNED_ROUTER_ABSTAIN,1,0.537466529688014,0.44289161253698034,0.18466898954703834,2.086324951027979,0.8000483920848769,0.9240158218369181,0.0004168237370444163,0.5555555555555556,0.38981828997068524,0.587924232797405,0
2025,2025-12-01,2025-12-02,GOVERNED_ROUTER_ABSTAIN,1,0.6145906188489909,1.159589019771828,0.8432055749128919,0.25531346666007876,0.25531346666007876,0.29605869253890793,-0.27177692228925987,0.6,0.49987298633101684,0.587924232797405,0
2025,2025-12-02,2025-12-03,GOVERNED_ROUTER_ABSTAIN,0,0.5679955714268806,1.3297930063686514,0.4564459930313589,0.891546195190552,0.891546195190552,1.1855718952189767,0.34796990866623473,0.5512820512820513,0.3362895815377052,0.587924232797405,0
2025,2025-12-03,2025-12-04,GOVERNED_ROUTER_ABSTAIN,1,0.6058077213617877,0.9994770958916274,0.9198606271777003,0.13654154958560638,0.13654154958560638,0.1364701514483645,-0.15359297515756062,0.43478260869565216,0.5393382607357398,0.587924232797405,0
2025,2025-12-04,2025-12-05,GOVERNED_ROUTER_ABSTAIN,0,0.5103273426701037,0.5289037016537677,0.03484320557491289,1.9803801437817503,0.9231330703734643,1.0474303887277883,0.23835435420129084,0.5415162454873647,0.3544448732248941,0.587924232797405,0
2025,2025-12-05,2025-12-08,GOVERNED_ROUTER_ABSTAIN,0,0.6522786964292179,1.5313768336827434,0.6933797909407665,0.03786348956807601,0.03786348956807601,0.05798327076693982,0.0025305288421218573,0.5340909090909091,0.6061858668839494,0.587924232797405,1
2025,2025-12-12,2025-12-15,GOVERNED_ROUTER_ABSTAIN,0,0.625055321868067,1.418226880263185,0.4843205574912892,0.4305767552969033,0.4305767552969033,0.610655528378572,-0.0013290984719644637,0.527027027027027,0.5099606769218038,0.587924232797405,0
2025,2025-12-15,2025-12-16,GOVERNED_ROUTER_ABSTAIN,1,0.6036331118311958,1.4970525851284489,0.9303135888501742,0.07801278873316114,0.07801278873316114,0.11678924704605842,-0.3943129827232204,0.55,0.554714858226159,0.587924232797405,0
2025,2025-12-16,2025-12-17,GOVERNED_ROUTER_ABSTAIN,1,0.4780425229852222,0.3680854686505949,0.2613240418118467,3.2697603699530866,0.9649880225058366,1.2035512781493245,0.5973482045242879,0.5566037735849056,0.27171599809585534,0.587924232797405,0
2025,2025-12-18,2025-12-19,GOVERNED_ROUTER_ABSTAIN,1,0.5683033607239416,1.1767646152645366,0.8536585365853658,0.17724738841564888,0.17724738841564888,0.20857845483558493,-0.18842634250765247,0.5476190476190477,0.4868512120575649,0.587924232797405,0
2025,2025-12-29,2025-12-30,GOVERNED_ROUTER_ABSTAIN,0,0.707656249099157,2.491781004604003,0.43205574912891986,0.2493539763299589,0.2493539763299589,0.6213355016414678,0.40580509944936405,0.5276073619631901,0.6050559798863939,0.587924232797405,1
2025,2025-12-30,2025-12-31,GOVERNED_ROUTER_ABSTAIN,0,0.5744395724299662,1.1253395451605785,1.0,0.0,0.0,0.0,-0.10936743751414985,0.5,0.513959683159017,0.587924232797405,0
