origin_date,target_date,horizon,actual_return,previous_sign_return,AR1_QBOOST_q0.10,AR1_QBOOST_m0.10,AR1_QBOOST_q0.15,AR1_QBOOST_m0.15,AR1_QBOOST_q0.20,AR1_QBOOST_m0.20,AR1_QBOOST_q0.25,AR1_QBOOST_m0.25,AR1_QBOOST_q0.30,AR1_QBOOST_m0.30,AR1_QBOOST_q0.35,AR1_QBOOST_m0.35,AR1_QBOOST_q0.40,AR1_QBOOST_m0.40,AR1_QBOOST_q0.45,AR1_QBOOST_m0.45,AR1_QBOOST_q0.50,AR1_QBOOST_m0.50,AR1_QBOOST_q0.55,AR1_QBOOST_m0.55,AR1_QBOOST_q0.60,AR1_QBOOST_m0.60,AR1_QBOOST_q0.65,AR1_QBOOST_m0.65,AR1_QBOOST_q0.70,AR1_QBOOST_m0.70,AR1_QBOOST_q0.75,AR1_QBOOST_m0.75,AR1_QBOOST_q0.80,AR1_QBOOST_m0.80,AR1_QBOOST_q0.85,AR1_QBOOST_m0.85,AR1_QBOOST_q0.90,AR1_QBOOST_m0.90,AR1_RM_QBOOST_q0.10,AR1_RM_QBOOST_m0.10,AR1_RM_QBOOST_q0.15,AR1_RM_QBOOST_m0.15,AR1_RM_QBOOST_q0.20,AR1_RM_QBOOST_m0.20,AR1_RM_QBOOST_q0.25,AR1_RM_QBOOST_m0.25,AR1_RM_QBOOST_q0.30,AR1_RM_QBOOST_m0.30,AR1_RM_QBOOST_q0.35,AR1_RM_QBOOST_m0.35,AR1_RM_QBOOST_q0.40,AR1_RM_QBOOST_m0.40,AR1_RM_QBOOST_q0.45,AR1_RM_QBOOST_m0.45,AR1_RM_QBOOST_q0.50,AR1_RM_QBOOST_m0.50,AR1_RM_QBOOST_q0.55,AR1_RM_QBOOST_m0.55,AR1_RM_QBOOST_q0.60,AR1_RM_QBOOST_m0.60,AR1_RM_QBOOST_q0.65,AR1_RM_QBOOST_m0.65,AR1_RM_QBOOST_q0.70,AR1_RM_QBOOST_m0.70,AR1_RM_QBOOST_q0.75,AR1_RM_QBOOST_m0.75,AR1_RM_QBOOST_q0.80,AR1_RM_QBOOST_m0.80,AR1_RM_QBOOST_q0.85,AR1_RM_QBOOST_m0.85,AR1_RM_QBOOST_q0.90,AR1_RM_QBOOST_m0.90
2024-12-30,2025-01-02,1,0.02138018434360125,-0.010339113910655324,-0.0005319485134322375,1,-0.0005319485134322381,1,-0.0005319485134322386,1,-0.0005319485134322371,1,-0.0005319485134322375,1,-0.0005319485134322375,1,-0.0005319485134322378,1,-0.0005319485134322378,1,-0.0005319485134322375,1,-0.0005319485134322378,1,-0.0005319485134322378,1,-0.0005319485134322371,1,-0.0005319485134322375,1,-0.0005319485134322377,1,-0.0005319485134322378,1,-0.000531948513432237,1,-0.0005319485134322375,1,-0.00209108653426949,1,-0.00209108653426949,1,-0.002091086534269489,1,-0.0020910865342694913,1,-0.002091086534269489,1,-0.002091086534269492,1,-0.0020910865342694913,1,-0.0020910865342694913,1,-0.0020910865342694935,1,-0.002091086534269493,1,-0.0020910865342694943,1,-0.0020910865342694943,1,-0.002091086534269496,1,-0.0020910865342694943,1,-0.002091086534269495,1,-0.0020910865342694974,1,-0.0020910865342694982,1
2025-01-02,2025-01-06,1,-0.009261912118326178,0.02138018434360125,0.0022181017013325737,1,0.002218101701332574,1,0.002218101701332575,1,0.0022181017013325715,1,0.002218101701332572,1,0.0022181017013325733,1,0.002218101701332574,1,0.002218101701332575,1,0.0022181017013325733,1,0.0022181017013325733,1,0.0022181017013325733,1,0.0022181017013325724,1,0.0022181017013325733,1,0.0022181017013325733,1,0.0022181017013325724,1,0.0022181017013325733,1,0.0022181017013325724,1,0.0028794590204177205,1,0.0028794590204177205,1,0.0028794590204177226,1,0.0028794590204177218,1,0.0028794590204177218,1,0.0028794590204177226,1,0.0028794590204177218,1,0.0028794590204177244,1,0.0028794590204177226,1,0.0028794590204177226,1,0.0028794590204177244,1,0.0028794590204177244,1,0.0028794590204177257,1,0.0028794590204177257,1,0.002879459020417726,1,0.002879459020417729,1,0.0028794590204177265,1
2025-01-06,2025-01-07,1,0.00329589797780521,-0.009261912118326178,-0.00027807655305839166,1,-0.0002780765530583921,1,-0.00027807655305839155,1,-0.00027807655305839263,1,-0.00027807655305839263,1,-0.00027807655305839263,1,-0.0002780765530583921,1,-0.0002780765530583925,1,-0.00027807655305839274,1,-0.0002780765530583925,1,-0.00027807655305839263,1,-0.0002780765530583921,1,-0.0002780765530583921,1,-0.0002780765530583921,1,-0.0002780765530583933,1,-0.0002780765530583933,1,-0.0002780765530583932,1,-0.0008880718786207154,1,-0.0008880718786207163,1,-0.0008880718786207156,1,-0.0008880718786207163,1,-0.0008880718786207154,1,-0.0008880718786207169,1,-0.0008880718786207173,1,-0.0008880718786207176,1,-0.0008880718786207173,1,-0.0008880718786207178,1,-0.0008880718786207178,1,-0.0008880718786207186,1,-0.0008880718786207186,1,-0.0008880718786207193,1,-0.0008880718786207191,1,-0.0008880718786207202,1,-0.0008880718786207202,1
2025-01-07,2025-01-08,1,0.004530547192439914,0.00329589797780521,0.0006516586594573069,1,0.000651658659457307,1,0.0006516586594573067,1,0.0006516586594573069,1,0.0006516586594573066,1,0.000651658659457307,1,0.0006516586594573066,1,0.000651658659457307,1,0.0006516586594573067,1,0.000651658659457307,1,0.0006516586594573066,1,0.0006516586594573065,1,0.000651658659457307,1,0.0006516586594573067,1,0.0006516586594573067,1,0.0006516586594573066,1,0.0006516586594573066,1,-0.003933697914442597,1,-0.0039336979144426005,1,-0.0039336979144426005,1,-0.003933697914442603,1,-0.0039336979144426075,1,-0.003933697914442604,1,-0.003933697914442606,1,-0.003933697914442604,1,-0.0039336979144426075,1,-0.003933697914442609,1,-0.003933697914442606,1,-0.00393369791444261,1,-0.003933697914442611,1,-0.00393369791444261,1,-0.00393369791444261,1,-0.003933697914442613,1,-0.003933697914442618,1
2025-01-08,2025-01-09,1,0.004772121208334085,0.004530547192439914,0.0006190556304402641,1,0.0006190556304402643,1,0.000619055630440264,1,0.0006190556304402639,1,0.0006190556304402642,1,0.0006190556304402639,1,0.000619055630440264,1,0.000619055630440264,1,0.0006190556304402637,1,0.000619055630440264,1,0.0006190556304402638,1,0.0006190556304402639,1,0.0006190556304402638,1,0.0006190556304402637,1,0.0006190556304402638,1,0.0006190556304402637,1,0.0006190556304402632,1,-0.001724231799121067,1,-0.0017242317991210674,1,-0.00172423179912107,1,-0.0017242317991210678,1,-0.0017242317991210696,1,-0.0017242317991210696,1,-0.00172423179912107,1,-0.0017242317991210713,1,-0.0017242317991210717,1,-0.001724231799121073,1,-0.0017242317991210726,1,-0.0017242317991210722,1,-0.001724231799121073,1,-0.0017242317991210726,1,-0.0017242317991210752,1,-0.001724231799121074,1,-0.001724231799121074,1
2025-01-09,2025-01-13,1,0.000688367105825586,0.004772121208334085,0.000679863104049808,1,0.0006798631040498083,1,0.0006798631040498082,1,0.000679863104049808,1,0.0006798631040498082,1,0.0006798631040498082,1,0.000679863104049808,1,0.000679863104049808,1,0.000679863104049808,1,0.0006798631040498078,1,0.0006798631040498083,1,0.0006798631040498079,1,0.000679863104049808,1,0.0006798631040498076,1,0.0006798631040498077,1,0.0006798631040498076,1,0.0006798631040498077,1,0.0015694925220620395,1,0.0015694925220620403,1,0.0015694925220620403,1,0.0015694925220620403,1,0.0015694925220620412,1,0.0015694925220620412,1,0.0015694925220620412,1,0.0015694925220620416,1,0.001569492522062042,1,0.001569492522062042,1,0.0015694925220620416,1,0.001569492522062042,1,0.001569492522062042,1,0.001569492522062043,1,0.001569492522062043,1,0.0015694925220620434,1,0.0015694925220620438,1
2025-01-13,2025-01-14,1,0.0007477530566392112,0.000688367105825586,0.000571437163668495,1,0.000571437163668495,1,0.000571437163668495,1,0.000571437163668495,1,0.000571437163668495,1,0.000571437163668495,1,0.000571437163668495,1,0.000571437163668495,1,0.000571437163668495,1,0.000571437163668495,1,0.000571437163668495,1,0.000571437163668495,1,0.000571437163668495,1,0.000571437163668495,1,0.000571437163668495,1,0.000571437163668495,1,0.000571437163668495,1,-7.570013136778172e-05,1,-7.570013136778237e-05,1,-7.570013136778237e-05,1,-7.570013136778259e-05,1,-7.570013136778237e-05,1,-7.570013136778291e-05,1,-7.570013136778259e-05,1,-7.57001313677828e-05,1,-7.570013136778335e-05,1,-7.570013136778346e-05,1,-7.570013136778346e-05,1,-7.5700131367784e-05,1,-7.570013136778335e-05,1,-7.57001313677841e-05,1,-7.57001313677841e-05,1,-7.570013136778378e-05,1,-7.57001313677841e-05,1
2025-01-14,2025-01-15,1,0.008066319144786747,0.0007477530566392112,0.0005866084969911502,1,0.0005866084969911502,1,0.0005866084969911502,1,0.0005866084969911502,1,0.0005866084969911502,1,0.0005866084969911502,1,0.0005866084969911502,1,0.0005866084969911502,1,0.0005866084969911502,1,0.0005866084969911502,1,0.0005866084969911502,1,0.0005866084969911502,1,0.0005866084969911502,1,0.0005866084969911502,1,0.0005866084969911502,1,0.0005866084969911502,1,0.0005866084969911502,1,0.0009421668653869968,1,0.0009421668653869971,1,0.0009421668653869972,1,0.0009421668653869974,1,0.000942166865386997,1,0.0009421668653869971,1,0.0009421668653869972,1,0.0009421668653869974,1,0.0009421668653869977,1,0.0009421668653869977,1,0.0009421668653869978,1,0.0009421668653869977,1,0.0009421668653869979,1,0.0009421668653869983,1,0.000942166865386998,1,0.000942166865386998,1,0.0009421668653869983,1
2025-01-15,2025-01-16,1,0.006452144820385519,0.008066319144786747,0.0008852434643931784,1,0.0008852434643931784,1,0.000885243464393178,1,0.0008852434643931786,1,0.0008852434643931781,1,0.0008852434643931784,1,0.0008852434643931777,1,0.000885243464393178,1,0.0008852434643931782,1,0.0008852434643931786,1,0.000885243464393178,1,0.000885243464393178,1,0.0008852434643931786,1,0.0008852434643931782,1,0.0008852434643931776,1,0.0008852434643931784,1,0.0008852434643931784,1,-0.00011504231291108494,1,-0.00011504231291108408,1,-0.00011504231291108538,1,-0.00011504231291108483,1,-0.00011504231291108559,1,-0.00011504231291108527,1,-0.00011504231291108581,1,-0.00011504231291108603,1,-0.0001150423129110857,1,-0.00011504231291108614,1,-0.00011504231291108624,1,-0.00011504231291108646,1,-0.00011504231291108657,1,-0.00011504231291108657,1,-0.00011504231291108657,1,-0.000115042312911087,1,-0.000115042312911087,1
2025-01-16,2025-01-20,1,0.004626746322366484,0.006452144820385519,0.0008414702346650027,1,0.0008414702346650036,1,0.0008414702346650031,1,0.000841470234665003,1,0.000841470234665003,1,0.0008414702346650031,1,0.0008414702346650033,1,0.0008414702346650028,1,0.0008414702346650028,1,0.0008414702346650033,1,0.0008414702346650031,1,0.0008414702346650027,1,0.0008414702346650032,1,0.0008414702346650029,1,0.0008414702346650031,1,0.0008414702346650031,1,0.0008414702346650028,1,0.0008881244935180079,1,0.0008881244935180079,1,0.0008881244935180083,1,0.000888124493518008,1,0.0008881244935180079,1,0.000888124493518008,1,0.0008881244935180083,1,0.0008881244935180085,1,0.0008881244935180084,1,0.0008881244935180084,1,0.0008881244935180086,1,0.0008881244935180085,1,0.0008881244935180087,1,0.0008881244935180087,1,0.0008881244935180089,1,0.0008881244935180092,1,0.0008881244935180091,1
