origin_date,target_date,actual_return,actual_up,freq_p_up,lag1_return,log_rv,rsk,AR1_LOGIT_p_up,AR1_LOGIT_pred_up,AR1_LOGIT_beta,RV_LOGIT_p_up,RV_LOGIT_pred_up,RV_LOGIT_beta,RSK_LOGIT_p_up,RSK_LOGIT_pred_up,RSK_LOGIT_beta,RM_LOGIT_p_up,RM_LOGIT_pred_up,RM_LOGIT_beta,AR1_RM_LOGIT_p_up,AR1_RM_LOGIT_pred_up,AR1_RM_LOGIT_beta
2024-12-30,2025-01-02,0.02138018434360125,1,0.5303347280334728,-0.010339113910655324,-10.033018293733608,-1.1592081547086772,0.5144198612119248,1,"[0.12159179805136804,0.0604648074907451]",0.5179711621829235,1,"[0.12164844859392508,0.0703574117189458]",0.5064278176749786,1,"[0.12187863410082796,0.10693252197114966]",0.4905885741569631,0,"[0.12223112661486775,0.08050928758043553,0.11450112912795353]",0.4852170581461356,0,"[0.12226246142792677,0.02864458335567947,0.08249518873720825,0.10322163984782591]"
2025-01-02,2025-01-06,-0.009261912118326178,0,0.5308254963427377,0.02138018434360125,-9.963007452782042,1.0208520423759735,0.5603583940540862,1,"[0.1235569543701909,0.0583157659680252]",0.5207482647465774,1,"[0.12361454509833024,0.06891109443395414]",0.5537544474736047,1,"[0.12384002328955018,0.10501561161819106]",0.543943614208136,1,"[0.12417831603767303,0.07877871636527133,0.11234584652513994]",0.5548925263631884,1,"[0.12420555922267243,0.026696834062373928,0.08060918363486445,0.10181683467222843]"
2025-01-06,2025-01-07,0.00329589797780521,1,0.5302713987473904,-0.009261912118326178,-9.305692736949181,-0.6544234516643725,0.5175775332781838,1,"[0.12131592340532298,0.05360541050225261]",0.5393080586148222,1,"[0.12139310118780916,0.070169550068402]",0.5178248492739324,1,"[0.12159337808662216,0.1028882035236892]",0.5272749675758529,1,"[0.12193078514104325,0.07990621489343935,0.11034148903545635]",0.5232967563315626,1,"[0.12194916884202578,0.022112161077170647,0.08143337276660632,0.10160365315324471]"
2025-01-07,2025-01-08,0.004530547192439914,1,0.5307612095933264,0.00329589797780521,-9.642392030269537,-2.062152238280355,0.5343088270908626,1,"[0.12327821684529805,0.05168388655009299]",0.5299066863153367,1,"[0.12336672800131128,0.071151728112307]",0.48926787758388124,0,"[0.12355747862907555,0.10184629146012206]",0.4852461319366895,0,"[0.12390194233383889,0.08083324366987098,0.10940437820258324]",0.48991912664625853,0,"[0.12391783390745101,0.020379837107514644,0.08224606011393797,0.10134776665515863]"
2025-01-08,2025-01-09,0.004772121208334085,1,0.53125,0.004530547192439914,-9.714437257911488,-1.1283750488983773,0.5363946473141851,1,"[0.1252437613242617,0.05220024072846697]",0.5282554853016153,1,"[0.1253312904710539,0.07102433770278936]",0.50993672309864,1,"[0.12549968566297173,0.09836100199004731]",0.5049469202724213,1,"[0.12583521369009645,0.08035337316832684,0.10582807410211878]",0.5090736561650447,1,"[0.12585523710354726,0.02271807930526183,0.08193495910142486,0.09688126375111542]"
2025-01-09,2025-01-13,0.000688367105825586,1,0.5317377731529657,0.004772121208334085,-10.245894512745474,0.44107344352068123,0.5372633094853637,1,"[0.12720623867473793,0.052949397656560426]",0.5130036537575737,1,"[0.12729081865366204,0.07065781312013132]",0.5415720100558835,1,"[0.1274501957193106,0.09652929024786988]",0.5212399056379671,1,"[0.12778062928105685,0.07979162429254912,0.1039156981484221]",0.5223686915035809,1,"[0.1278040730731481,0.024499701704415084,0.08150383355946654,0.09428659288911281]"
2025-01-13,2025-01-14,0.0007477530566392112,1,0.5322245322245323,0.000688367105825586,-9.877001941685878,-0.3624469445112779,0.5324995545068346,1,"[0.12916512699272753,0.053742055713077316]",0.5246906940275952,1,"[0.1292377110283897,0.06849537833909052]",0.5262933288338917,1,"[0.12941516971359138,0.0973006158148249]",0.5173196544215137,1,"[0.12973631143697523,0.07772523367686013,0.1045341448947185]",0.5178570796315362,1,"[0.12976070058510436,0.02493135906426193,0.0794738824658552,0.09473221997265734]"
2025-01-14,2025-01-15,0.008066319144786747,1,0.5327102803738317,0.0007477530566392112,-10.205116400489501,0.11833487312482513,0.5330631811913487,1,"[0.131117794952933,0.053757421468723775]",0.5159710054360352,1,"[0.13118684853766927,0.06759172083885658]",0.5362527262229869,1,"[0.13136705280794808,0.09676402420208019]",0.5175450876820127,1,"[0.1316832540935259,0.07674984258170273,0.10389509939713754]",0.516913663813454,1,"[0.13170820474628886,0.025127663488769707,0.07851366584669342,0.09401753827576516]"
2025-01-15,2025-01-16,0.006452144820385519,1,0.533195020746888,0.008066319144786747,-9.818591978449167,-0.39603064627879825,0.5431078294359264,1,"[0.13306669884796749,0.05378412485135978]",0.5276104030299751,1,"[0.13312685501923646,0.06558316132817195]",0.5266193391134529,1,"[0.13332076766384182,0.0970147545242477]",0.5197986937990157,1,"[0.13362682518903246,0.07475722782253959,0.10397132994803546]",0.524918674379772,1,"[0.13365141070069164,0.024870863840999204,0.07650086471730287,0.0941937396400388]"
2025-01-16,2025-01-20,0.004626746322366484,1,0.533678756476684,0.006452144820385519,-9.999559061139644,0.09573746684959356,0.5416803750614338,1,"[0.13501645744875548,0.055188907978083]",0.5232309454991829,1,"[0.13506924579886073,0.06488203697499811]",0.5367746571019221,1,"[0.13526454341428915,0.09642496446432551]",0.5251159052241915,1,"[0.13556680675860233,0.07398394771656504,0.1032997219034321]",0.5283766156610279,1,"[0.13559550991932323,0.02682697172087024,0.07587531884635057,0.0927657981632129]"
