origin_date,target_date,loss,extreme_event,hazard,elapsed_since_last_extreme
2024-12-31,2025-01-02,-0.012843986327024824,0,0.04716489110431532,11
2025-01-02,2025-01-03,-0.00366114130663431,0,0.04634250169799947,12
2025-01-03,2025-01-06,0.008512943713316373,0,0.04559882576313967,13
2025-01-06,2025-01-07,-0.00477617374338285,0,0.04492077523795801,14
2025-01-07,2025-01-08,-0.00341648359349658,0,0.044298219936296346,15
2025-01-08,2025-01-09,-0.004849815889603999,0,0.04372316608342963,16
2025-01-09,2025-01-10,-0.004901053620479277,0,0.043189200189595156,17
2025-01-10,2025-01-13,-0.0001306152915044986,0,0.042691101945818044,18
2025-01-13,2025-01-14,0.005012916860977699,0,0.04222456821386433,19
2025-01-14,2025-01-15,-0.007547205635382904,0,0.041786012047655086,20
2025-01-15,2025-01-16,-0.007730778855028333,0,0.04137241361181054,21
2025-01-16,2025-01-17,0.0008683523099704444,0,0.04098120775998981,22
2025-01-17,2025-01-20,-0.0008868197011749107,0,0.0406101979998692,23
2025-01-20,2025-01-21,-0.005120753881612352,0,0.04025748977252419,24
2025-01-21,2025-01-22,-0.014138572303734944,0,0.03992143808553239,25
2025-01-22,2025-01-23,0.004702814917282072,0,0.039600605960892876,26
2025-01-23,2025-01-24,-0.008644098584402817,0,0.03929373113399581,27
2025-01-24,2025-01-27,0.001426469369660842,0,0.03899969912019696,28
2025-01-27,2025-01-28,0.008492465935141039,0,0.038717521247392916,29
2025-01-28,2025-01-29,-0.0057058903511209924,0,0.03844631659925324,30
2025-01-29,2025-01-30,-0.00677197376298717,0,0.038185297065742585,31
2025-01-30,2025-01-31,-0.004793847213494733,0,0.03793375488319661,32
2025-01-31,2025-02-03,-0.0009488600964342552,0,0.037691052184514295,33
2025-02-03,2025-02-04,-0.006794679587013674,0,0.03745661218407559,34
2025-02-04,2025-02-05,-0.02131257036124318,0,0.037229911701085694,35
2025-02-05,2025-02-06,0.004394078560877563,0,0.03701047478569042,36
2025-02-06,2025-02-07,-0.0018332130874942172,0,0.03679786725907652,37
2025-02-07,2025-02-10,-0.010100745369782324,0,0.0365916920153494,38
2025-02-10,2025-02-11,-0.003894944948862891,0,0.0363915849616262,39
2025-02-11,2025-02-12,0.008117208052438174,0,0.03619721149551902,40
2025-02-12,2025-02-13,-0.011757134465341748,0,0.0360082634372052,41
2025-02-13,2025-02-14,-0.007036148915590204,0,0.035824456347766875,42
2025-02-14,2025-02-17,0.013656241357038214,0,0.03564552717711911,43
2025-02-17,2025-02-18,-0.0036679594425249374,0,0.03547123219429493,44
2025-02-18,2025-02-19,-0.012147247130202267,0,0.035301345160546505,45
2025-02-19,2025-02-20,-0.0029334733496551744,0,0.03513565571199939,46
2025-02-20,2025-02-21,0.007938505843710872,0,0.03497396792380869,47
2025-02-21,2025-02-24,-0.003713613453061631,0,0.03481609903199112,48
2025-02-24,2025-02-25,-0.0004929751147411296,0,0.03466187829271594,49
2025-02-25,2025-02-26,0.009734348332808323,0,0.03451114596176186,50
2025-02-26,2025-02-27,0.007544995483910188,0,0.03436375237930689,51
2025-02-27,2025-02-28,0.010516257909345685,0,0.03421955714737179,52
2025-02-28,2025-03-03,-0.0023910721470186127,0,0.03407842838888486,53
2025-03-03,2025-03-04,-0.015000670564850459,0,0.03394024207891799,54
2025-03-04,2025-03-05,-0.0020928764093688496,0,0.03380488143983351,55
2025-03-05,2025-03-06,0.005516093961175312,0,0.033672236393198385,56
2025-03-06,2025-03-07,-0.005790244951549579,0,0.03354220306220568,57
2025-03-07,2025-03-10,0.005635172799612739,0,0.03341468331915631,58
2025-03-10,2025-03-11,-0.0039033331020184056,0,0.03328958437320073,59
2025-03-11,2025-03-12,-5.1484027091901724e-05,0,0.03316681839414204,60
2025-03-12,2025-03-13,-0.010600534548808575,0,0.03304630216861115,61
2025-03-13,2025-03-14,-0.018572322878053018,0,0.03292795678530214,62
2025-03-14,2025-03-17,0.0012341562607188306,0,0.032811707346441676,63
2025-03-17,2025-03-18,-0.008491455760112402,0,0.032697482702864544,64
2025-03-18,2025-03-19,-0.004062294008878926,0,0.032585215210473195,65
2025-03-19,2025-03-20,0.002574173891007266,0,0.032474840506003244,66
2025-03-20,2025-03-21,-0.001683863377645474,0,0.032366297300362445,67
2025-03-21,2025-03-24,0.0003464460444944016,0,0.03225952718784442,68
2025-03-24,2025-03-25,0.002941372997771899,0,0.03215447446984332,69
2025-03-25,2025-03-26,-0.00016547524528097695,0,0.03205108599175399,70
2025-03-26,2025-03-27,-0.009829585775615391,0,0.0319493109918787,71
2025-03-27,2025-03-28,-0.006109033879689593,0,0.031849100961323984,72
2025-03-28,2025-03-31,-0.0160892560597135,0,0.031750409513941036,73
2025-03-31,2025-04-01,-0.0036150206523184888,0,0.031653192265451935,74
2025-04-01,2025-04-02,0.0014220548689117662,0,0.03155740672099627,75
2025-04-02,2025-04-03,-0.00035170738308563427,0,0.03146301217044867,76
2025-04-03,2025-04-04,0.01217360192188407,0,0.03136996959078164,77
2025-04-04,2025-04-07,0.02132402478797469,1,0.031278241555036224,78
2025-04-07,2025-04-08,0.007432264876700003,0,0.07370005925466472,1
2025-04-08,2025-04-09,-0.01389049022979924,0,0.056028394443887075,2
2025-04-09,2025-04-10,-0.020142601067387585,0,0.050812849299541774,3
2025-04-10,2025-04-11,-0.03389350438982956,0,0.04767918241857727,4
2025-04-11,2025-04-14,-0.0021447229407266307,0,0.045466433773151516,5
2025-04-14,2025-04-15,-0.0020781645196375387,0,0.04377045269808433,6
2025-04-15,2025-04-16,-0.023593546647886668,0,0.04240344766907711,7
2025-04-16,2025-04-17,-0.006019252569388937,0,0.041263258401143976,8
2025-04-17,2025-04-22,-0.03846145649385565,0,0.0402883538222184,9
2025-04-22,2025-04-23,0.035907828957038146,1,0.039438914741046216,10
2025-04-23,2025-04-24,0.0005402242061783684,0,0.11278380599752291,1
2025-04-24,2025-04-25,0.009562090231854855,0,0.08613458490650872,2
2025-04-25,2025-04-28,0.006293727068692722,0,0.0781972192101017,3
2025-04-28,2025-04-29,-0.011010788262123832,0,0.07340872840476975,4
2025-04-29,2025-04-30,0.009289001140232057,0,0.07001727094881016,5
2025-04-30,2025-05-01,0.017988058077767013,1,0.06741139588677181,6
2025-05-01,2025-05-02,-0.01149685946606058,0,0.11484907873016648,1
2025-05-02,2025-05-06,-0.034429037503113755,0,0.08773347977733725,2
2025-05-06,2025-05-07,0.000473856459977974,0,0.07965321416423998,3
2025-05-07,2025-05-08,0.0103174277739876,0,0.0747774419155739,4
