origin_date,target_date,dr_d,dr_w,dr_m,target_dr,target_close_return,qhar_dr_forecast,ols_har_dr_forecast
2025-09-05,2025-09-08,3.0734141853523124e-05,3.5531561715020576e-05,2.3519944649242896e-05,1.9681587453518827e-05,0.015982736422250683,9.447580632108392e-05,3.424020948940834e-05
2025-09-08,2025-09-09,1.9681587453518827e-05,3.503319970208617e-05,2.278356655309254e-05,5.505500983746867e-05,-0.003886661436148119,9.401959397758639e-05,3.108191430648681e-05
2025-09-09,2025-09-10,5.505500983746867e-05,3.768206605655768e-05,2.349342469592715e-05,2.281873947862513e-05,-0.002353582737304514,9.050515951412993e-05,4.1377755456852206e-05
2025-09-10,2025-09-11,2.281873947862513e-05,3.247757661308999e-05,2.31028372643904e-05,2.8043220383170642e-05,0.0043371741808722825,9.418228905037517e-05,3.099676563827254e-05
2025-09-11,2025-09-12,2.8043220383170642e-05,3.1266539801261275e-05,2.297232726310685e-05,2.7089901372200005e-05,-0.004772203400770707,9.275223260403314e-05,3.18975486328223e-05
2025-09-12,2025-09-15,2.7089901372200005e-05,3.053769170499665e-05,2.3589418563562998e-05,1.6362379969027495e-05,0.016041824566976157,9.474010377178834e-05,3.1455167370401666e-05
2025-09-15,2025-09-16,1.6362379969027495e-05,2.987385020809839e-05,2.3026483306740172e-05,2.1139968940998114e-05,9.213992266761137e-05,9.474631223628285e-05,2.8341819164893014e-05
2025-09-16,2025-09-17,2.1139968940998114e-05,2.3090842028804278e-05,2.3568465423153646e-05,5.886174546689977e-05,-0.007433643774900783,9.483655994101766e-05,2.715233887907034e-05
2025-09-17,2025-09-18,5.886174546689977e-05,3.0299443226459206e-05,2.5667853066812983e-05,3.4104746396872806e-05,-0.0014808058069456858,9.574210261873124e-05,3.9912928580220535e-05
2025-09-18,2025-09-19,3.4104746396872806e-05,3.151174842919964e-05,2.644538536398657e-05,1.5662414791724145e-05,0.008838570262447443,0.00010249409178205857,3.399389509314044e-05
2025-09-19,2025-09-22,1.5662414791724145e-05,2.922625111310446e-05,2.6746200518075574e-05,2.203260585805108e-05,0.017834929228725857,0.00010629864250816007,2.8374234080278567e-05
2025-09-22,2025-09-23,2.203260585805108e-05,3.036029629090918e-05,2.7102476819601454e-05,5.6195824144158056e-05,0.0056967656573028115,0.00010644745826250103,3.0498636741515415e-05
2025-09-23,2025-09-24,5.6195824144158056e-05,3.737146733154117e-05,2.913532669943162e-05,3.991403423652392e-05,-0.008984623953480472,0.00010772951171018288,4.2249535471572656e-05
2025-09-24,2025-09-25,3.991403423652392e-05,3.358192508546601e-05,2.951509154390025e-05,5.996879412575484e-05,0.0020305225631224643,0.00011123935258682745,3.6648479768257734e-05
2025-09-25,2025-09-26,5.996879412575484e-05,3.875473463124241e-05,3.174189175930984e-05,2.526616394851662e-05,0.006551668785768233,0.00011530972583399674,4.406271486914947e-05
2025-09-26,2025-09-29,2.526616394851662e-05,4.067548446260091e-05,3.2021089455294386e-05,2.9921532684995282e-05,0.02609016360894935,0.0001222915190231244,3.5748568719067185e-05
2025-09-29,2025-09-30,2.9921532684995282e-05,4.225326982798975e-05,3.295535353077575e-05,8.847054473816278e-05,-0.00137087645244886,0.000124570535066284,3.765968915931026e-05
2025-09-30,2025-10-01,8.847054473816278e-05,4.870821394679069e-05,3.628395556371687e-05,4.560759181231074e-05,0.0002738091257539397,0.00012565248265396044,5.5727854765016414e-05
2025-10-01,2025-10-02,4.560759181231074e-05,4.984692546194805e-05,3.7349146213449596e-05,5.786081955437758e-05,-0.005955443865617654,0.00013636364468011373,4.5091399976324386e-05
2025-10-02,2025-10-03,5.786081955437758e-05,4.94253305476726e-05,3.807869809932534e-05,2.697650956602529e-05,0.010760711326964807,0.00013648962875283024,4.822281219184025e-05
2025-10-03,2025-10-06,2.697650956602529e-05,4.976739967117434e-05,3.708484913887359e-05,5.669602253412396e-05,0.023783856004238397,0.00013870387921199976,4.016736920919639e-05
2025-10-06,2025-10-07,5.669602253412396e-05,5.512229764100007e-05,3.811201359759222e-05,4.894600317452809e-05,0.010494098394929681,0.00013744102962252828,5.0024713819857994e-05
2025-10-07,2025-10-08,4.894600317452809e-05,4.721738932827314e-05,3.893982547581972e-05,9.157264211455399e-05,0.0048464640915806155,0.00014041690733736632,4.518669255604777e-05
2025-10-08,2025-10-09,9.157264211455399e-05,5.641039938872178e-05,4.220760068768495e-05,0.00011824771700985979,-0.01854337283468851,0.00014432975709379538,6.0102112314106144e-05
2025-10-09,2025-10-10,0.00011824771700985979,6.848777887981822e-05,4.507999646824817e-05,0.00279161774419735,0.0004934082272707732,0.00015006020405661602,7.187031014334536e-05
2025-10-10,2025-10-13,0.00279161774419735,0.0006214160258060833,0.00017093449668273568,4.2653479688609566e-05,0.05048634475796919,0.00014809887221023862,0.0009889374534313557
2025-10-13,2025-10-14,4.2653479688609566e-05,0.0006186075172369803,0.00017159859937843747,0.00027862832255494196,0.006235454357882695,0.0006171058086952971,0.00027054417099091376
2025-10-14,2025-10-15,0.00027862832255494196,0.000664543981113063,0.00018303216397765304,7.289687144934358e-05,0.013303923723532764,0.00061760911865453,0.0003504733184253406
2025-10-15,2025-10-16,7.289687144934358e-05,0.000660808826980021,0.00018560191359039466,0.00025651277423592204,0.03224194058306666,0.0006601030197112685,0.00029571613102297617
2025-10-16,2025-10-17,0.00025651277423592204,0.0006884618384252334,0.00019630067746743667,0.0005046135563273216,-0.035796246158451825,0.0006651460455194852,0.0003551452307268762
2025-10-17,2025-10-20,0.0005046135563273216,0.00023106100085122774,0.00021656212341563763,0.0001371664248401304,0.025900126323343226,0.0006334390797622768,0.00025361613912164586
2025-10-20,2025-10-21,0.0001371664248401304,0.00024996358988153193,0.00022124674516305843,0.0005536872704908353,-0.052897733687568595,0.0007125484330036338,0.00016526366811095227
2025-10-21,2025-10-22,0.0005536872704908353,0.00030497537946871055,0.00024570242042210895,0.00038016172369114364,-0.008562365982744978,0.0007236833225333423,0.000297250278816256
2025-10-22,2025-10-23,0.00038016172369114364,0.0003664283499170706,0.00026198101668724956,0.00015012528332038913,0.006545008278445895,0.0008105539629032605,0.00027662201323922853
2025-10-23,2025-10-24,0.00015012528332038913,0.000345150851733964,0.0002662505375588963,0.00011895566035950993,-0.0036259597933674128,0.0008604350941232758,0.00020925701685483883
2025-10-24,2025-10-27,0.00011895566035950993,0.0002680192725404017,0.0002698433387463048,0.00012391918252615243,-0.02962376674892638,0.0008680429783763446,0.00017310394631185285
2025-10-27,2025-10-28,0.00012391918252615243,0.00026536982407760607,0.0002727501745826865,0.0001421040183231147,-0.006512223962592608,0.0008758893766965799,0.00017377666864514562
2025-10-28,2025-10-29,0.0001421040183231147,0.00018305317364406196,0.00027806098614516824,0.00021138540709919558,-0.005844197120322955,0.0008798308273068619,0.00014880109119651388
2025-10-29,2025-10-30,0.00021138540709919558,0.00014929791032567238,0.00028630934407308643,0.00012376156477023238,0.01344101852934424,0.0008897179394744497,0.0001554356505132474
2025-10-30,2025-10-31,0.00012376156477023238,0.000144025166615641,0.0002879134813472714,0.00010516129690872344,0.0025003576034142686,0.0009089729987271342,0.00013081763004702795
2025-10-31,2025-11-03,0.00010516129690872344,0.0001412662939254837,0.0002906204679425629,8.100177536599915e-05,-0.0057024305266604475,0.000920194062701071,0.0001252757950081743
2025-11-03,2025-11-04,8.100177536599915e-05,0.00013268281249345307,0.0002916723295703639,0.00010326341413150142,-0.0053285378453357774,0.0009265749070156273,0.00011593213669676129
2025-11-04,2025-11-05,0.00010326341413150142,0.00012491469165513042,0.0002951399161415219,5.189299369722097e-05,0.00600139752424917,0.0009326313510673456,0.000119299375606788
2025-11-05,2025-11-06,5.189299369722097e-05,9.301620897473547e-05,0.00029492159664893546,6.0187221386371907e-05,0.0025041780699112887,0.0009370465813730736,9.409725014711886e-05
2025-11-06,2025-11-07,6.0187221386371907e-05,8.030134029796338e-05,0.00029543256111311017,4.3679581330029104e-05,-0.0003104882452560673,0.0009357659527375575,9.163328269629549e-05
2025-11-07,2025-11-10,4.3679581330029104e-05,6.800499718222451e-05,0.0002932556038047227,4.001618608446151e-05,0.034801034908982474,0.0009304336347410636,8.252273127822753e-05
2025-11-10,2025-11-11,4.001618608446151e-05,5.980787932591699e-05,0.00028969962512629543,4.812622325194583e-05,-0.0056948619744557755,0.0009191198580670192,7.810837536867331e-05
2025-11-11,2025-11-12,4.812622325194583e-05,4.8780441150005866e-05,0.00016499546508332255,5.656668073771163e-05,0.023301747866782598,0.0005306990316222983,6.0935449058425046e-05
2025-11-12,2025-11-13,5.656668073771163e-05,4.971517855810399e-05,0.00016562788331282716,0.0001392818635917911,-0.0012219089890362202,0.0005313274578569378,6.356033291683353e-05
2025-11-13,2025-11-14,0.0001392818635917911,6.553410699918784e-05,0.0001592939533599567,0.00017008573524204771,-0.029524274132828158,0.0004994786544402499,9.021085269693492e-05
2025-11-14,2025-11-17,0.00017008573524204771,9.081533778159156e-05,0.00016371162898689775,0.0001286537782276429,-0.017246734385962914,0.0005107950407639431,0.00010811662431067478
2025-11-17,2025-11-18,0.0001286537782276429,0.00010854285621022784,0.00015789985644106688,5.78232987591165e-05,0.01610459367282304,0.000501882172310047,0.00010313449999043632
2025-11-18,2025-11-19,5.78232987591165e-05,0.00011048227131166197,0.00013759120836978484,0.00012170709196129149,0.00028585371795891446,0.0004513168284080762,8.288551579851161e-05
2025-11-19,2025-11-20,0.00012170709196129149,0.00012351035355637796,0.00013688851142074673,0.00012422154147327216,-0.006363973941950235,0.00043977114207339405,0.00010427901121075369
2025-11-20,2025-11-21,0.00012422154147327216,0.00012049828913267414,0.00011736734191994839,7.175984949737722e-05,0.0036176098725911317,0.0003786094111704773,0.0001014412732326614
2025-11-21,2025-11-24,7.175984949737722e-05,0.00010083311198374006,0.00010334907491114084,3.7460794136213044e-05,0.018375053524240022,0.00034191527516782855,7.878329080682439e-05
2025-11-24,2025-11-25,3.7460794136213044e-05,8.25945151654541e-05,9.822796176640554e-05,6.48325466895493e-05,0.005042264671740666,0.0003298208171200034,6.247776695890209e-05
2025-11-25,2025-11-26,6.48325466895493e-05,8.399636475154064e-05,9.57678202359528e-05,3.8754123593287306e-05,-0.0026680995507219114,0.0003177174879561218,6.983829851090463e-05
2025-11-26,2025-11-27,3.8754123593287306e-05,6.74057710779398e-05,9.189668119354983e-05,1.6340190234739832e-05,0.00896332938918993,0.00030828070994401403,5.643881587308898e-05
2025-11-27,2025-11-28,1.6340190234739832e-05,4.5829500830233335e-05,8.618014355316914e-05,0.00010444969286319266,0.00663369099968013,0.0002919429871286284,4.193105768134686e-05
2025-11-28,2025-12-01,0.00010444969286319266,5.236746950339642e-05,8.131942926971446e-05,8.894324487423526e-05,0.000488627554139145,0.0002626752965659368,6.674512850289716e-05
2025-12-01,2025-12-02,8.894324487423526e-05,6.266395965100087e-05,7.973677836535096e-05,6.335218386855181e-05,0.0007163822729200606,0.0002615904396372953,6.630377536479802e-05
2025-12-02,2025-12-03,6.335218386855181e-05,6.236788708680138e-05,7.783636413625224e-05,7.164610576699524e-05,-0.005999599472045111,0.00026002754764209896,5.928370242080639e-05
2025-12-03,2025-12-04,7.164610576699524e-05,6.894628352154295e-05,7.741110642720664e-05,4.120744315979703e-05,0.004913213549353019,0.00025805312455165854,6.382340768591385e-05
2025-12-04,2025-12-05,4.120744315979703e-05,7.39197341065544e-05,7.459038047394735e-05,5.949341881193571e-05,-0.0046125809636648335,0.0002550687161156733,5.736998214498806e-05
2025-12-05,2025-12-08,5.949341881193571e-05,6.4928479296303e-05,7.4935854342798e-05,3.42407329385974e-05,-0.00238834688960575,0.0002520027877560703,5.886729467702302e-05
2025-12-08,2025-12-09,3.42407329385974e-05,5.398797690917543e-05,7.375646850426281e-05,2.6259639295524064e-05,0.00473106854767555,0.0002513978192089103,4.8096401047351797e-05
2025-12-09,2025-12-10,2.6259639295524064e-05,4.656946799456989e-05,7.296465295723985e-05,6.012946366649708e-05,0.001587822254777465,0.00024945803899042166,4.317983659366862e-05
2025-12-10,2025-12-11,6.012946366649708e-05,4.426613957447026e-05,7.387889284733239e-05,3.7257404102672934e-05,0.012486637339862043,0.0002462661392166654,5.128115310040571e-05
2025-12-11,2025-12-12,3.7257404102672934e-05,4.347613176304544e-05,7.338485561327453e-05,0.00011462927123931903,0.008290499264571077,0.00024853543409589256,4.496012569752586e-05
2025-12-12,2025-12-15,0.00011462927123931903,5.4503302248522105e-05,7.60240642724385e-05,6.195463480154692e-05,-0.0031280969277289856,0.00024480709131581167,6.954349636241404e-05
2025-12-15,2025-12-16,6.195463480154692e-05,6.0046082621112006e-05,7.250919023651829e-05,5.4172326220760273e-05,0.00955221017666155,0.00024351997064002271,5.741213893738524e-05
2025-12-16,2025-12-17,5.4172326220760273e-05,6.562862000615925e-05,6.724039891736886e-05,4.5345406163492474e-05,0.00044674331180769077,0.00022918062371321546,5.6797590506106e-05
2025-12-17,2025-12-18,4.5345406163492474e-05,6.267180850555832e-05,6.345365473263476e-05,8.086937214186037e-05,-0.002117184784413686,0.00021862886905443926,5.294081590650621e-05
2025-12-18,2025-12-19,8.086937214186037e-05,7.13942021133958e-05,6.450120352275949e-05,2.0029897942837664e-05,0.0035942291217601462,0.00021682685007596498,6.555792148580853e-05
2025-12-19,2025-12-22,2.0029897942837664e-05,5.247432745409955e-05,5.987951288555704e-05,2.9054926111413157e-05,0.03257250370368962,0.0002107110084764919,4.213535771620544e-05
2025-12-22,2025-12-23,2.9054926111413157e-05,4.589438571607279e-05,5.555375764183617e-05,7.832628287275453e-05,0.0037141824156851646,0.00019504367235521263,4.1535170060336e-05
2025-12-23,2025-12-24,7.832628287275453e-05,5.072517704647163e-05,5.585223188617151e-05,4.158527873092091e-05,-0.004264698170593916,0.0001881432729961442,5.621294559562153e-05
2025-12-24,2025-12-25,4.158527873092091e-05,4.9973151559957324e-05,5.603970845865824e-05,1.9622626641928163e-05,0.006436874655174416,0.00019488269150085035,4.636953003526427e-05
2025-12-25,2025-12-26,1.9622626641928163e-05,3.7723802459970886e-05,5.398471209285727e-05,3.5708032461400177e-05,0.005322043932899233,0.00019086028634075514,3.586752696883511e-05
2025-12-26,2025-12-29,3.5708032461400177e-05,4.0859429363683384e-05,5.3846253405044214e-05,0.00024408573555646017,-0.03812681615646758,0.0001880556809083112,4.1205528167491076e-05
2025-12-29,2025-12-30,0.00024408573555646017,8.38655912526928e-05,6.419832364694061e-05,0.00012033893646909286,-0.0071581473088157795,0.0001895697838464397,0.00011271913343436531
2025-12-30,2025-12-31,0.00012033893646909286,9.226812197196045e-05,6.492056199266333e-05,0.00010521229246057165,-0.003916799179978284,0.00021379795818880743,8.361125741651905e-05
