origin_date,target_date,dr_d,dr_w,dr_m,sd_d,sd_w,sd_m,target_dr,target_sd,target_close_return,sqrt_qhar_sd_forecast,sqrt_qhar_dr_forecast,sqrt_ols_sd_forecast,sqrt_ols_dr_forecast,raw_ols_har_dr_forecast
2024-12-30,2025-01-02,2.757909455364123e-05,3.6406148786254655e-05,3.5986466044345494e-05,0.005251580195868785,0.005664869384248058,0.0057138365699155955,1.6829959819416845e-05,0.004102433402191539,0.02138018434360125,0.005637689796934468,3.1783546246459e-05,0.005636839224486147,3.177395644270559e-05,3.526109099030645e-05
2025-01-02,2025-01-06,1.6829959819416845e-05,2.2207538396893958e-05,3.5421489678656996e-05,0.004102433402191539,0.004611077411270923,0.005654438108261483,4.6747144765616e-05,0.006837188366983609,-0.009261912118326178,0.004947935215777443,2.4482062899530575e-05,0.004903514016340209,2.4044449708444886e-05,2.714835754753401e-05
2025-01-06,2025-01-07,4.6747144765616e-05,2.3890314591777145e-05,3.659791750636407e-05,0.006837188366983609,0.004740237833141152,0.005757587469301837,3.697052962732699e-05,0.0060803395980263296,0.00329589797780521,0.005638621401691968,3.179405131161869e-05,0.005650307379341773,3.192597348104409e-05,3.572072371304896e-05
2025-01-07,2025-01-08,3.697052962732699e-05,2.812680765634208e-05,3.6885629363095585e-05,0.0060803395980263296,0.005161621807910426,0.005782356565741346,3.242326160733847e-05,0.005694142745606091,0.004530547192439914,0.005639325168625014,3.1801988357487543e-05,0.005641751151722043,3.1829356057957e-05,3.476729691766882e-05
2025-01-08,2025-01-09,3.242326160733847e-05,3.21099980746679e-05,3.2289201767454715e-05,0.005694142745606091,0.005593136861735271,0.0055159015609590484,1.5227079880032663e-05,0.0039021891138222224,0.004772121208334085,0.005670112357207019,3.215017414335174e-05,0.005689825029920423,3.237410887110894e-05,3.448905183866837e-05
2025-01-09,2025-01-13,1.5227079880032663e-05,2.9639595139946194e-05,3.1075215777380945e-05,0.0039021891138222224,0.0053232586453259585,0.005398923508523652,2.817222124720718e-05,0.005307751053620279,0.000688367105825586,0.005134276241096596,2.636079251988899e-05,0.005116423117015006,2.6177785512325555e-05,2.894150550857837e-05
2025-01-13,2025-01-14,2.817222124720718e-05,3.1908047425504265e-05,2.9943933875783922e-05,0.005307751053620279,0.005564322175611706,0.0053090822572558136,1.813881688080071e-05,0.004258968992702425,0.0007477530566392112,0.005530162423255665,3.0582696427588964e-05,0.005553754921740128,3.08441937307527e-05,3.301882958991373e-05
2025-01-14,2025-01-15,1.813881688080071e-05,2.6186381848541203e-05,3.018549958536187e-05,0.004258968992702425,0.005048678300755469,0.005339893887250279,2.6272927519715846e-05,0.00512571239143554,0.008066319144786747,0.005094429429880264,2.5953211216030154e-05,0.005082309065297408,2.5829865435204216e-05,2.8318805544834195e-05
2025-01-15,2025-01-16,2.6272927519715846e-05,2.4046861427018977e-05,2.9680237054578716e-05,0.00512571239143554,0.004857752859437311,0.005294943075115515,2.1124431427921515e-05,0.004596132224808324,0.006452144820385519,0.005205975740047063,2.7102183405958568e-05,0.005211624843460298,2.7161033508972574e-05,2.9590663403020357e-05
2025-01-16,2025-01-20,2.1124431427921515e-05,2.1787095391135583e-05,2.9641387047127485e-05,0.004596132224808324,0.0046381507552777585,0.005290758601140874,2.0648662040059722e-05,0.004544079889269083,0.004626746322366484,0.004998200055531367,2.4982003795113762e-05,0.004987907929536198,2.4879225513530078e-05,2.740852734904928e-05
2025-01-20,2025-01-21,2.0648662040059722e-05,2.2871411823140993e-05,2.9372663660536987e-05,0.004544079889269083,0.0047665289103671305,0.005263048804011989,1.565584457882085e-05,0.003956746716536307,0.00904092457440985,0.005031822035200436,2.531923299392866e-05,0.005024821740476331,2.5248833523563582e-05,2.7651604934010507e-05
2025-01-21,2025-01-22,1.565584457882085e-05,2.0368136489463726e-05,2.8051616209740914e-05,0.003956746716536307,0.004496328042950336,0.0051389364596337314,1.842712757800349e-05,0.004292683027897994,-0.0001453140859322384,0.004767096709602473,2.272521103870273e-05,0.0047493323828108145,2.255615808241545e-05,2.5263756911618057e-05
2025-01-22,2025-01-23,1.842712757800349e-05,2.0425798628904285e-05,2.7953795534114477e-05,0.004292683027897994,0.00450307084998945,0.005127857125472749,2.5158650087199508e-05,0.005015839918418401,0.007414916586070595,0.004843606704253986,2.346052590549416e-05,0.004834028984118294,2.336783621929575e-05,2.5996353966214822e-05
2025-01-23,2025-01-27,2.5158650087199508e-05,2.0202943142401014e-05,2.7974520235893342e-05,0.005015839918418401,0.004481096355386022,0.0051299324966728975,3.992663744586106e-05,0.006318752839434461,-0.010803951608202843,0.004998985527421609,2.4989856303370704e-05,0.005004641984079375,2.5046441388809942e-05,2.767348939107152e-05
2025-01-27,2025-01-28,3.992663744586106e-05,2.3963384345988928e-05,2.83423167607612e-05,0.006318752839434461,0.004825620478311249,0.005160682106779521,7.3157252236177215e-06,0.0027047597349150482,0.007273506515802378,0.005436608718523604,2.9556714358326866e-05,0.005476092424365572,2.998758824019401e-05,3.29599744667151e-05
2025-01-28,2025-01-29,7.3157252236177215e-06,2.1296796982700525e-05,2.6899622571171077e-05,0.0027047597349150482,0.004457756447440442,0.004999562105514512,2.319222522015546e-05,0.004815830688485161,-0.0007169970168253862,0.004440750281822276,1.9720263065504622e-05,0.004403497795761752,1.9390792837278606e-05,2.3289120666057275e-05
2025-01-29,2025-01-30,2.319222522015546e-05,2.280407311096745e-05,2.729515911087739e-05,0.004815830688485161,0.004629573241830213,0.005045434927430138,1.832139846713666e-05,0.004280350273883746,0.012781581737642097,0.00499581229121748,2.495814044907965e-05,0.005005498232792623,2.505501255849007e-05,2.8037017669808822e-05
2025-01-30,2025-02-03,1.832139846713666e-05,2.2782927288794083e-05,2.6935608515795633e-05,0.004280350273883746,0.0046271066910273636,0.005007193086330767,3.219390277409671e-05,0.00567396711076974,0.008217213776050654,0.004866039296529965,2.3678338435373834e-05,0.004866347727442287,2.368134020438271e-05,2.6714118063799685e-05
2025-02-03,2025-02-04,3.219390277409671e-05,2.4189977826173522e-05,2.440701265251729e-05,0.00567396711076974,0.004758732129497631,0.004839128261044063,2.5837271667581663e-05,0.005083037641763207,0.012776832880486354,0.005200293600694773,2.704305353342701e-05,0.005244381648371524,2.7503538873776026e-05,3.05451130736543e-05
2025-02-04,2025-02-05,2.5837271667581663e-05,2.1372104670517643e-05,2.3839013010534632e-05,0.005083037641763207,0.00451158908996338,0.004788748778504551,3.678862534709784e-05,0.006065362754782095,0.004636689602044377,0.004958538379546252,2.4587102861433174e-05,0.004987654515910044,2.4876697570077856e-05,2.777717821255472e-05
2025-02-05,2025-02-06,3.678862534709784e-05,2.726668469521367e-05,2.479358396701625e-05,0.006065362754782095,0.00518370969393679,0.0048838370980773755,3.849794509925749e-05,0.006204671232165125,-0.0006904634879605152,0.005466276866962692,2.9880182786291462e-05,0.005525061145680249,3.052630066350554e-05,3.292656540030068e-05
2025-02-06,2025-02-10,3.849794509925749e-05,3.032782867103407e-05,2.5974976493541164e-05,0.006204671232165125,0.0054614778026727834,0.005005114541517524,7.553999379606375e-05,0.008691374678154415,0.01721626741106323,0.005632033418257139,3.1719800424365195e-05,0.005692113438884695,3.240015540113174e-05,3.4646243295025185e-05
2025-02-10,2025-02-11,7.553999379606375e-05,4.1771547736819494e-05,2.8155017368196735e-05,0.008691374678154415,0.006343682683526916,0.005161468836166871,4.4563178156500396e-05,0.0066755657555371585,-0.010637873310737499,0.006575745117223748,4.324042384669196e-05,0.006698995519224068,4.4876540966584146e-05,4.880177603969658e-05
2025-02-11,2025-02-12,4.4563178156500396e-05,4.4245402813300226e-05,2.9415618201700536e-05,0.0066755657555371585,0.0065440024124804015,0.005278429397682579,4.814034048871853e-05,0.006938324040337012,0.011371433593440021,0.006222141743414317,3.871504787513895e-05,0.006298167897536344,3.9666918865557375e-05,4.178386059632321e-05
2025-02-12,2025-02-13,4.814034048871853e-05,4.87060165775276e-05,2.947894528002337e-05,0.006938324040337012,0.006915059692195161,0.005283026473744098,2.3969363564690703e-05,0.004895851668983722,0.003458026908026731,0.006429663128128373,4.1340567941213536e-05,0.006518947442383196,4.249667575655441e-05,4.4370867007543725e-05
2025-02-13,2025-02-17,2.3969363564690703e-05,4.614216422104617e-05,2.8887983186267175e-05,0.004895851668983722,0.006681157475035486,0.00522918611333307,1.68710492962926e-05,0.004107438288799066,-0.006089485054011317,0.00586392695693441,3.4385639356262056e-05,0.005906968256095615,3.4892273978521264e-05,3.7044572089546424e-05
2025-02-17,2025-02-18,1.68710492962926e-05,4.1816785060453204e-05,2.8181064444856003e-05,0.004107438288799066,0.006261710886362275,0.005157063183478206,1.9257003788921944e-05,0.004388280276933316,0.006355794161174689,0.005504831823478058,3.0303173404776765e-05,0.00552632003220738,3.054021309837658e-05,3.350993621742037e-05
2025-02-18,2025-02-19,1.9257003788921944e-05,3.056018705902483e-05,2.836424280435097e-05,0.004388280276933316,0.005401092006118055,0.005179158236346891,3.015482819823166e-05,0.005491341202131922,0.003608549892033968,0.005231523762445652,2.736884087703351e-05,0.005239694666616118,2.745440019936539e-05,3.0002001881477286e-05
2025-02-19,2025-02-20,3.015482819823166e-05,2.767851706737109e-05,2.845436130212481e-05,0.005491341202131922,0.005164247095437008,0.005187503243097421,4.7201921587397776e-05,0.006870365462433405,-0.0038986996201877656,0.005388932852341337,2.904059728704374e-05,0.005415745300358232,2.9330297158352275e-05,3.1794010595296966e-05
2025-02-20,2025-02-24,4.7201921587397776e-05,2.749083328710694e-05,2.9775411516061037e-05,0.006870365462433405,0.005150655379856286,0.005306203082630647,2.841741678202982e-05,0.005330798887786878,0.002860736214081901,0.005719243433513755,3.27097454517902e-05,0.005768521889373491,3.327584478818111e-05,3.633504497552173e-05
2025-02-24,2025-02-25,2.841741678202982e-05,2.838044393057476e-05,2.9872888300711672e-05,0.005330798887786878,0.005237644823616917,0.005315525196101164,6.63324063698616e-05,0.008144470907914252,-0.007488004424369507,0.005407120951410872,2.923695698318641e-05,0.005423951509565324,2.9419249978115953e-05,3.177268205180261e-05
2025-02-25,2025-02-26,6.63324063698616e-05,3.827271534528856e-05,3.192779625261804e-05,0.008144470907914252,0.0060450513474399545,0.005476813318060523,3.0413264383904267e-05,0.0055148222440894925,-0.0060628552177797775,0.006396159020035751,4.09108502095847e-05,0.006481435240369444,4.200900277510291e-05,4.5568377236624244e-05
2025-02-26,2025-02-27,3.0413264383904267e-05,4.050396746428503e-05,3.237164181370188e-05,0.0055148222440894925,0.00627035974087119,0.00552093797055236,6.736141736253499e-05,0.008207400158548076,-0.01168163144774008,0.005899064262676338,3.479895917518513e-05,0.0059287653161911565,3.515025817447122e-05,3.7071392579430543e-05
