policy,window,n,calls,tp,fp,actual_up,actual_down,precision,false_up_fpr,actual_up_recall,coverage,wilson90_lcb_precision,selected_counts,year
ROLLING_440,440,203,20,5,15,101,102,0.25,0.14705882352941177,0.04950495049504951,0.09852216748768473,0.14818790611051605,"{""TTSM_S2"": 20}",2023
ROLLING_440,440,205,16,9,7,119,86,0.5625,0.08139534883720931,0.07563025210084033,0.07804878048780488,0.40521106136564305,"{""RM_LOGIT"": 14, ""TTSM_S2"": 2}",2024
ROLLING_440,440,613,68,34,34,327,286,0.5,0.11888111888111888,0.10397553516819572,0.11092985318107668,0.42321625240363037,"{""RM_LOGIT"": 14, ""TTSM_S1"": 10, ""TTSM_S2"": 44}",POOLED_2022_2024
ROLLING_450,450,205,32,20,12,107,98,0.625,0.12244897959183673,0.18691588785046728,0.15609756097560976,0.5117570946533401,"{""TTSM_S1"": 10, ""TTSM_S2"": 22}",2022
ROLLING_450,450,203,19,5,14,101,102,0.2631578947368421,0.13725490196078433,0.04950495049504951,0.09359605911330049,0.15637192644964787,"{""TTSM_S2"": 19}",2023
ROLLING_450,450,205,15,8,7,119,86,0.5333333333333333,0.08139534883720931,0.06722689075630252,0.07317073170731707,0.37328682651584794,"{""RM_LOGIT"": 14, ""TTSM_S2"": 1}",2024
ROLLING_450,450,613,66,33,33,327,286,0.5,0.11538461538461539,0.10091743119266056,0.10766721044045677,0.4220893786687368,"{""RM_LOGIT"": 14, ""TTSM_S1"": 10, ""TTSM_S2"": 42}",POOLED_2022_2024
ROLLING_460,460,205,32,20,12,107,98,0.625,0.12244897959183673,0.18691588785046728,0.15609756097560976,0.5117570946533401,"{""TTSM_S1"": 10, ""TTSM_S2"": 22}",2022
ROLLING_460,460,203,19,5,14,101,102,0.2631578947368421,0.13725490196078433,0.04950495049504951,0.09359605911330049,0.15637192644964787,"{""TTSM_S2"": 19}",2023
ROLLING_460,460,205,15,8,7,119,86,0.5333333333333333,0.08139534883720931,0.06722689075630252,0.07317073170731707,0.37328682651584794,"{""RM_LOGIT"": 14, ""TTSM_S2"": 1}",2024
ROLLING_460,460,613,66,33,33,327,286,0.5,0.11538461538461539,0.10091743119266056,0.10766721044045677,0.4220893786687368,"{""RM_LOGIT"": 14, ""TTSM_S1"": 10, ""TTSM_S2"": 42}",POOLED_2022_2024
ROLLING_470,470,205,32,20,12,107,98,0.625,0.12244897959183673,0.18691588785046728,0.15609756097560976,0.5117570946533401,"{""TTSM_S1"": 10, ""TTSM_S2"": 22}",2022
ROLLING_470,470,203,21,5,16,101,102,0.23809523809523808,0.1568627450980392,0.04950495049504951,0.10344827586206896,0.14082028065835464,"{""TTSM_S2"": 21}",2023
ROLLING_470,470,205,14,8,6,119,86,0.5714285714285714,0.06976744186046512,0.06722689075630252,0.06829268292682927,0.4034005422113257,"{""RM_LOGIT"": 14}",2024
ROLLING_470,470,613,67,33,34,327,286,0.4925373134328358,0.11888111888111888,0.10091743119266056,0.10929853181076672,0.41538325043112406,"{""RM_LOGIT"": 14, ""TTSM_S1"": 10, ""TTSM_S2"": 43}",POOLED_2022_2024
ROLLING_480,480,205,32,20,12,107,98,0.625,0.12244897959183673,0.18691588785046728,0.15609756097560976,0.5117570946533401,"{""TTSM_S1"": 10, ""TTSM_S2"": 22}",2022
ROLLING_480,480,203,20,5,15,101,102,0.25,0.14705882352941177,0.04950495049504951,0.09852216748768473,0.14818790611051605,"{""TTSM_S2"": 20}",2023
ROLLING_480,480,205,15,8,7,119,86,0.5333333333333333,0.08139534883720931,0.06722689075630252,0.07317073170731707,0.37328682651584794,"{""RM_LOGIT"": 14, ""TTSM_S2"": 1}",2024
ROLLING_480,480,613,67,33,34,327,286,0.4925373134328358,0.11888111888111888,0.10091743119266056,0.10929853181076672,0.41538325043112406,"{""RM_LOGIT"": 14, ""TTSM_S1"": 10, ""TTSM_S2"": 43}",POOLED_2022_2024
ROLLING_490,490,205,32,20,12,107,98,0.625,0.12244897959183673,0.18691588785046728,0.15609756097560976,0.5117570946533401,"{""TTSM_S1"": 10, ""TTSM_S2"": 22}",2022
ROLLING_490,490,203,21,5,16,101,102,0.23809523809523808,0.1568627450980392,0.04950495049504951,0.10344827586206896,0.14082028065835464,"{""TTSM_S2"": 21}",2023
ROLLING_490,490,205,13,6,7,119,86,0.46153846153846156,0.08139534883720931,0.05042016806722689,0.06341463414634146,0.29883711847234146,"{""RM_LOGIT"": 11, ""TTSM_S2"": 2}",2024
ROLLING_490,490,613,66,31,35,327,286,0.4696969696969697,0.12237762237762238,0.09480122324159021,0.10766721044045677,0.39266185148651594,"{""RM_LOGIT"": 11, ""TTSM_S1"": 10, ""TTSM_S2"": 45}",POOLED_2022_2024
ROLLING_500,500,205,32,20,12,107,98,0.625,0.12244897959183673,0.18691588785046728,0.15609756097560976,0.5117570946533401,"{""TTSM_S1"": 10, ""TTSM_S2"": 22}",2022
ROLLING_500,500,203,21,5,16,101,102,0.23809523809523808,0.1568627450980392,0.04950495049504951,0.10344827586206896,0.14082028065835464,"{""TTSM_S2"": 21}",2023
ROLLING_500,500,205,3,1,2,119,86,0.3333333333333333,0.023255813953488372,0.008403361344537815,0.014634146341463415,0.10577563612172289,"{""RM_LOGIT"": 2, ""TTSM_S2"": 1}",2024
ROLLING_500,500,613,56,26,30,327,286,0.4642857142857143,0.1048951048951049,0.07951070336391437,0.09135399673735727,0.3811141471245446,"{""RM_LOGIT"": 2, ""TTSM_S1"": 10, ""TTSM_S2"": 44}",POOLED_2022_2024
