trade_date,acquisition_status,evidence_status,canonical_n,cache_exact_n,exact_close,lineage_id,retrieved_at,gap_action,impacted_readiness_cells
2025-08-31,UNRESOLVED_EXACT_DATE_PROBE_REQUIRED,COMPLETE_MONTH_BATCH_HAS_NO_EXACT_16_59_BAR_EXACT_DATE_404_NOT_YET_PROVEN,0,0,,,,EXACT_DATE_PROVIDER_PROBE_REQUIRED,"[""EMERGENCY_LEVEL:2025-08"",""EMERGENCY_REVERSAL:2025-08"",""FAST:2025-08"",""FAST:2025-09"",""MONTHLY_DIRECTION_3M:2025-09"",""MONTHLY_DIRECTION_3M:2025-10"",""MONTHLY_DIRECTION_3M:2025-11"",""MONTHLY_DIRECTION_3M:2025-12"",""SLOW:2025-08"",""SLOW:2025-09""]"
2025-09-01,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,3490.83,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2025-09"",""EMERGENCY_REVERSAL:2025-09"",""FAST:2025-09"",""FAST:2025-10"",""MONTHLY_DIRECTION_3M:2025-10"",""MONTHLY_DIRECTION_3M:2025-11"",""MONTHLY_DIRECTION_3M:2025-12"",""MONTHLY_DIRECTION_3M:2026-01"",""SLOW:2025-09"",""SLOW:2025-10""]"
2025-09-02,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,3550.4,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2025-09"",""EMERGENCY_REVERSAL:2025-09"",""FAST:2025-09"",""FAST:2025-10"",""MONTHLY_DIRECTION_3M:2025-10"",""MONTHLY_DIRECTION_3M:2025-11"",""MONTHLY_DIRECTION_3M:2025-12"",""MONTHLY_DIRECTION_3M:2026-01"",""SLOW:2025-09"",""SLOW:2025-10""]"
2025-09-03,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,3573.33,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2025-09"",""EMERGENCY_REVERSAL:2025-09"",""FAST:2025-09"",""FAST:2025-10"",""MONTHLY_DIRECTION_3M:2025-10"",""MONTHLY_DIRECTION_3M:2025-11"",""MONTHLY_DIRECTION_3M:2025-12"",""MONTHLY_DIRECTION_3M:2026-01"",""SLOW:2025-09"",""SLOW:2025-10""]"
2025-09-04,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,3553.16,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2025-09"",""EMERGENCY_REVERSAL:2025-09"",""FAST:2025-09"",""FAST:2025-10"",""MONTHLY_DIRECTION_3M:2025-10"",""MONTHLY_DIRECTION_3M:2025-11"",""MONTHLY_DIRECTION_3M:2025-12"",""MONTHLY_DIRECTION_3M:2026-01"",""SLOW:2025-09"",""SLOW:2025-10""]"
2025-09-05,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,3590.01,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2025-09"",""EMERGENCY_REVERSAL:2025-09"",""FAST:2025-09"",""FAST:2025-10"",""MONTHLY_DIRECTION_3M:2025-10"",""MONTHLY_DIRECTION_3M:2025-11"",""MONTHLY_DIRECTION_3M:2025-12"",""MONTHLY_DIRECTION_3M:2026-01"",""SLOW:2025-09"",""SLOW:2025-10""]"
2025-09-06,UNRESOLVED_EXACT_DATE_PROBE_REQUIRED,COMPLETE_MONTH_BATCH_HAS_NO_EXACT_16_59_BAR_EXACT_DATE_404_NOT_YET_PROVEN,0,0,,,,EXACT_DATE_PROVIDER_PROBE_REQUIRED,"[""EMERGENCY_LEVEL:2025-09"",""EMERGENCY_REVERSAL:2025-09"",""FAST:2025-09"",""FAST:2025-10"",""MONTHLY_DIRECTION_3M:2025-10"",""MONTHLY_DIRECTION_3M:2025-11"",""MONTHLY_DIRECTION_3M:2025-12"",""MONTHLY_DIRECTION_3M:2026-01"",""SLOW:2025-09"",""SLOW:2025-10""]"
2025-09-07,UNRESOLVED_EXACT_DATE_PROBE_REQUIRED,COMPLETE_MONTH_BATCH_HAS_NO_EXACT_16_59_BAR_EXACT_DATE_404_NOT_YET_PROVEN,0,0,,,,EXACT_DATE_PROVIDER_PROBE_REQUIRED,"[""EMERGENCY_LEVEL:2025-09"",""EMERGENCY_REVERSAL:2025-09"",""FAST:2025-09"",""FAST:2025-10"",""MONTHLY_DIRECTION_3M:2025-10"",""MONTHLY_DIRECTION_3M:2025-11"",""MONTHLY_DIRECTION_3M:2025-12"",""MONTHLY_DIRECTION_3M:2026-01"",""SLOW:2025-09"",""SLOW:2025-10""]"
2025-09-08,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,3641.18,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2025-09"",""EMERGENCY_REVERSAL:2025-09"",""FAST:2025-09"",""FAST:2025-10"",""MONTHLY_DIRECTION_3M:2025-10"",""MONTHLY_DIRECTION_3M:2025-11"",""MONTHLY_DIRECTION_3M:2025-12"",""MONTHLY_DIRECTION_3M:2026-01"",""SLOW:2025-09"",""SLOW:2025-10""]"
2025-09-09,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,3638.7,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2025-09"",""EMERGENCY_REVERSAL:2025-09"",""FAST:2025-09"",""FAST:2025-10"",""MONTHLY_DIRECTION_3M:2025-10"",""MONTHLY_DIRECTION_3M:2025-11"",""MONTHLY_DIRECTION_3M:2025-12"",""MONTHLY_DIRECTION_3M:2026-01"",""SLOW:2025-09"",""SLOW:2025-10""]"
2025-09-10,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,3641.3,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2025-09"",""EMERGENCY_REVERSAL:2025-09"",""FAST:2025-09"",""FAST:2025-10"",""MONTHLY_DIRECTION_3M:2025-10"",""MONTHLY_DIRECTION_3M:2025-11"",""MONTHLY_DIRECTION_3M:2025-12"",""MONTHLY_DIRECTION_3M:2026-01"",""SLOW:2025-09"",""SLOW:2025-10""]"
2025-09-11,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,3634.06,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2025-09"",""EMERGENCY_REVERSAL:2025-09"",""FAST:2025-09"",""FAST:2025-10"",""MONTHLY_DIRECTION_3M:2025-10"",""MONTHLY_DIRECTION_3M:2025-11"",""MONTHLY_DIRECTION_3M:2025-12"",""MONTHLY_DIRECTION_3M:2026-01"",""SLOW:2025-09"",""SLOW:2025-10""]"
2025-09-12,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,3642.08,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2025-09"",""EMERGENCY_REVERSAL:2025-09"",""FAST:2025-09"",""FAST:2025-10"",""MONTHLY_DIRECTION_3M:2025-10"",""MONTHLY_DIRECTION_3M:2025-11"",""MONTHLY_DIRECTION_3M:2025-12"",""MONTHLY_DIRECTION_3M:2026-01"",""SLOW:2025-09"",""SLOW:2025-10""]"
2025-09-13,UNRESOLVED_EXACT_DATE_PROBE_REQUIRED,COMPLETE_MONTH_BATCH_HAS_NO_EXACT_16_59_BAR_EXACT_DATE_404_NOT_YET_PROVEN,0,0,,,,EXACT_DATE_PROVIDER_PROBE_REQUIRED,"[""EMERGENCY_LEVEL:2025-09"",""EMERGENCY_REVERSAL:2025-09"",""FAST:2025-09"",""FAST:2025-10"",""MONTHLY_DIRECTION_3M:2025-10"",""MONTHLY_DIRECTION_3M:2025-11"",""MONTHLY_DIRECTION_3M:2025-12"",""MONTHLY_DIRECTION_3M:2026-01"",""SLOW:2025-09"",""SLOW:2025-10""]"
2025-09-14,UNRESOLVED_EXACT_DATE_PROBE_REQUIRED,COMPLETE_MONTH_BATCH_HAS_NO_EXACT_16_59_BAR_EXACT_DATE_404_NOT_YET_PROVEN,0,0,,,,EXACT_DATE_PROVIDER_PROBE_REQUIRED,"[""EMERGENCY_LEVEL:2025-09"",""EMERGENCY_REVERSAL:2025-09"",""FAST:2025-09"",""FAST:2025-10"",""MONTHLY_DIRECTION_3M:2025-10"",""MONTHLY_DIRECTION_3M:2025-11"",""MONTHLY_DIRECTION_3M:2025-12"",""MONTHLY_DIRECTION_3M:2026-01"",""SLOW:2025-09"",""SLOW:2025-10""]"
2025-09-15,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,3683.47,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2025-09"",""EMERGENCY_REVERSAL:2025-09"",""FAST:2025-09"",""FAST:2025-10"",""MONTHLY_DIRECTION_3M:2025-10"",""MONTHLY_DIRECTION_3M:2025-11"",""MONTHLY_DIRECTION_3M:2025-12"",""MONTHLY_DIRECTION_3M:2026-01"",""SLOW:2025-09"",""SLOW:2025-10""]"
2025-09-16,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,3696.78,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2025-09"",""EMERGENCY_REVERSAL:2025-09"",""FAST:2025-09"",""FAST:2025-10"",""MONTHLY_DIRECTION_3M:2025-10"",""MONTHLY_DIRECTION_3M:2025-11"",""MONTHLY_DIRECTION_3M:2025-12"",""MONTHLY_DIRECTION_3M:2026-01"",""SLOW:2025-09"",""SLOW:2025-10""]"
2025-09-17,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,3664.37,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2025-09"",""EMERGENCY_REVERSAL:2025-09"",""FAST:2025-09"",""FAST:2025-10"",""MONTHLY_DIRECTION_3M:2025-10"",""MONTHLY_DIRECTION_3M:2025-11"",""MONTHLY_DIRECTION_3M:2025-12"",""MONTHLY_DIRECTION_3M:2026-01"",""SLOW:2025-09"",""SLOW:2025-10""]"
2025-09-18,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,3647.61,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2025-09"",""EMERGENCY_REVERSAL:2025-09"",""FAST:2025-09"",""FAST:2025-10"",""MONTHLY_DIRECTION_3M:2025-10"",""MONTHLY_DIRECTION_3M:2025-11"",""MONTHLY_DIRECTION_3M:2025-12"",""MONTHLY_DIRECTION_3M:2026-01"",""SLOW:2025-09"",""SLOW:2025-10""]"
2025-09-19,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,3688.92,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2025-09"",""EMERGENCY_REVERSAL:2025-09"",""FAST:2025-09"",""FAST:2025-10"",""MONTHLY_DIRECTION_3M:2025-10"",""MONTHLY_DIRECTION_3M:2025-11"",""MONTHLY_DIRECTION_3M:2025-12"",""MONTHLY_DIRECTION_3M:2026-01"",""SLOW:2025-09"",""SLOW:2025-10""]"
2025-09-20,UNRESOLVED_EXACT_DATE_PROBE_REQUIRED,COMPLETE_MONTH_BATCH_HAS_NO_EXACT_16_59_BAR_EXACT_DATE_404_NOT_YET_PROVEN,0,0,,,,EXACT_DATE_PROVIDER_PROBE_REQUIRED,"[""EMERGENCY_LEVEL:2025-09"",""EMERGENCY_REVERSAL:2025-09"",""FAST:2025-09"",""FAST:2025-10"",""MONTHLY_DIRECTION_3M:2025-10"",""MONTHLY_DIRECTION_3M:2025-11"",""MONTHLY_DIRECTION_3M:2025-12"",""MONTHLY_DIRECTION_3M:2026-01"",""SLOW:2025-09"",""SLOW:2025-10""]"
2025-09-21,UNRESOLVED_EXACT_DATE_PROBE_REQUIRED,COMPLETE_MONTH_BATCH_HAS_NO_EXACT_16_59_BAR_EXACT_DATE_404_NOT_YET_PROVEN,0,0,,,,EXACT_DATE_PROVIDER_PROBE_REQUIRED,"[""EMERGENCY_LEVEL:2025-09"",""EMERGENCY_REVERSAL:2025-09"",""FAST:2025-09"",""FAST:2025-10"",""MONTHLY_DIRECTION_3M:2025-10"",""MONTHLY_DIRECTION_3M:2025-11"",""MONTHLY_DIRECTION_3M:2025-12"",""MONTHLY_DIRECTION_3M:2026-01"",""SLOW:2025-09"",""SLOW:2025-10""]"
2025-09-22,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,3760.41,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2025-09"",""EMERGENCY_REVERSAL:2025-09"",""FAST:2025-09"",""FAST:2025-10"",""MONTHLY_DIRECTION_3M:2025-10"",""MONTHLY_DIRECTION_3M:2025-11"",""MONTHLY_DIRECTION_3M:2025-12"",""MONTHLY_DIRECTION_3M:2026-01"",""SLOW:2025-09"",""SLOW:2025-10""]"
2025-09-23,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,3777.03,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2025-09"",""EMERGENCY_REVERSAL:2025-09"",""FAST:2025-09"",""FAST:2025-10"",""MONTHLY_DIRECTION_3M:2025-10"",""MONTHLY_DIRECTION_3M:2025-11"",""MONTHLY_DIRECTION_3M:2025-12"",""MONTHLY_DIRECTION_3M:2026-01"",""SLOW:2025-09"",""SLOW:2025-10""]"
2025-09-24,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,3747.29,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2025-09"",""EMERGENCY_REVERSAL:2025-09"",""FAST:2025-09"",""FAST:2025-10"",""MONTHLY_DIRECTION_3M:2025-10"",""MONTHLY_DIRECTION_3M:2025-11"",""MONTHLY_DIRECTION_3M:2025-12"",""MONTHLY_DIRECTION_3M:2026-01"",""SLOW:2025-09"",""SLOW:2025-10""]"
2025-09-25,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,3757.69,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2025-09"",""EMERGENCY_REVERSAL:2025-09"",""FAST:2025-09"",""FAST:2025-10"",""MONTHLY_DIRECTION_3M:2025-10"",""MONTHLY_DIRECTION_3M:2025-11"",""MONTHLY_DIRECTION_3M:2025-12"",""MONTHLY_DIRECTION_3M:2026-01"",""SLOW:2025-09"",""SLOW:2025-10""]"
2025-09-26,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,3771.5,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2025-09"",""EMERGENCY_REVERSAL:2025-09"",""FAST:2025-09"",""FAST:2025-10"",""MONTHLY_DIRECTION_3M:2025-10"",""MONTHLY_DIRECTION_3M:2025-11"",""MONTHLY_DIRECTION_3M:2025-12"",""MONTHLY_DIRECTION_3M:2026-01"",""SLOW:2025-09"",""SLOW:2025-10""]"
2025-09-27,UNRESOLVED_EXACT_DATE_PROBE_REQUIRED,COMPLETE_MONTH_BATCH_HAS_NO_EXACT_16_59_BAR_EXACT_DATE_404_NOT_YET_PROVEN,0,0,,,,EXACT_DATE_PROVIDER_PROBE_REQUIRED,"[""EMERGENCY_LEVEL:2025-09"",""EMERGENCY_REVERSAL:2025-09"",""FAST:2025-09"",""FAST:2025-10"",""MONTHLY_DIRECTION_3M:2025-10"",""MONTHLY_DIRECTION_3M:2025-11"",""MONTHLY_DIRECTION_3M:2025-12"",""MONTHLY_DIRECTION_3M:2026-01"",""SLOW:2025-09"",""SLOW:2025-10""]"
2025-09-28,UNRESOLVED_EXACT_DATE_PROBE_REQUIRED,COMPLETE_MONTH_BATCH_HAS_NO_EXACT_16_59_BAR_EXACT_DATE_404_NOT_YET_PROVEN,0,0,,,,EXACT_DATE_PROVIDER_PROBE_REQUIRED,"[""EMERGENCY_LEVEL:2025-09"",""EMERGENCY_REVERSAL:2025-09"",""FAST:2025-09"",""FAST:2025-10"",""MONTHLY_DIRECTION_3M:2025-10"",""MONTHLY_DIRECTION_3M:2025-11"",""MONTHLY_DIRECTION_3M:2025-12"",""MONTHLY_DIRECTION_3M:2026-01"",""SLOW:2025-09"",""SLOW:2025-10""]"
2025-09-29,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,3842.19,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2025-09"",""EMERGENCY_REVERSAL:2025-09"",""FAST:2025-09"",""FAST:2025-10"",""MONTHLY_DIRECTION_3M:2025-10"",""MONTHLY_DIRECTION_3M:2025-11"",""MONTHLY_DIRECTION_3M:2025-12"",""MONTHLY_DIRECTION_3M:2026-01"",""SLOW:2025-09"",""SLOW:2025-10""]"
2025-09-30,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,3869.18,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2025-09"",""EMERGENCY_REVERSAL:2025-09"",""FAST:2025-09"",""FAST:2025-10"",""MONTHLY_DIRECTION_3M:2025-10"",""MONTHLY_DIRECTION_3M:2025-11"",""MONTHLY_DIRECTION_3M:2025-12"",""MONTHLY_DIRECTION_3M:2026-01"",""SLOW:2025-09"",""SLOW:2025-10""]"
2025-10-01,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,3875.49,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2025-10"",""EMERGENCY_REVERSAL:2025-10"",""FAST:2025-10"",""FAST:2025-11"",""MONTHLY_DIRECTION_3M:2025-11"",""MONTHLY_DIRECTION_3M:2025-12"",""MONTHLY_DIRECTION_3M:2026-01"",""MONTHLY_DIRECTION_3M:2026-02"",""SLOW:2025-10"",""SLOW:2025-11""]"
2025-10-02,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,3861.5,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2025-10"",""EMERGENCY_REVERSAL:2025-10"",""FAST:2025-10"",""FAST:2025-11"",""MONTHLY_DIRECTION_3M:2025-11"",""MONTHLY_DIRECTION_3M:2025-12"",""MONTHLY_DIRECTION_3M:2026-01"",""MONTHLY_DIRECTION_3M:2026-02"",""SLOW:2025-10"",""SLOW:2025-11""]"
2025-10-03,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,3885.26,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2025-10"",""EMERGENCY_REVERSAL:2025-10"",""FAST:2025-10"",""FAST:2025-11"",""MONTHLY_DIRECTION_3M:2025-11"",""MONTHLY_DIRECTION_3M:2025-12"",""MONTHLY_DIRECTION_3M:2026-01"",""MONTHLY_DIRECTION_3M:2026-02"",""SLOW:2025-10"",""SLOW:2025-11""]"
2025-10-04,UNRESOLVED_EXACT_DATE_PROBE_REQUIRED,COMPLETE_MONTH_BATCH_HAS_NO_EXACT_16_59_BAR_EXACT_DATE_404_NOT_YET_PROVEN,0,0,,,,EXACT_DATE_PROVIDER_PROBE_REQUIRED,"[""EMERGENCY_LEVEL:2025-10"",""EMERGENCY_REVERSAL:2025-10"",""FAST:2025-10"",""FAST:2025-11"",""MONTHLY_DIRECTION_3M:2025-11"",""MONTHLY_DIRECTION_3M:2025-12"",""MONTHLY_DIRECTION_3M:2026-01"",""MONTHLY_DIRECTION_3M:2026-02"",""SLOW:2025-10"",""SLOW:2025-11""]"
2025-10-05,UNRESOLVED_EXACT_DATE_PROBE_REQUIRED,COMPLETE_MONTH_BATCH_HAS_NO_EXACT_16_59_BAR_EXACT_DATE_404_NOT_YET_PROVEN,0,0,,,,EXACT_DATE_PROVIDER_PROBE_REQUIRED,"[""EMERGENCY_LEVEL:2025-10"",""EMERGENCY_REVERSAL:2025-10"",""FAST:2025-10"",""FAST:2025-11"",""MONTHLY_DIRECTION_3M:2025-11"",""MONTHLY_DIRECTION_3M:2025-12"",""MONTHLY_DIRECTION_3M:2026-01"",""MONTHLY_DIRECTION_3M:2026-02"",""SLOW:2025-10"",""SLOW:2025-11""]"
2025-10-06,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,3971.76,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2025-10"",""EMERGENCY_REVERSAL:2025-10"",""FAST:2025-10"",""FAST:2025-11"",""MONTHLY_DIRECTION_3M:2025-11"",""MONTHLY_DIRECTION_3M:2025-12"",""MONTHLY_DIRECTION_3M:2026-01"",""MONTHLY_DIRECTION_3M:2026-02"",""SLOW:2025-10"",""SLOW:2025-11""]"
2025-10-07,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,3996.39,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2025-10"",""EMERGENCY_REVERSAL:2025-10"",""FAST:2025-10"",""FAST:2025-11"",""MONTHLY_DIRECTION_3M:2025-11"",""MONTHLY_DIRECTION_3M:2025-12"",""MONTHLY_DIRECTION_3M:2026-01"",""MONTHLY_DIRECTION_3M:2026-02"",""SLOW:2025-10"",""SLOW:2025-11""]"
2025-10-08,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,4055.35,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2025-10"",""EMERGENCY_REVERSAL:2025-10"",""FAST:2025-10"",""FAST:2025-11"",""MONTHLY_DIRECTION_3M:2025-11"",""MONTHLY_DIRECTION_3M:2025-12"",""MONTHLY_DIRECTION_3M:2026-01"",""MONTHLY_DIRECTION_3M:2026-02"",""SLOW:2025-10"",""SLOW:2025-11""]"
2025-10-09,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,3993.19,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2025-10"",""EMERGENCY_REVERSAL:2025-10"",""FAST:2025-10"",""FAST:2025-11"",""MONTHLY_DIRECTION_3M:2025-11"",""MONTHLY_DIRECTION_3M:2025-12"",""MONTHLY_DIRECTION_3M:2026-01"",""MONTHLY_DIRECTION_3M:2026-02"",""SLOW:2025-10"",""SLOW:2025-11""]"
2025-10-10,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,4021.85,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2025-10"",""EMERGENCY_REVERSAL:2025-10"",""FAST:2025-10"",""FAST:2025-11"",""MONTHLY_DIRECTION_3M:2025-11"",""MONTHLY_DIRECTION_3M:2025-12"",""MONTHLY_DIRECTION_3M:2026-01"",""MONTHLY_DIRECTION_3M:2026-02"",""SLOW:2025-10"",""SLOW:2025-11""]"
2025-10-11,UNRESOLVED_EXACT_DATE_PROBE_REQUIRED,COMPLETE_MONTH_BATCH_HAS_NO_EXACT_16_59_BAR_EXACT_DATE_404_NOT_YET_PROVEN,0,0,,,,EXACT_DATE_PROVIDER_PROBE_REQUIRED,"[""EMERGENCY_LEVEL:2025-10"",""EMERGENCY_REVERSAL:2025-10"",""FAST:2025-10"",""FAST:2025-11"",""MONTHLY_DIRECTION_3M:2025-11"",""MONTHLY_DIRECTION_3M:2025-12"",""MONTHLY_DIRECTION_3M:2026-01"",""MONTHLY_DIRECTION_3M:2026-02"",""SLOW:2025-10"",""SLOW:2025-11""]"
2025-10-12,UNRESOLVED_EXACT_DATE_PROBE_REQUIRED,COMPLETE_MONTH_BATCH_HAS_NO_EXACT_16_59_BAR_EXACT_DATE_404_NOT_YET_PROVEN,0,0,,,,EXACT_DATE_PROVIDER_PROBE_REQUIRED,"[""EMERGENCY_LEVEL:2025-10"",""EMERGENCY_REVERSAL:2025-10"",""FAST:2025-10"",""FAST:2025-11"",""MONTHLY_DIRECTION_3M:2025-11"",""MONTHLY_DIRECTION_3M:2025-12"",""MONTHLY_DIRECTION_3M:2026-01"",""MONTHLY_DIRECTION_3M:2026-02"",""SLOW:2025-10"",""SLOW:2025-11""]"
2025-10-13,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,4121.65,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2025-10"",""EMERGENCY_REVERSAL:2025-10"",""FAST:2025-10"",""FAST:2025-11"",""MONTHLY_DIRECTION_3M:2025-11"",""MONTHLY_DIRECTION_3M:2025-12"",""MONTHLY_DIRECTION_3M:2026-01"",""MONTHLY_DIRECTION_3M:2026-02"",""SLOW:2025-10"",""SLOW:2025-11""]"
2025-10-14,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,4153.92,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2025-10"",""EMERGENCY_REVERSAL:2025-10"",""FAST:2025-10"",""FAST:2025-11"",""MONTHLY_DIRECTION_3M:2025-11"",""MONTHLY_DIRECTION_3M:2025-12"",""MONTHLY_DIRECTION_3M:2026-01"",""MONTHLY_DIRECTION_3M:2026-02"",""SLOW:2025-10"",""SLOW:2025-11""]"
