trade_date,acquisition_status,evidence_status,canonical_n,cache_exact_n,exact_close,lineage_id,retrieved_at,gap_action,impacted_readiness_cells
2025-02-18,UNRESOLVED_EXACT_DATE_PROBE_REQUIRED,COMPLETE_MONTH_BATCH_HAS_NO_EXACT_16_59_BAR_EXACT_DATE_404_NOT_YET_PROVEN,0,0,,,,EXACT_DATE_PROVIDER_PROBE_REQUIRED,"[""EMERGENCY_LEVEL:2025-02"",""EMERGENCY_REVERSAL:2025-02"",""FAST:2025-02"",""FAST:2025-03"",""MONTHLY_DIRECTION_3M:2025-03"",""MONTHLY_DIRECTION_3M:2025-04"",""MONTHLY_DIRECTION_3M:2025-05"",""MONTHLY_DIRECTION_3M:2025-06"",""SLOW:2025-02"",""SLOW:2025-03""]"
2025-02-19,UNRESOLVED_EXACT_DATE_PROBE_REQUIRED,COMPLETE_MONTH_BATCH_HAS_NO_EXACT_16_59_BAR_EXACT_DATE_404_NOT_YET_PROVEN,0,0,,,,EXACT_DATE_PROVIDER_PROBE_REQUIRED,"[""EMERGENCY_LEVEL:2025-02"",""EMERGENCY_REVERSAL:2025-02"",""FAST:2025-02"",""FAST:2025-03"",""MONTHLY_DIRECTION_3M:2025-03"",""MONTHLY_DIRECTION_3M:2025-04"",""MONTHLY_DIRECTION_3M:2025-05"",""MONTHLY_DIRECTION_3M:2025-06"",""SLOW:2025-02"",""SLOW:2025-03""]"
2025-02-20,UNRESOLVED_EXACT_DATE_PROBE_REQUIRED,COMPLETE_MONTH_BATCH_HAS_NO_EXACT_16_59_BAR_EXACT_DATE_404_NOT_YET_PROVEN,0,0,,,,EXACT_DATE_PROVIDER_PROBE_REQUIRED,"[""EMERGENCY_LEVEL:2025-02"",""EMERGENCY_REVERSAL:2025-02"",""FAST:2025-02"",""FAST:2025-03"",""MONTHLY_DIRECTION_3M:2025-03"",""MONTHLY_DIRECTION_3M:2025-04"",""MONTHLY_DIRECTION_3M:2025-05"",""MONTHLY_DIRECTION_3M:2025-06"",""SLOW:2025-02"",""SLOW:2025-03""]"
2025-02-21,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,2936.080078,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2025-02"",""EMERGENCY_REVERSAL:2025-02"",""FAST:2025-02"",""FAST:2025-03"",""MONTHLY_DIRECTION_3M:2025-03"",""MONTHLY_DIRECTION_3M:2025-04"",""MONTHLY_DIRECTION_3M:2025-05"",""MONTHLY_DIRECTION_3M:2025-06"",""SLOW:2025-02"",""SLOW:2025-03""]"
2025-02-22,UNRESOLVED_EXACT_DATE_PROBE_REQUIRED,COMPLETE_MONTH_BATCH_HAS_NO_EXACT_16_59_BAR_EXACT_DATE_404_NOT_YET_PROVEN,0,0,,,,EXACT_DATE_PROVIDER_PROBE_REQUIRED,"[""EMERGENCY_LEVEL:2025-02"",""EMERGENCY_REVERSAL:2025-02"",""FAST:2025-02"",""FAST:2025-03"",""MONTHLY_DIRECTION_3M:2025-03"",""MONTHLY_DIRECTION_3M:2025-04"",""MONTHLY_DIRECTION_3M:2025-05"",""MONTHLY_DIRECTION_3M:2025-06"",""SLOW:2025-02"",""SLOW:2025-03""]"
2025-02-23,UNRESOLVED_EXACT_DATE_PROBE_REQUIRED,COMPLETE_MONTH_BATCH_HAS_NO_EXACT_16_59_BAR_EXACT_DATE_404_NOT_YET_PROVEN,0,0,,,,EXACT_DATE_PROVIDER_PROBE_REQUIRED,"[""EMERGENCY_LEVEL:2025-02"",""EMERGENCY_REVERSAL:2025-02"",""FAST:2025-02"",""FAST:2025-03"",""MONTHLY_DIRECTION_3M:2025-03"",""MONTHLY_DIRECTION_3M:2025-04"",""MONTHLY_DIRECTION_3M:2025-05"",""MONTHLY_DIRECTION_3M:2025-06"",""SLOW:2025-02"",""SLOW:2025-03""]"
2025-02-24,UNRESOLVED_EXACT_DATE_PROBE_REQUIRED,COMPLETE_MONTH_BATCH_HAS_NO_EXACT_16_59_BAR_EXACT_DATE_404_NOT_YET_PROVEN,0,0,,,,EXACT_DATE_PROVIDER_PROBE_REQUIRED,"[""EMERGENCY_LEVEL:2025-02"",""EMERGENCY_REVERSAL:2025-02"",""FAST:2025-02"",""FAST:2025-03"",""MONTHLY_DIRECTION_3M:2025-03"",""MONTHLY_DIRECTION_3M:2025-04"",""MONTHLY_DIRECTION_3M:2025-05"",""MONTHLY_DIRECTION_3M:2025-06"",""SLOW:2025-02"",""SLOW:2025-03""]"
2025-02-25,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,2914.94995,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2025-02"",""EMERGENCY_REVERSAL:2025-02"",""FAST:2025-02"",""FAST:2025-03"",""MONTHLY_DIRECTION_3M:2025-03"",""MONTHLY_DIRECTION_3M:2025-04"",""MONTHLY_DIRECTION_3M:2025-05"",""MONTHLY_DIRECTION_3M:2025-06"",""SLOW:2025-02"",""SLOW:2025-03""]"
2025-02-26,UNRESOLVED_EXACT_DATE_PROBE_REQUIRED,COMPLETE_MONTH_BATCH_HAS_NO_EXACT_16_59_BAR_EXACT_DATE_404_NOT_YET_PROVEN,0,0,,,,EXACT_DATE_PROVIDER_PROBE_REQUIRED,"[""EMERGENCY_LEVEL:2025-02"",""EMERGENCY_REVERSAL:2025-02"",""FAST:2025-02"",""FAST:2025-03"",""MONTHLY_DIRECTION_3M:2025-03"",""MONTHLY_DIRECTION_3M:2025-04"",""MONTHLY_DIRECTION_3M:2025-05"",""MONTHLY_DIRECTION_3M:2025-06"",""SLOW:2025-02"",""SLOW:2025-03""]"
2025-02-27,UNRESOLVED_EXACT_DATE_PROBE_REQUIRED,COMPLETE_MONTH_BATCH_HAS_NO_EXACT_16_59_BAR_EXACT_DATE_404_NOT_YET_PROVEN,0,0,,,,EXACT_DATE_PROVIDER_PROBE_REQUIRED,"[""EMERGENCY_LEVEL:2025-02"",""EMERGENCY_REVERSAL:2025-02"",""FAST:2025-02"",""FAST:2025-03"",""MONTHLY_DIRECTION_3M:2025-03"",""MONTHLY_DIRECTION_3M:2025-04"",""MONTHLY_DIRECTION_3M:2025-05"",""MONTHLY_DIRECTION_3M:2025-06"",""SLOW:2025-02"",""SLOW:2025-03""]"
2025-02-28,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,2857.44995,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2025-02"",""EMERGENCY_REVERSAL:2025-02"",""FAST:2025-02"",""FAST:2025-03"",""MONTHLY_DIRECTION_3M:2025-03"",""MONTHLY_DIRECTION_3M:2025-04"",""MONTHLY_DIRECTION_3M:2025-05"",""MONTHLY_DIRECTION_3M:2025-06"",""SLOW:2025-02"",""SLOW:2025-03""]"
2025-03-01,UNRESOLVED_EXACT_DATE_PROBE_REQUIRED,COMPLETE_MONTH_BATCH_HAS_NO_EXACT_16_59_BAR_EXACT_DATE_404_NOT_YET_PROVEN,0,0,,,,EXACT_DATE_PROVIDER_PROBE_REQUIRED,"[""EMERGENCY_LEVEL:2025-03"",""EMERGENCY_REVERSAL:2025-03"",""FAST:2025-03"",""FAST:2025-04"",""MONTHLY_DIRECTION_3M:2025-04"",""MONTHLY_DIRECTION_3M:2025-05"",""MONTHLY_DIRECTION_3M:2025-06"",""MONTHLY_DIRECTION_3M:2025-07"",""SLOW:2025-03"",""SLOW:2025-04""]"
2025-03-02,UNRESOLVED_EXACT_DATE_PROBE_REQUIRED,COMPLETE_MONTH_BATCH_HAS_NO_EXACT_16_59_BAR_EXACT_DATE_404_NOT_YET_PROVEN,0,0,,,,EXACT_DATE_PROVIDER_PROBE_REQUIRED,"[""EMERGENCY_LEVEL:2025-03"",""EMERGENCY_REVERSAL:2025-03"",""FAST:2025-03"",""FAST:2025-04"",""MONTHLY_DIRECTION_3M:2025-04"",""MONTHLY_DIRECTION_3M:2025-05"",""MONTHLY_DIRECTION_3M:2025-06"",""MONTHLY_DIRECTION_3M:2025-07"",""SLOW:2025-03"",""SLOW:2025-04""]"
2025-03-03,UNRESOLVED_EXACT_DATE_PROBE_REQUIRED,COMPLETE_MONTH_BATCH_HAS_NO_EXACT_16_59_BAR_EXACT_DATE_404_NOT_YET_PROVEN,0,0,,,,EXACT_DATE_PROVIDER_PROBE_REQUIRED,"[""EMERGENCY_LEVEL:2025-03"",""EMERGENCY_REVERSAL:2025-03"",""FAST:2025-03"",""FAST:2025-04"",""MONTHLY_DIRECTION_3M:2025-04"",""MONTHLY_DIRECTION_3M:2025-05"",""MONTHLY_DIRECTION_3M:2025-06"",""MONTHLY_DIRECTION_3M:2025-07"",""SLOW:2025-03"",""SLOW:2025-04""]"
2025-03-04,UNRESOLVED_EXACT_DATE_PROBE_REQUIRED,COMPLETE_MONTH_BATCH_HAS_NO_EXACT_16_59_BAR_EXACT_DATE_404_NOT_YET_PROVEN,0,0,,,,EXACT_DATE_PROVIDER_PROBE_REQUIRED,"[""EMERGENCY_LEVEL:2025-03"",""EMERGENCY_REVERSAL:2025-03"",""FAST:2025-03"",""FAST:2025-04"",""MONTHLY_DIRECTION_3M:2025-04"",""MONTHLY_DIRECTION_3M:2025-05"",""MONTHLY_DIRECTION_3M:2025-06"",""MONTHLY_DIRECTION_3M:2025-07"",""SLOW:2025-03"",""SLOW:2025-04""]"
2025-03-05,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,2918.95996,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2025-03"",""EMERGENCY_REVERSAL:2025-03"",""FAST:2025-03"",""FAST:2025-04"",""MONTHLY_DIRECTION_3M:2025-04"",""MONTHLY_DIRECTION_3M:2025-05"",""MONTHLY_DIRECTION_3M:2025-06"",""MONTHLY_DIRECTION_3M:2025-07"",""SLOW:2025-03"",""SLOW:2025-04""]"
2025-03-06,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,2911.11011,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2025-03"",""EMERGENCY_REVERSAL:2025-03"",""FAST:2025-03"",""FAST:2025-04"",""MONTHLY_DIRECTION_3M:2025-04"",""MONTHLY_DIRECTION_3M:2025-05"",""MONTHLY_DIRECTION_3M:2025-06"",""MONTHLY_DIRECTION_3M:2025-07"",""SLOW:2025-03"",""SLOW:2025-04""]"
2025-03-07,UNRESOLVED_EXACT_DATE_PROBE_REQUIRED,COMPLETE_MONTH_BATCH_HAS_NO_EXACT_16_59_BAR_EXACT_DATE_404_NOT_YET_PROVEN,0,0,,,,EXACT_DATE_PROVIDER_PROBE_REQUIRED,"[""EMERGENCY_LEVEL:2025-03"",""EMERGENCY_REVERSAL:2025-03"",""FAST:2025-03"",""FAST:2025-04"",""MONTHLY_DIRECTION_3M:2025-04"",""MONTHLY_DIRECTION_3M:2025-05"",""MONTHLY_DIRECTION_3M:2025-06"",""MONTHLY_DIRECTION_3M:2025-07"",""SLOW:2025-03"",""SLOW:2025-04""]"
2025-03-08,UNRESOLVED_EXACT_DATE_PROBE_REQUIRED,COMPLETE_MONTH_BATCH_HAS_NO_EXACT_16_59_BAR_EXACT_DATE_404_NOT_YET_PROVEN,0,0,,,,EXACT_DATE_PROVIDER_PROBE_REQUIRED,"[""EMERGENCY_LEVEL:2025-03"",""EMERGENCY_REVERSAL:2025-03"",""FAST:2025-03"",""FAST:2025-04"",""MONTHLY_DIRECTION_3M:2025-04"",""MONTHLY_DIRECTION_3M:2025-05"",""MONTHLY_DIRECTION_3M:2025-06"",""MONTHLY_DIRECTION_3M:2025-07"",""SLOW:2025-03"",""SLOW:2025-04""]"
2025-03-09,UNRESOLVED_EXACT_DATE_PROBE_REQUIRED,COMPLETE_MONTH_BATCH_HAS_NO_EXACT_16_59_BAR_EXACT_DATE_404_NOT_YET_PROVEN,0,0,,,,EXACT_DATE_PROVIDER_PROBE_REQUIRED,"[""EMERGENCY_LEVEL:2025-03"",""EMERGENCY_REVERSAL:2025-03"",""FAST:2025-03"",""FAST:2025-04"",""MONTHLY_DIRECTION_3M:2025-04"",""MONTHLY_DIRECTION_3M:2025-05"",""MONTHLY_DIRECTION_3M:2025-06"",""MONTHLY_DIRECTION_3M:2025-07"",""SLOW:2025-03"",""SLOW:2025-04""]"
2025-03-10,UNRESOLVED_EXACT_DATE_PROBE_REQUIRED,COMPLETE_MONTH_BATCH_HAS_NO_EXACT_16_59_BAR_EXACT_DATE_404_NOT_YET_PROVEN,0,0,,,,EXACT_DATE_PROVIDER_PROBE_REQUIRED,"[""EMERGENCY_LEVEL:2025-03"",""EMERGENCY_REVERSAL:2025-03"",""FAST:2025-03"",""FAST:2025-04"",""MONTHLY_DIRECTION_3M:2025-04"",""MONTHLY_DIRECTION_3M:2025-05"",""MONTHLY_DIRECTION_3M:2025-06"",""MONTHLY_DIRECTION_3M:2025-07"",""SLOW:2025-03"",""SLOW:2025-04""]"
2025-03-11,UNRESOLVED_EXACT_DATE_PROBE_REQUIRED,COMPLETE_MONTH_BATCH_HAS_NO_EXACT_16_59_BAR_EXACT_DATE_404_NOT_YET_PROVEN,0,0,,,,EXACT_DATE_PROVIDER_PROBE_REQUIRED,"[""EMERGENCY_LEVEL:2025-03"",""EMERGENCY_REVERSAL:2025-03"",""FAST:2025-03"",""FAST:2025-04"",""MONTHLY_DIRECTION_3M:2025-04"",""MONTHLY_DIRECTION_3M:2025-05"",""MONTHLY_DIRECTION_3M:2025-06"",""MONTHLY_DIRECTION_3M:2025-07"",""SLOW:2025-03"",""SLOW:2025-04""]"
2025-03-12,UNRESOLVED_EXACT_DATE_PROBE_REQUIRED,COMPLETE_MONTH_BATCH_HAS_NO_EXACT_16_59_BAR_EXACT_DATE_404_NOT_YET_PROVEN,0,0,,,,EXACT_DATE_PROVIDER_PROBE_REQUIRED,"[""EMERGENCY_LEVEL:2025-03"",""EMERGENCY_REVERSAL:2025-03"",""FAST:2025-03"",""FAST:2025-04"",""MONTHLY_DIRECTION_3M:2025-04"",""MONTHLY_DIRECTION_3M:2025-05"",""MONTHLY_DIRECTION_3M:2025-06"",""MONTHLY_DIRECTION_3M:2025-07"",""SLOW:2025-03"",""SLOW:2025-04""]"
2025-03-13,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,2988.94995,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2025-03"",""EMERGENCY_REVERSAL:2025-03"",""FAST:2025-03"",""FAST:2025-04"",""MONTHLY_DIRECTION_3M:2025-04"",""MONTHLY_DIRECTION_3M:2025-05"",""MONTHLY_DIRECTION_3M:2025-06"",""MONTHLY_DIRECTION_3M:2025-07"",""SLOW:2025-03"",""SLOW:2025-04""]"
2025-03-14,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,2985.040039,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2025-03"",""EMERGENCY_REVERSAL:2025-03"",""FAST:2025-03"",""FAST:2025-04"",""MONTHLY_DIRECTION_3M:2025-04"",""MONTHLY_DIRECTION_3M:2025-05"",""MONTHLY_DIRECTION_3M:2025-06"",""MONTHLY_DIRECTION_3M:2025-07"",""SLOW:2025-03"",""SLOW:2025-04""]"
2025-03-15,UNRESOLVED_EXACT_DATE_PROBE_REQUIRED,COMPLETE_MONTH_BATCH_HAS_NO_EXACT_16_59_BAR_EXACT_DATE_404_NOT_YET_PROVEN,0,0,,,,EXACT_DATE_PROVIDER_PROBE_REQUIRED,"[""EMERGENCY_LEVEL:2025-03"",""EMERGENCY_REVERSAL:2025-03"",""FAST:2025-03"",""FAST:2025-04"",""MONTHLY_DIRECTION_3M:2025-04"",""MONTHLY_DIRECTION_3M:2025-05"",""MONTHLY_DIRECTION_3M:2025-06"",""MONTHLY_DIRECTION_3M:2025-07"",""SLOW:2025-03"",""SLOW:2025-04""]"
2025-03-16,UNRESOLVED_EXACT_DATE_PROBE_REQUIRED,COMPLETE_MONTH_BATCH_HAS_NO_EXACT_16_59_BAR_EXACT_DATE_404_NOT_YET_PROVEN,0,0,,,,EXACT_DATE_PROVIDER_PROBE_REQUIRED,"[""EMERGENCY_LEVEL:2025-03"",""EMERGENCY_REVERSAL:2025-03"",""FAST:2025-03"",""FAST:2025-04"",""MONTHLY_DIRECTION_3M:2025-04"",""MONTHLY_DIRECTION_3M:2025-05"",""MONTHLY_DIRECTION_3M:2025-06"",""MONTHLY_DIRECTION_3M:2025-07"",""SLOW:2025-03"",""SLOW:2025-04""]"
2025-03-17,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,3001.21997,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2025-03"",""EMERGENCY_REVERSAL:2025-03"",""FAST:2025-03"",""FAST:2025-04"",""MONTHLY_DIRECTION_3M:2025-04"",""MONTHLY_DIRECTION_3M:2025-05"",""MONTHLY_DIRECTION_3M:2025-06"",""MONTHLY_DIRECTION_3M:2025-07"",""SLOW:2025-03"",""SLOW:2025-04""]"
2025-03-18,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,3034.12988,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2025-03"",""EMERGENCY_REVERSAL:2025-03"",""FAST:2025-03"",""FAST:2025-04"",""MONTHLY_DIRECTION_3M:2025-04"",""MONTHLY_DIRECTION_3M:2025-05"",""MONTHLY_DIRECTION_3M:2025-06"",""MONTHLY_DIRECTION_3M:2025-07"",""SLOW:2025-03"",""SLOW:2025-04""]"
2025-03-19,UNRESOLVED_EXACT_DATE_PROBE_REQUIRED,COMPLETE_MONTH_BATCH_HAS_NO_EXACT_16_59_BAR_EXACT_DATE_404_NOT_YET_PROVEN,0,0,,,,EXACT_DATE_PROVIDER_PROBE_REQUIRED,"[""EMERGENCY_LEVEL:2025-03"",""EMERGENCY_REVERSAL:2025-03"",""FAST:2025-03"",""FAST:2025-04"",""MONTHLY_DIRECTION_3M:2025-04"",""MONTHLY_DIRECTION_3M:2025-05"",""MONTHLY_DIRECTION_3M:2025-06"",""MONTHLY_DIRECTION_3M:2025-07"",""SLOW:2025-03"",""SLOW:2025-04""]"
2025-03-20,UNRESOLVED_EXACT_DATE_PROBE_REQUIRED,COMPLETE_MONTH_BATCH_HAS_NO_EXACT_16_59_BAR_EXACT_DATE_404_NOT_YET_PROVEN,0,0,,,,EXACT_DATE_PROVIDER_PROBE_REQUIRED,"[""EMERGENCY_LEVEL:2025-03"",""EMERGENCY_REVERSAL:2025-03"",""FAST:2025-03"",""FAST:2025-04"",""MONTHLY_DIRECTION_3M:2025-04"",""MONTHLY_DIRECTION_3M:2025-05"",""MONTHLY_DIRECTION_3M:2025-06"",""MONTHLY_DIRECTION_3M:2025-07"",""SLOW:2025-03"",""SLOW:2025-04""]"
2025-03-21,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,3023.8501,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2025-03"",""EMERGENCY_REVERSAL:2025-03"",""FAST:2025-03"",""FAST:2025-04"",""MONTHLY_DIRECTION_3M:2025-04"",""MONTHLY_DIRECTION_3M:2025-05"",""MONTHLY_DIRECTION_3M:2025-06"",""MONTHLY_DIRECTION_3M:2025-07"",""SLOW:2025-03"",""SLOW:2025-04""]"
2025-03-22,UNRESOLVED_EXACT_DATE_PROBE_REQUIRED,COMPLETE_MONTH_BATCH_HAS_NO_EXACT_16_59_BAR_EXACT_DATE_404_NOT_YET_PROVEN,0,0,,,,EXACT_DATE_PROVIDER_PROBE_REQUIRED,"[""EMERGENCY_LEVEL:2025-03"",""EMERGENCY_REVERSAL:2025-03"",""FAST:2025-03"",""FAST:2025-04"",""MONTHLY_DIRECTION_3M:2025-04"",""MONTHLY_DIRECTION_3M:2025-05"",""MONTHLY_DIRECTION_3M:2025-06"",""MONTHLY_DIRECTION_3M:2025-07"",""SLOW:2025-03"",""SLOW:2025-04""]"
2025-03-23,UNRESOLVED_EXACT_DATE_PROBE_REQUIRED,COMPLETE_MONTH_BATCH_HAS_NO_EXACT_16_59_BAR_EXACT_DATE_404_NOT_YET_PROVEN,0,0,,,,EXACT_DATE_PROVIDER_PROBE_REQUIRED,"[""EMERGENCY_LEVEL:2025-03"",""EMERGENCY_REVERSAL:2025-03"",""FAST:2025-03"",""FAST:2025-04"",""MONTHLY_DIRECTION_3M:2025-04"",""MONTHLY_DIRECTION_3M:2025-05"",""MONTHLY_DIRECTION_3M:2025-06"",""MONTHLY_DIRECTION_3M:2025-07"",""SLOW:2025-03"",""SLOW:2025-04""]"
2025-03-24,UNRESOLVED_EXACT_DATE_PROBE_REQUIRED,COMPLETE_MONTH_BATCH_HAS_NO_EXACT_16_59_BAR_EXACT_DATE_404_NOT_YET_PROVEN,0,0,,,,EXACT_DATE_PROVIDER_PROBE_REQUIRED,"[""EMERGENCY_LEVEL:2025-03"",""EMERGENCY_REVERSAL:2025-03"",""FAST:2025-03"",""FAST:2025-04"",""MONTHLY_DIRECTION_3M:2025-04"",""MONTHLY_DIRECTION_3M:2025-05"",""MONTHLY_DIRECTION_3M:2025-06"",""MONTHLY_DIRECTION_3M:2025-07"",""SLOW:2025-03"",""SLOW:2025-04""]"
2025-03-25,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,3020.030029,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2025-03"",""EMERGENCY_REVERSAL:2025-03"",""FAST:2025-03"",""FAST:2025-04"",""MONTHLY_DIRECTION_3M:2025-04"",""MONTHLY_DIRECTION_3M:2025-05"",""MONTHLY_DIRECTION_3M:2025-06"",""MONTHLY_DIRECTION_3M:2025-07"",""SLOW:2025-03"",""SLOW:2025-04""]"
2025-03-26,UNRESOLVED_EXACT_DATE_PROBE_REQUIRED,COMPLETE_MONTH_BATCH_HAS_NO_EXACT_16_59_BAR_EXACT_DATE_404_NOT_YET_PROVEN,0,0,,,,EXACT_DATE_PROVIDER_PROBE_REQUIRED,"[""EMERGENCY_LEVEL:2025-03"",""EMERGENCY_REVERSAL:2025-03"",""FAST:2025-03"",""FAST:2025-04"",""MONTHLY_DIRECTION_3M:2025-04"",""MONTHLY_DIRECTION_3M:2025-05"",""MONTHLY_DIRECTION_3M:2025-06"",""MONTHLY_DIRECTION_3M:2025-07"",""SLOW:2025-03"",""SLOW:2025-04""]"
2025-03-27,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,3056.80005,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2025-03"",""EMERGENCY_REVERSAL:2025-03"",""FAST:2025-03"",""FAST:2025-04"",""MONTHLY_DIRECTION_3M:2025-04"",""MONTHLY_DIRECTION_3M:2025-05"",""MONTHLY_DIRECTION_3M:2025-06"",""MONTHLY_DIRECTION_3M:2025-07"",""SLOW:2025-03"",""SLOW:2025-04""]"
2025-03-28,UNRESOLVED_EXACT_DATE_PROBE_REQUIRED,COMPLETE_MONTH_BATCH_HAS_NO_EXACT_16_59_BAR_EXACT_DATE_404_NOT_YET_PROVEN,0,0,,,,EXACT_DATE_PROVIDER_PROBE_REQUIRED,"[""EMERGENCY_LEVEL:2025-03"",""EMERGENCY_REVERSAL:2025-03"",""FAST:2025-03"",""FAST:2025-04"",""MONTHLY_DIRECTION_3M:2025-04"",""MONTHLY_DIRECTION_3M:2025-05"",""MONTHLY_DIRECTION_3M:2025-06"",""MONTHLY_DIRECTION_3M:2025-07"",""SLOW:2025-03"",""SLOW:2025-04""]"
2025-03-29,UNRESOLVED_EXACT_DATE_PROBE_REQUIRED,COMPLETE_MONTH_BATCH_HAS_NO_EXACT_16_59_BAR_EXACT_DATE_404_NOT_YET_PROVEN,0,0,,,,EXACT_DATE_PROVIDER_PROBE_REQUIRED,"[""EMERGENCY_LEVEL:2025-03"",""EMERGENCY_REVERSAL:2025-03"",""FAST:2025-03"",""FAST:2025-04"",""MONTHLY_DIRECTION_3M:2025-04"",""MONTHLY_DIRECTION_3M:2025-05"",""MONTHLY_DIRECTION_3M:2025-06"",""MONTHLY_DIRECTION_3M:2025-07"",""SLOW:2025-03"",""SLOW:2025-04""]"
2025-03-30,UNRESOLVED_EXACT_DATE_PROBE_REQUIRED,COMPLETE_MONTH_BATCH_HAS_NO_EXACT_16_59_BAR_EXACT_DATE_404_NOT_YET_PROVEN,0,0,,,,EXACT_DATE_PROVIDER_PROBE_REQUIRED,"[""EMERGENCY_LEVEL:2025-03"",""EMERGENCY_REVERSAL:2025-03"",""FAST:2025-03"",""FAST:2025-04"",""MONTHLY_DIRECTION_3M:2025-04"",""MONTHLY_DIRECTION_3M:2025-05"",""MONTHLY_DIRECTION_3M:2025-06"",""MONTHLY_DIRECTION_3M:2025-07"",""SLOW:2025-03"",""SLOW:2025-04""]"
2025-03-31,UNRESOLVED_EXACT_DATE_PROBE_REQUIRED,COMPLETE_MONTH_BATCH_HAS_NO_EXACT_16_59_BAR_EXACT_DATE_404_NOT_YET_PROVEN,0,0,,,,EXACT_DATE_PROVIDER_PROBE_REQUIRED,"[""EMERGENCY_LEVEL:2025-03"",""EMERGENCY_REVERSAL:2025-03"",""FAST:2025-03"",""FAST:2025-04"",""MONTHLY_DIRECTION_3M:2025-04"",""MONTHLY_DIRECTION_3M:2025-05"",""MONTHLY_DIRECTION_3M:2025-06"",""MONTHLY_DIRECTION_3M:2025-07"",""SLOW:2025-03"",""SLOW:2025-04""]"
2025-04-01,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,3114.37012,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2025-04"",""EMERGENCY_REVERSAL:2025-04"",""FAST:2025-04"",""FAST:2025-05"",""MONTHLY_DIRECTION_3M:2025-05"",""MONTHLY_DIRECTION_3M:2025-06"",""MONTHLY_DIRECTION_3M:2025-07"",""MONTHLY_DIRECTION_3M:2025-08"",""SLOW:2025-04"",""SLOW:2025-05""]"
2025-04-02,UNRESOLVED_EXACT_DATE_PROBE_REQUIRED,COMPLETE_MONTH_BATCH_HAS_NO_EXACT_16_59_BAR_EXACT_DATE_404_NOT_YET_PROVEN,0,0,,,,EXACT_DATE_PROVIDER_PROBE_REQUIRED,"[""EMERGENCY_LEVEL:2025-04"",""EMERGENCY_REVERSAL:2025-04"",""FAST:2025-04"",""FAST:2025-05"",""MONTHLY_DIRECTION_3M:2025-05"",""MONTHLY_DIRECTION_3M:2025-06"",""MONTHLY_DIRECTION_3M:2025-07"",""MONTHLY_DIRECTION_3M:2025-08"",""SLOW:2025-04"",""SLOW:2025-05""]"
