month,actual,rw,mom,vw,patch_r1,vw_ape,patch_r1_ape,mom_ape,rw_ape
2026-01,4753.0,4309.0,4550.15250483926,4410.506150271823,4442.291969783382,7.205845775892643,6.537092998456086,4.267778143503902,9.34146854618136
2026-02,5020.0,4753.0,5013.501159375402,5079.488249048107,4896.613880731229,1.1850248814363906,2.4578908220870703,0.1294589765856258,5.318725099601593
2026-03,4856.0,5020.0,5377.31317001945,5218.31178045727,5215.903202333923,7.461115742530278,7.41151569880402,10.73544419315177,3.3772652388797364
2026-04,4721.0,4856.0,5060.835586681359,4806.672642106696,4948.680798785073,1.814713876439229,4.822723973418204,7.198381416677801,2.8595636517686933
2026-05,4587.0,4721.0,4714.241204979105,4761.057377208789,4779.510518976639,3.794579838866125,4.196872007338983,2.7739525829323,2.921299324177022
2026-06,4228.0,4587.0,4451.142541824896,4601.3846662066735,4647.372707707124,8.83123619221082,9.91893821445422,5.27773277731543,8.491012298959319
2026-07,4073.0,4228.0,4038.5163496373502,4106.6330292678895,4230.337895821845,0.8257556903483789,3.862948583890141,0.8466400776491473,3.805548735575743
